code,scientific,top_page,family,local_name,country,wikipedia,photo,occurance,leaf_type,leaf_attachment,leaf_shape,flow_size,fruit_size,canopy_shape,bark,flower,fruit,leaf_size,fruiting_month,leaf_margin,leaf_veination ,petiole,sessile,scale,evergreen,deciduous
CASU,cassia surattensis,146,Caesalpiniceae,Motha Tarwad,Indonesia,http://en.wikipedia.org/wiki/Cassia_(legume),yes,common,Uni-pinnate,opposite,oblong,10-20cm,,oval,,Yellow,Pods brown,4,"Feb,March,April,May.Aug,Sep,Octo,Nov",,,,,,,
SESI,senna siamea,146,Caesalpiniceae,Motha Tarwad,Burma and Malaysia,http://en.wikipedia.org/wiki/Senna_siamea,yes,common,Uni-pinnate,opposite,oblong,10-20cm,,oval,short branches spreading.,Yellow,Pods brown,4,"Feb,March,April,May.Aug,Sep,Octo,Nov",,,,,,,
SESU,senna surattensis,146,Caesalpiniceae,Motha Tarwad,Indonesia,,no,common,Uni-pinnate,opposite,oblong,10-20cm,,oval,,Yellow,Pods brown,4,"Feb,March,April,May.Aug,Sep,Octo,Nov",,,,,,,
AVBI,averrhoa bilimbi,147,Averrhoaceae,Bimbal,Tropical America,http://en.wikipedia.org/wiki/Averrhoa_bilimbi,yes,Rare,Uni-pinnate,opposite,oblong,1cm,4-5cm,irregular,"pale, corky.",Pink,Greenish Yellow,5,"March,April",,,,,,,
PTMA,pterocarpus marsupium,147,Fabaceae,Beeja,India-Pune,http://en.wikipedia.org/wiki/Pterocarpus_marsupium,yes,occasional,Uni-pinnate,opposite,oblong,1cm,,oval,,Yellow,Pods woody,5,"May,Jun",,,,,,,
PTSA,pterocarpus santalinus,147,Fabaceae,Beeja,India-Andhra Pradesh,http://en.wikipedia.org/wiki/Pterocarpus_santalinus,yes,occasional,Uni-pinnate,opposite,oblong,1cm,,oval,"grey,smooth.",Yellow,Pods woody,5,"May,Jun",,,,,,,
CAAU,castanospermum australe,148,Fabaceae,Australian Chestnut,Australia,http://en.wikipedia.org/wiki/Castanospermum,yes,Rare,Uni-pinnate,opposite,oblong,5cm,,irregular,,Redish yellow,Pods black,8,April,,,,,,,
PTIN,pterocarpus indicus f. echinatus,148,Fabaceae,Padauk,India-Andamans,http://en.wikipedia.org/wiki/Pterocarpus_indicus,yes,Rare,Uni-pinnate,opposite,oblong,20-30cm,,irregular,,yellow,Pods woody,8,"May,Jun",,,,,,,
PTIN,pterocarpus indicus f. indicus,148,Fabaceae,Padauk,Philippiness,http://en.wikipedia.org/wiki/Pterocarpus_indicus,yes,Rare,Uni-pinnate,opposite,oblong,20-30cm,,irregular,,yellow,Pods woody,8,"May,Jun",,,,,,,
KHAN,khaya anthotheca,149,Meliaceae,Khaya,Africa,https://en.wikipedia.org/wiki/Khaya_anthotheca,yes,common,Uni-pinnate,opposite,oblong,5-8cm,5-8cm,globular,,White,Woody,8,"April,May",,,,,,,
KHSE,khaya senegalensis,149,Meliaceae,Khaya,Africa,http://en.wikipedia.org/wiki/Khaya_senegalensis,yes,common,Uni-pinnate,opposite,oblong,5-8cm,5-8cm,globular,,White,Woody,8,"April,May",,,,,,,
KIAF,kigelia africana,149,Bignoniaceae,Brahmadand,Africa,http://en.wikipedia.org/wiki/Kigelia,yes,occasional,Uni-pinnate,opposite,oblong,5-8cm,20cm,conical,,Red,Oblong woody,10,"Feb,March,Sep,Octo",,,,,,,
KIPI,kigelia pinnata ****,149,Bignoniaceae,Brahmadand,Africa,http://en.wikipedia.org/wiki/Kigelia,yes,Rare,Uni-pinnate,opposite,oblong,5-8cm,20cm,conical,,Red,Oblong woody,10,"Feb,March,Sep,Octo",,,,,,,
AMRO,Amoora rohituka,150,Meliaceae,Raktarohida,India-Kokan,,no,occasional,Uni-pinnate,opposite,oblong,20-30cm,3-4 cm,irregular,,White,Yellow,12,"Sep,Octo",,,,,,,
APPO,aphanamixis polystachya,150,Meliaceae,Raktarohida,India-Kokan,http://en.wikipedia.org/wiki/Aphanamixis_polystachya,yes,occasional,Uni-pinnate,opposite,oblong,20-30cm,3-4 cm,irregular,"ashy,flaky.",White,Yellow,12,"Sep,Octo",,,,,,,
LACO,lannea coromandelica,150,Anacardiaceae,Moi,India-Pune,http://en.wikipedia.org/wiki/Lannea,yes,common,Uni-pinnate,opposite,oblong,10-20cm,8mm,irregular,"smooth,greenish white.",Red,Globose red,10,March,,,,,,,
GUOF,guaiacum officinale,151,Zygophyllaceae,Gum Guaiacum,West Indies,http://en.wikipedia.org/wiki/Guaiacum_officinale,,occasional,Uni-pinnate,opposite,ovate,2cm,3cm,spreading,,Blue,Orange,3,"Feb,March,July Aug",,,,,,,
HACA,haematoxylon campechianum,151,Mimosaceae,Raktachandan,Tropical America,http://en.wikipedia.org/wiki/Haematoxylum_campechianum,yes,Rare,Uni-pinnate,opposite,oblong,,,irregular,,No,No,2,No,,,,,,,
HABI,hardwickia binata,152,Caesalpiniceae,Anjan,India,http://en.wikipedia.org/wiki/Hardwickia,yes,Rare,Uni-pinnate,opposite,ovate,5cm,,irregular,"branched from base,",Yellowish green,Pods hairy,3,July,,,,,,,
TESM,tecoma smithii,152,Bignoniaceae,Dwarf Tecoma,South America,,no,occasional,Uni-pinnate,opposite,ovate,3 cm,8-12cm,vase shaped,,Yellowish orange,Linear,3,"Feb,March,april,May,Octo,Nov",,,,,,,
BAAE,balanites aegyptiaca,153,Balanitaceae,Hinganbet,India-Pune,http://en.wikipedia.org/wiki/Balanites_aegyptiaca,yes,Rare,Uni-pinnate,opposite,ovate,6-8cm,3-5cm,irregular,,Greenish white,Pulp,4,April,,,,,,,
FEEL,feronia elephantum,153,Rutaceae,Kavath,Java,http://en.wikipedia.org/wiki/Limonia_(plant),yes,occasional,Uni-pinnate,opposite,ovate,5-8cm,5-8cm,irregular,,Redish green,"Globose ,grey",3,March,,,,,,,
LIAC,limonia acidissima,153,Rutaceae,Kavath,Java,http://en.wikipedia.org/wiki/Limonia_(plant),yes,occasional,Uni-pinnate,opposite,ovate,5-8cm,5-8cm,irregular,"papery,ash coloured,peeling off in large flakes.",Redish green,"Globose ,grey",3,March,,,,,,,
BOSE,boswellia serrata,154,Burseraceae,Salai,India-Pune,http://en.wikipedia.org/wiki/Boswellia_serrata,yes,occasional,Uni-pinnate,opposite,ovate,10-15cm,2 cm,spreading,,"Creamish,pink",Yellow,4,"Jan,Feb",,,,,,,
DOFA,dolichandrone falcata,154,Bignoniaceae,Medhshingi,India-Pune,http://en.wikipedia.org/wiki/Dolichandrone_falcata,yes,occasional,Uni-pinnate,opposite,ovate,3-5cm,25-40cm,irregular,,Fragrant white,Brown,4,May,,,,,,,
AVCA,averrhoa carambola,155,Averrhoaceae,Kamrak,America,http://en.wikipedia.org/wiki/Averrhoa_carambola,yes,occasional,Uni-pinnate,opposite,ovate,5cm,5-8cm,irregular,"grey,soft.branches slender.",Pink,Yellow,5,March,,,,,,,
GLSE,gliricidia sepium,155,Fabaceae,Giripushpa,Columbia,http://en.wikipedia.org/wiki/Gliricidia_sepium,yes,common,Uni-pinnate,opposite,ovate,1-2cm,,irregular,,Pink,Pods flat ,4,"Jan,feb",,,,,,,
CHTA,chukrasia tabularis,156,Meliaceae,Dalmara,India-Konkan,,no,Rare,Uni-pinnate,opposite,ovate,1-2cm,4-6cm,oval,"brown,smooth.",Fragrant white,Ovoid,6,March,,,,,,,
MIPE,millettia peguensis,156,Fabaceae,Lal Karanj,Burma,http://en.wikipedia.org/wiki/Millettia_peguensis,yes,occasional,Uni-pinnate,opposite,ovate,1-2cm,,oval,,Purplish blue,Pods flat,5,Feb,,,,,,,
CRMA,crateva magna,157,Capparaceae,Vaywaran,India-Konkan,,no,occasional,Uni-pinnate,opposite,ovate,5-8cm,5cm,globular,,Fragrant white,Red Globose,8,March,,,,,,,
POPI,pongamia pinnata,157,Fabaceae,Karanj,India-Pune,http://en.wikipedia.org/wiki/Millettia_pinnata,yes,occasional,Uni-pinnate,opposite,ovate,8-10cm,,trailing,"light grey,cracked.branches crooked,armed.",Pinkish white,Curved,8,"May,Jun",,,,,,,
ERSU,erythrina suberosa,158,Fabaceae,Buch Panagara,India-Pune,http://en.wikipedia.org/wiki/Erythrina,yes,occasional,Uni-pinnate,opposite,ovate,3-5cm,,irregular,,Red,Pods brown,8,March,,,,,,,
SCSW,schrebera swietenioides,158,Oleaceae,Mokha,India-Pune,,no,occasional,Uni-pinnate,opposite,ovate,2-3cm,5cm,oval,"grey smooth, branches covered with conical prickles.",Redish white,Woody,8,"May,Jun",,,,,,,
ERVA,erythrina variegata,159,Fabaceae,Pangara,India-Konkan,,no,occasional,Uni-pinnate,opposite,ovate,10-20cm,,irregular,"blackish,deeply cracked.",Scarlate red,Pods Cylindric,10,"May,Jun",,,,,,,
OUOO,ougeinia oojeinensis,159,Fabaceae,Kala Palas,India-Pune,,no,occasional,Uni-pinnate,opposite,ovate,10-15cm,,irregular,,Pinkish white ,Pods long,10,March,,,,,,,
ADPA,adenanthera pavonina,160,Fabaceae,Palas,India-Pune,http://en.wikipedia.org/wiki/Adenanthera_pavonina,yes,occasional,Multi-pinnata,opposite,ovate,20cm,,irregular,"rough,light grey.",Fragfant white,Pods red,2,April,,,,,,,
BUMO,butea monosperma,160,Mimosaceae,Ratangunj,India-Konkan,http://en.wikipedia.org/wiki/Butea_monosperma,yes,occasional,Uni-pinnate,opposite,Elliptic,3-5cm,,irregular,,Orange red,Pods flat,12,"March,April",,,,,,,
ALLU,albizia lucidor (Mistake in ToP),161,Mimosaceae,Potka Shirish,India-Assam,,no,Rare,Multi-pinnata,opposite,Elliptic,2-3cm,,irregular,brown.,Fragrant white ,Golden brown,8,"May,Jun",,,,,,,
CAHA,calliandra haematocephala,161,Mimosaceae,Powder Puff,Tropical America,http://en.wikipedia.org/wiki/Calliandra_haematocephala,yes,occasional,Multi-pinnata,opposite,Elliptic,3-5cm,,spreading,,Pink,Pods flat,2,"Jan,Feb,Jun,July,Aug,Sep,Octo,Nov,Dec",,,,,,,
CAPO,calliandra portoricensis,161,Mimosaceae,Powder Puff,Tropical America,,no,occasional,Multi-pinnata,opposite,Elliptic,3-5cm,,spreading,,Pink,Pods flat,2,"Jan,Feb,Jun,July,Aug,Sep,Octo,Nov,Dec",,,,,,,
ACFR,acrocarpus fraxinifolius,162,Caesalpiniceae,Tokphal,India-South India,http://en.wikipedia.org/wiki/Acrocarpus_fraxinifolius,yes,occasional,Multi-pinnata,opposite,Elliptic,10-20cm,,irregular,,Red,Pods,8,March,,,,,,,
JAMI,jacaranda mimosifolia,162,Bignoniaceae,Neelmohor,Tropical America,http://en.wikipedia.org/wiki/Jacaranda_mimosifolia,yes,common,Multi-pinnata,opposite,Elliptic,3 cm,5cm,irregular,,Blue,Round woody,1,"March,April,May",,,,,,,
ACPL,acacia planifrons,163,Mimosaceae,Chhatri Babhul,India-South India,http://en.wikipedia.org/wiki/Vallanadu_Wildlife_Sanctuary,yes,Rare,Multi-pinnata,opposite,oblong,1-2cm,,spreading,,White,Pods Cylindric,0.3,"Jun,July",,,,,,,
DICI,dichrostachys cinera,163,Mimosaceae,Sigamkathi,India-Pune,http://en.wikipedia.org/wiki/Dichrostachys_cinerea,yes,occasional,Multi-pinnata,opposite,oblong,3-4cm,,irregular,,Fragrant,Brown,0.3,"April,May,Jun,July",,,,,,,
ACCA,acacia catechu,164,Mimosaceae,Khair,India-Pune,http://en.wikipedia.org/wiki/Acacia_catechu,yes,common,Multi-pinnata,opposite,oblong,10-15cm,,irregular,,Spikes,Pods brown,0.5,"July,Aug",,,,,,,
ACCH,acacia chundra,164,Mimosaceae,Khair,India-Pune,http://en.wikipedia.org/wiki/Acacia_chundra,yes,common,Multi-pinnata,opposite,oblong,10-15cm,,irregular,"brown, thin,fissured.branches  pendulous,slender",Spikes,Pods brown,0.5,"July,Aug",,,,,,,
PAAC,parkinsonia aculeata,164,Caesalpiniceae,Vedi Babhul,Mexico,http://en.wikipedia.org/wiki/Parkinsonia_aculeata,yes,occasional,Multi-pinnata,opposite,oblong,2cm,,spreading,,Fragrant yellow,Cylindric,0.4,"Jun,July",,,,,,,
ACEB,acacia eburnea,165,Mimosaceae,Dev Babhul,India-Pune,http://en.wikipedia.org/wiki/Acacia_karroo,yes,occasional,Multi-pinnata,opposite,oblong,1cm,,trailing,,Fragrant yellow,pods brown,0.5,"March,April",,,,,,,
ACFA,acacia farnesiana,165,Mimosaceae,Dev Babhul,India-Pune,http://en.wikipedia.org/wiki/Vachellia_farnesiana,yes,occasional,Multi-pinnata,opposite,oblong,1cm,,trailing,yellowish.,Fragrant yellow,pods brown,0.5,"March,April",,,,,,,
ACLE,acacia leucophloea,165,Mimosaceae,Hivar,India-Pune,http://en.wikipedia.org/wiki/Acacia_leucophloea,yes,common,Multi-pinnata,opposite,oblong,10-15cm,,spreading,brown cracked.,Greenish white,pods flat brown,0.5,"Sep,Octo",,,,,,,
ACNI,acacia nilotica,166,Mimosaceae,Babhul,India-Pune,http://en.wikipedia.org/wiki/Acacia_nilotica,yes,common,Multi-pinnata,opposite,oblong,1-1.5cm,,spreading,,Yellow,Pods tomantose,0.5,"july,Aug",,,,,,,
ACNI,acacia nilotica var. cupressiformis,166,Mimosaceae,Babhul,India-Pune,,no,occasional,Multi-pinnata,opposite,oblong,1-1.5cm,,spreading,,Yellow,Pods tomantose,0.5,"july,Aug",,,,,,,
CACO,caesalpinia coriaria,166,Caesalpiniceae,Dividivi,South America,http://en.wikipedia.org/wiki/Caesalpinia_coriaria,yes,occasional,Multi-pinnata,opposite,oblong,5-8cm,,irregular,"rough, rusty.branches spinous.",Fragrant yellow,Pods twisted,0.6,"Sep,Octo",,,,,,,
ACFE,acacia ferruginea (Mistake in ToP),167,Mimosaceae,Pandhra Khair,India-Pune,,no,occasional,Multi-pinnata,opposite,oblong,8-10cm,,irregular,,Yellow,Brown,0.7,March,,,,,,,
ALAM,albizia amara,167,Mimosaceae,Kala Shirish,India-Pune,http://en.wikipedia.org/wiki/Albizia,yes,occasional,Multi-pinnata,opposite,oblong,1cm,,spreading,branches prickly.,Fragrant yellow,pods flat pointed,0.7,May,,,,,,,
CAPU,caesalpinia pulcherrima,168,Caesalpiniceae,Shankasur,West Indies,http://en.wikipedia.org/wiki/Caesalpinia_pulcherrima,yes,common,Multi-pinnata,opposite,oblong,2cm,,irregular,"raddish brown,flaky.branches with yellow juice.",Yellow orange,Woody,1,"March,April,May ,Jun,July ",,,,,,,
CORA,colvillea racemosa,168,Caesalpiniceae,Manimohor,East Africa,http://en.wikipedia.org/wiki/Colvillea_racemosa,yes,occasional,Multi-pinnata,opposite,oblong,15-25cm,,irregular,grey rough.branches horizontal.,Orange,Brown,1,Octo,,,,,,,
DERE,delonix regia,169,Caesalpiniceae,Gulmohor,Madagascar,http://en.wikipedia.org/wiki/Delonix_regia,yes,common,Multi-pinnata,opposite,oblong,5-8cm,,spreading,brown.,Scarlet red,Woody black,1,"April,May,Jun",,,,,,,
LELA,leucaena latisiliqua,169,Mimosaceae,Subabhul,South America,http://en.wikipedia.org/wiki/Leucaena,yes,common,Multi-pinnata,opposite,oblong,2-3cm,,oval,"brown,smooth,scaly.branches drooping.",White,Brown,1,"Aug,Sep",,,,,,,
PABI,parkia biglandulosa,170,Mimosaceae,Chenduphali,Burma,http://en.wikipedia.org/wiki/Parkia,yes,occasional,Multi-pinnata,opposite,oblong,15-20cm,,oval,,White,Pods flat,1,Dec,,,,,,,
PRCI,prosopis cineraria,170,Mimosaceae,Shami,India-Rajasthan,http://en.wikipedia.org/wiki/Prosopis_cineraria,yes,Rare,Multi-pinnata,opposite,oblong,10-15cm,,globular,,Fragrant yellow,Pods flat,1.2,Sep,,,,,,,
PRJU,prosopis juliflora,170,Mimosaceae,Shami,South America,http://en.wikipedia.org/wiki/Prosopis_juliflora,yes,common,Multi-pinnata,opposite,oblong,10-15cm,,globular,,Fragrant yellow,Pods flat,1.2,Sep,,,,,,,
ALOD,albizia odoratissima,171,Mimosaceae,Chinchva,India-Pune,http://en.wikipedia.org/wiki/Albizia_odoratissima,yes,Rare,Multi-pinnata,opposite,oblong,2-3cm,,irregular,,Fragrant ,Brown,2.5,May,,,,,,,
PEAF,peltophorum africanum,171,Caesalpiniceae,Tambadsheng,South Africa,http://en.wikipedia.org/wiki/Peltophorum,yes,Rare,Multi-pinnata,opposite,oblong,3 cm,,irregular,"grey, corky.",Fragrant yellow,Woody ,2,"Feb,March,April,July,Aug",,,,,,,
PEPT,peltophorum pterocarpum,171,Caesalpiniceae,Tambadsheng,Sri Lanka,http://en.wikipedia.org/wiki/Peltophorum_pterocarpum,yes,common,Multi-pinnata,opposite,oblong,3 cm,,irregular,"rough,grey.",Fragrant yellow,Woody ,2,"Feb,March,April,July,Aug",,,,,,,
ALLE,albizia lebbeck,172,Mimosaceae,Shirish,India-Pune,,no,occasional,Multi-pinnata,opposite,oblong,3-5cm,,irregular,greenish yellow.,Greenish white,Orange yellow,3,March,,,,,,,
ALPR,albizia procera,172,Mimosaceae,Kinhai,India-Pune,,no,occasional,Multi-pinnata,opposite,oblong,2cm,,irregular,"many smooth,yellowish,fusing together.",Flowered head,Orenge brown,3,March,,,,,,,
CAFE,caesalpinia ferrea,173,Caesalpiniceae,Brazillian Ironwood,Brazil,http://en.wikipedia.org/wiki/Caesalpinia_ferrea,yes,occasional,Multi-pinnata,opposite,oblong,1cm,,spreading,corky.,Fragrant yellow,Beaked Woody,1,Sep,,,,,,,
MOOL,moringa oleifera,173,Moringaceae,Shewga,North Africa,http://en.wikipedia.org/wiki/Moringa_oleifera,yes,common,Multi-pinnata,opposite,oblong,2cm,30-50cm,irregular,grey fissured. Branches with paired spines 1.5cm.,White,Cylindrcal Ribbed,1.5,Feb,,,,,,,
PIDU,pithecellobium dulce,174,Mimosaceae,Vilayati Chinch,Mexico,http://en.wikipedia.org/wiki/Pithecellobium_dulce,yes,occasional,Multi-pinnata,opposite,ovate,1cm,,trailing,,Greenish,Pods red,2.5,Jan,,,,,,,
SASA,samanea saman (Albizia saman),174,Mimosaceae,Rain Tree,Tropical America,http://en.wikipedia.org/wiki/Samanea_saman,yes,common,Multi-pinnata,opposite,ovate,3-5cm,,spreading,,Pink,Brown,3,March,,,,,,,
MEAZ,melia azedarach,175,Meliaceae,Bakan Neem,India-Pune,http://en.wikipedia.org/wiki/Melia_azedarach,yes,occasional,Multi-pinnata,opposite,ovate,10-15cm,,irregular,,Blue,Green,4,April,,,,,,,
MEDU,melia dubia,175,Meliaceae,Bakan Neem,India-Pune,http://en.wikipedia.org/wiki/Melia_dubia,yes,occasional,Multi-pinnata,opposite,ovate,10-15cm,,irregular,"cracked,thick.",Blue,Green,4,April,,,,,,,
MIHO,millingtonia hortensis,175,Bignoniaceae,Buch,Burma,http://en.wikipedia.org/wiki/Millingtonia,yes,common,Multi-pinnata,opposite,ovate,5-10cm,30cm,erect,"soft,light brown.",White Fragrant ,Flat,4,Octo,,,,,,,
ORIN,oroxylum indicum,176,Bignoniaceae,Tetu,India-Konkan,http://en.wikipedia.org/wiki/Oroxylum_indicum,yes,Rare,Multi-pinnata,opposite,ovate,8-12cm,1m,erect,"light grey,soft,scaly.",Pinkish White ,Woody,8,July,,,,,,,
RAXY,radermachera xylocarpa,176,Bignoniaceae,Khadshingi,India-Pune,http://en.wikipedia.org/wiki/Radermachera_xylocarpa,yes,Rare,Multi-pinnata,opposite,ovate,5cm,50-80cm,globular,"enormously broad at base, tapering above.",Fragrant White,Woody,6,"March,April",,,,,,,
ADDI,adansonia digitata,177,Bombacaceae,Gorakh Chinch,Tropical Africa,http://en.wikipedia.org/wiki/Adansonia_digitata,yes,occasional,digitate,,Elliptic,10-12cm,15-20cm,spreading,,White,Cylindric,8,"Jun,July",,,,,,,
JOPR,joannesia princeps,177,Euphorbiaceae,Arara Nut,Brazil,https://en.wikipedia.org/wiki/Joannesia_princeps,yes,Rare,digitate,,Elliptic,10-20cm,8-12cm,oval,"green, prickly. Branches horizontal,whorled.",Yellow,Brown,8,"March,April",,,,,,,
CEPE,ceiba pentandra,178,Bombacaceae,Pandhri Sawar,Mexico,http://en.wikipedia.org/wiki/Ceiba_pentandra,yes,common,digitate,,Elliptic,4-5cm,20cm,conical,greenish with conical prickles.,Solitary,Silky Cotton,8,March,,,,,,,
CESP,ceiba speciosa,178,Bombacaceae,Delhi Sawar,South America,http://en.wikipedia.org/wiki/Ceiba_speciosa,yes,occasional,digitate,,Elliptic,8-10cm,10-15cm,conical,greenish with conical prickles.,Pink,Ovoid,8,July Aug,,,,,,,
CHSP,chorisia speciosa,178,Bombacaceae,Delhi Sawar,South America,http://en.wikipedia.org/wiki/Ceiba_speciosa,yes,occasional,digitate,,Elliptic,8-10cm,10-15cm,globular,white.,Pink,Ovoid,8,July Aug,,,,,,,
BRAC,brassaia actinophylla,179,Araliaceae,Umbrella Tree,Australia,http://en.wikipedia.org/wiki/Schefflera_actinophylla,yes,occasional,digitate,,Elliptic,30-40cm,1cm,oval,white,Red,Round black,10,"March,April",,,,,,,
SCAC,schefflera actinophylla,179,Araliaceae,Umbrella Tree,Australia,http://en.wikipedia.org/wiki/Schefflera_actinophylla,yes,occasional,digitate,,Elliptic,30-40cm,1cm,oval,"greenish,smooth",Red,Round black,10,"March,April",,,,,,,
PSEL,pseudobombax ellipticum,179,Bombacaceae,Shaving Brush,Mexico,http://en.wikipedia.org/wiki/Pseudobombax_ellipticum,yes,Rare,digitate,,Elliptic,15-25cm,15cm,irregular,grey flaky branches whorled.,Pink,Brown,10,"March,April",,,,,,,
STFO,sterculia foetida,180,Sterculiaceae,Jungli Badam,South Asia,http://en.wikipedia.org/wiki/Sterculia,yes,occasional,digitate,,Elliptic,2cm,10-15cm,oval,,Pink,Woody,10,"Feb,March",,,,,,,
STGU,sterculia guttata,180,Sterculiaceae,Jungli Badam,Western Ghats,http://en.wikipedia.org/wiki/Sterculia_guttata,yes,Rare,digitate,,Elliptic,2cm,10-15cm,oval,"dark brown,deeply cracked.",Pink,Woody,10,"Feb,March",,,,,,,
TASP,tabebuia sp.,180,Bignoniaceae,,Brazil,http://en.wikipedia.org/wiki/Tabebuia,yes,Rare,digitate,,Elliptic,,,oval,branches prickly.,Pinkish white,No,12,"Feb,March,April,Sep,Oct,Nov",,,,,,,
BOCE,bombax ceiba,181,Bombacaceae,Sawar,India-Pune,http://en.wikipedia.org/wiki/Bombax_ceiba,yes,common,digitate,,Elliptic,8-12cm,10-15cm,globular,grey rough branches whorled.,Pink,Silky Cotton,12,March.April,,,,,,,
TARO,tabebuia rosea,181,Bignoniaceae,Pink Trumpet,Brazil,http://en.wikipedia.org/wiki/Tabebuia_rosea,yes,occasional,digitate,,Elliptic,5-8cm,10-15cm,irregular,"grey ,thick,corky,deeply cracked.",Pink,Linear,12,"Feb,March",,,,,,,
TAAR,tabebuia argentea,182,Bignoniaceae,Golden Trumpet,Brazil,http://en.wikipedia.org/wiki/Tabebuia_aurea,yes,occasional,digitate,,Elliptic,15cm,10cm,irregular,,Golden Yellow,Brown,12,"March,April",,,,,,,
TAPA,tabebuia pallida,182,Bignoniaceae,Purple Trumpet,Brazil,http://en.wikipedia.org/wiki/Tabebuia,yes,occasional,digitate,,oblong,10-15cm,,oval,,Purple,No,8,"Jan,feb,March,April,May,Octo,Nov,Dec",,,,,,,
TAAV,tabebuia avellanedae,183,Bignoniaceae,Taheboo Tree,Brazil,http://en.wikipedia.org/wiki/Tabebuia_impetiginosa,yes,occasional,digitate,,ovate,5-8cm,10-15cm,vase shaped,,Purple,Linear winged,8,"Feb,March",,,,,,,
TACH,tabebuia chrysantha,183,Bignoniaceae,Yellow Trumpet Tree,Brazil,http://en.wikipedia.org/wiki/Tabebuia_chrysantha,yes,Rare,digitate,,ovate,5-8cm,10-15cm,irregular,white rough.,Golden Yellow,Brown,8,"Feb,March",,,,,,,
TACH,tabebuia chrysotricha,183,Bignoniaceae,Yellow Trumpet Tree,Brazil,http://en.wikipedia.org/wiki/Tabebuia_chrysotricha,yes,Rare,digitate,,ovate,5-8cm,10-15cm,irregular,single 10-20cm dia smooth with shallow rings of leaf bases grey.,Golden Yellow,Brown,8,"Feb,March",,,,,,,
ADME,adonidia merrillii,188,,Manila Palm,Philippiness,http://en.wikipedia.org/wiki/Adonidia,yes,Rare,,,,,3cm,,single 10-20cm dia smooth with shallow rings of leaf bases grey.,Greenish white,Red,No,No,,,,,,,
VEME,veitchia merrillii,188,,Manila Palm,Philippiness,,no,Rare,,,,,3cm,,"single,slender,10-20cm dia smooth. With raised inclined rings of leaf bases green.",Greenish white,Red,No,No,,,,,,,
ARCA,areca catechu,188,,Supari,Malaysia,http://en.wikipedia.org/wiki/Areca_catechu,yes,occasional,,,,,3-5cm,,"single, slender,15-20cm dia smooth with shallow rings of leaf bases,grey.",No,orange,No,No,,,,,,,
CAAC,carpentaria accuminata,188,,Carpentaria Palm,Australia,http://en.wikipedia.org/wiki/Carpentaria,yes,Rare,,,,,3cm,,,Creamish,Red,No,No,,,,,,,
CAMI,caryota mitis,189,,Bherli Mad,South East Asia,http://en.wikipedia.org/wiki/Caryota,yes,occasional,,,,1-3m,2cm,,"single, slender,30-50cm dia smooth with shallow rings of leaf bases,grey.","Red,Green",Black,No,No,,,,,,,
CAUR,caryota urens,189,,Bherli Mad,India-Western Ghats,http://en.wikipedia.org/wiki/Caryota_urens,yes,Rare,,,,1-3m,2cm,,,"Red,Green",Black,No,No,,,,,,,
CARU,caryota rumphiana,189,,Bherli Mad,India-Western Ghats,http://en.wikipedia.org/wiki/Caryota_rumphiana,yes,Rare,,,,1-3m,2cm,,"single,15-25cm dia,smooth with bulging base,covered with rings.","Red,Green",Black,No,No,,,,,,,
CHMA,chambeyronia macrocarpa,189,,Red Leaf Palm,"New Caledonea, near Australia",http://en.wikipedia.org/wiki/Chambeyronia_macrocarpa,yes,occasional,,,,,,,"single 25-30cm dia, grey, covered with rings and minute tubercles.crown shaft1-1.5m,whitish green.",No,No,No,No,,,,,,,
DIAL,dictyosperma album,189,,Hurricane Palm,Mascarene Islands,http://en.wikipedia.org/wiki/Dictyosperma,yes,occasional,,,,,,,"single,40-60cm dia, with rings of leaf bases,triangular, long,grey",Green,Globular green,No,No,,,,,,,
DYDE,dypsis decaryi,189,,Triangle Palm,Madagascar,http://en.wikipedia.org/wiki/Dypsis_decaryi,yes,Rare,,,,50cm,2cm,,"single,40-60cm dia, with rings of leaf bases,triangular, long,grey",Yellow,Pale Green,No,No,,,,,,,
NEDE,Neodypsis decaryi,189,,Triangle Palm,Madagascar,http://en.wikipedia.org/wiki/Dypsis_decaryi,yes,Rare,,,,50cm,2cm,,"single, 15-20cm dia,smooth with close, inclined,deep rings of leaf bases, blackish grey.",Yellow,Pale Green,No,No,,,,,,,
DYLE,dypsis leptocheilos,189,,Red Neck Palm,Madagascar,,no,Rare,,,,,2-3cm,,"single, 15-20cm dia,smooth with close, inclined,deep rings of leaf bases, blackish grey.",green,White,No,No,,,,,,,
HOFO,howea forsteriana,189,,Kentia Palm,Australia,http://en.wikipedia.org/wiki/Howea_forsteriana,yes,Rare,,,,,1cm,,"single,50-80cm dia, bottle shaped,with close rings of leaf bases grey.",No,Red,No,No,,,,,,,
HYLA,hyophorbe lagenicaulis,190,,Champagne Palm,Mascarene Islands,http://en.wikipedia.org/wiki/Hyophorbe_lagenicaulis,yes,occasional,,,,,1cm,,,No,Grey brown,No,No,,,,,,,
HYVE,hyophorbe verschaffeltii,190,,Champagne Palm,"Rodrigues Island, Mauritius",http://en.wikipedia.org/wiki/Hyophorbe_verschaffeltii,yes,Rare,,,,,1cm,,"single,15-20cm dia,covered with rings, spinous.",No,Grey brown,No,No,,,,,,,
