-----
{
 "description": "The table refers to village wise distribution of surface flow schemes according to ownership. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "villtab4.2.csv", 
 "title": "Download CSV for Villagewise Distribution of surface flow schemes according to ownership for 2nd census of Minor Irrigation Schemes (1993-94)(External Link that opens in a new window)", 
 "url": "http://data.gov.in/sites/default/files/villtab4.2.csv"
}
-----
-----
{
 "description": "The table refers to block wise potential utilized through surface flow schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.10.csv", 
 "title": "Download CSV for Blockwise Surface Flow Schemes Average length of water conveyance channel for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.10.csv"
}
-----
State,District,Block,Total Number of Schemes,Pucca channel,Kutcha channel,Underground channel,Total
UTTAR PRADESH,BULANDSHAHR,SHIKARPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,BULANDSHAHR,SIANA,NA,NA,NA,NA,NA
UTTAR PRADESH,BULANDSHAHR,SIKANDRABAD,NA,NA,NA,NA,NA
UTTAR PRADESH,BULANDSHAHR,UNCHAGAON,NA,NA,NA,NA,NA
UTTAR PRADESH,CHAMOLI(GOPESHWAR),AUGUSTMUNI,151,148,5,0,153
UTTAR PRADESH,CHAMOLI(GOPESHWAR),DASHOLI,244,102,7,0,109
UTTAR PRADESH,CHAMOLI(GOPESHWAR),DEWAL,91,115,5,13,133
UTTAR PRADESH,CHAMOLI(GOPESHWAR),GAIRSEN,304,125,30,10,165
UTTAR PRADESH,CHAMOLI(GOPESHWAR),GHAT,56,266,13,0,279
UTTAR PRADESH,CHAMOLI(GOPESHWAR),JOSHIMATH,97,159,7,0,166
UTTAR PRADESH,CHAMOLI(GOPESHWAR),KARNPRAYAG,156,247,41,0,288
UTTAR PRADESH,CHAMOLI(GOPESHWAR),NARAYANBAGGAR,225,124,11,0,135
UTTAR PRADESH,CHAMOLI(GOPESHWAR),POKHARI,197,118,52,1,171
UTTAR PRADESH,CHAMOLI(GOPESHWAR),THARALI,187,160,23,5,188
UTTAR PRADESH,CHAMOLI(GOPESHWAR),UKHIMATH,122,158,7,13,178
UTTAR PRADESH,DEHRADUN,CHAKRATA,135,65,223,0,288
UTTAR PRADESH,DEHRADUN,DOIWALA,47,236,28,0,264
UTTAR PRADESH,DEHRADUN,KALSI,166,186,8,0,194
UTTAR PRADESH,DEHRADUN,RAIPUR,151,243,258,0,501
UTTAR PRADESH,DEHRADUN,SAHASPUR,75,269,79,10,358
UTTAR PRADESH,DEHRADUN,VIKAS NAGAR,73,316,43,0,359
UTTAR PRADESH,DEORIA,BAITALPUR,1,0,0,0,0
UTTAR PRADESH,DEORIA,BANKATA,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,BARHAJ,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,BHAGALPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,BHALUWANI,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,BHATANI,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,BHATPAR RANI,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,DEORIA SADAR,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,DESAHI DEORIA,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,GAURI BAZAR,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,LAR,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,PATHARDEVA,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,RAMPUR KARKHANA,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,RUDRAPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,SALEMPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,ALIGANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,AMANPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,AWAGARH,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,GANJDUNDWARA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,JAITHRA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,JALESAR,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,KASGANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,MARAHERA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,NIDHOLI KALAN,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,PATIYALI,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,SAHAWAR,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,SAKIT,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,SHEETALPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,SIDHPURA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,SORON,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,ACHHALDA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,AIRWA KATRA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,AJEETMAL,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,AURAIYA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,BADPURA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,BASREHAR,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,BHAGAY NAGAR,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,BHARTHANA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,BIDHUNA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,CHAKARNAGAR,1,0,100,0,100
UTTAR PRADESH,ETAWAH,JASWANT NAGAR,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,MAHEWA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,SAHAR,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,SAIPHAI,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,TAKHA,NA,NA,NA,NA,NA
UTTAR PRADESH,FAIZABAD,AMANI GANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,FAIZABAD,BIKAPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,FAIZABAD,HASTINPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,FAIZABAD,MASONDHA,NA,NA,NA,NA,NA
UTTAR PRADESH,FAIZABAD,MAYA,NA,NA,NA,NA,NA
UTTAR PRADESH,FAIZABAD,MILKI PUR,NA,NA,NA,NA,NA
UTTAR PRADESH,FAIZABAD,PURA,NA,NA,NA,NA,NA
UTTAR PRADESH,FAIZABAD,SOHAWAL,NA,NA,NA,NA,NA
UTTAR PRADESH,FAIZABAD,TARUN,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,BADPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,CHHIBRAMAU,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,HASERAN,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,JALABAD,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,KAMALGANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,KANNAUJ,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,KAYAMGUNJ,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,MOHAMMADABAD,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,NAWABGANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,RAJEPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,SAURIKH,16,0,44,0,44
UTTAR PRADESH,FARUKHABAD,SHAMSABAD,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,TALGRAM,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,UMARDA,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,AIRAYA,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,AMAULI,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,ASODHAR,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,BAHUWA,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,BHITAURA,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,DEVMAI,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,DHATA,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,HASWA,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,HATHGAON,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,KHAJUHA,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,MALWAN,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,TELYANI,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,VIJAYIPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,FIROZABAD,ARANV,NA,NA,NA,NA,NA
UTTAR PRADESH,FIROZABAD,EKA,NA,NA,NA,NA,NA
UTTAR PRADESH,FIROZABAD,FIROZABAD,NA,NA,NA,NA,NA
UTTAR PRADESH,FIROZABAD,JASRANA,NA,NA,NA,NA,NA
UTTAR PRADESH,FIROZABAD,KHAIRGARH/HATBANT,NA,NA,NA,NA,NA
UTTAR PRADESH,FIROZABAD,MADANPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,FIROZABAD,NARKHI,NA,NA,NA,NA,NA
UTTAR PRADESH,FIROZABAD,SHIKOHABAD,NA,NA,NA,NA,NA
UTTAR PRADESH,FIROZABAD,TUNDLA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIABAD,BHOJPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIABAD,BISRAKH,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIABAD,DADRI,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIABAD,DHAULANA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIABAD,GARH,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIABAD,HAPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIABAD,LAUNI,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIABAD,MURADNAGAR,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIABAD,RAJAPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIABAD,SIMBHAWALI,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,BARACHAWAR,6,0,195,0,195
UTTAR PRADESH,GHAZIPUR,BHADORA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,BHANWARKOL,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,DEVKALI,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,JAMANIYA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,KARNDA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,KASIMABAD,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,MANIHARI,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,MARADAH,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,MOHMMADABAD,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,REVTIPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,SADAR,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,SADAT,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,SAIDPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,VIRNO,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,ZAKHANIA,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,BALRAMPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,BELSAR,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,BHABHANJOT,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,CHHAPIA,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,COLONELGANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,GAIDAS BUJURG,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,GAISARI,6,70,74,0,144
UTTAR PRADESH,GONDA,HALDAR MAU,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,HARRIYA SATGHARWA,11,0,177,0,177
UTTAR PRADESH,GONDA,ITIYATHOK,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,JHANJHRI,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,KATRA BAZAR,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,MANKAPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,MUJEHNA,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,NAWABGANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,PACHPARWA,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,PANDRIKRIPAL,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,PARASPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,REHRA BAZAR,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,RUPIHDEEH,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,SRI DUTTGANJ,1,100,0,0,100
UTTAR PRADESH,GONDA,TARABGANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,TULSIPUR,14,50,0,0,50
UTTAR PRADESH,GONDA,UTTRAULA,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,WAZIRGANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,GORAKHPUR,BANSGAON,NA,NA,NA,NA,NA
UTTAR PRADESH,GORAKHPUR,BARAHALGANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,GORAKHPUR,BELGHAT,NA,NA,NA,NA,NA
UTTAR PRADESH,GORAKHPUR,BHATHAT,NA,NA,NA,NA,NA
UTTAR PRADESH,GORAKHPUR,BRAHMPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,GORAKHPUR,CAMPIARGANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,GORAKHPUR,CHARGANWA,NA,NA,NA,NA,NA
UTTAR PRADESH,GORAKHPUR,GAGHA,NA,NA,NA,NA,NA
UTTAR PRADESH,GORAKHPUR,GOLA,NA,NA,NA,NA,NA
UTTAR PRADESH,GORAKHPUR,JANGAL KAURIA,NA,NA,NA,NA,NA
UTTAR PRADESH,GORAKHPUR,KAURIRAM,NA,NA,NA,NA,NA
UTTAR PRADESH,GORAKHPUR,KHAJANI,NA,NA,NA,NA,NA
UTTAR PRADESH,GORAKHPUR,KHORABAR,NA,NA,NA,NA,NA
UTTAR PRADESH,GORAKHPUR,PALI,NA,NA,NA,NA,NA
UTTAR PRADESH,GORAKHPUR,PIPRAICH,NA,NA,NA,NA,NA
UTTAR PRADESH,GORAKHPUR,PIPRAULI,NA,NA,NA,NA,NA
UTTAR PRADESH,GORAKHPUR,SAHJANWA,NA,NA,NA,NA,NA
UTTAR PRADESH,GORAKHPUR,SARDARNAGAR,NA,NA,NA,NA,NA
UTTAR PRADESH,GORAKHPUR,URUWA,NA,NA,NA,NA,NA
UTTAR PRADESH,HAMIRPUR,GOHAND,NA,NA,NA,NA,NA
UTTAR PRADESH,HAMIRPUR,KURARA,NA,NA,NA,NA,NA
UTTAR PRADESH,HAMIRPUR,MAUDAHA,NA,NA,NA,NA,NA
UTTAR PRADESH,HAMIRPUR,MUSKARA,NA,NA,NA,NA,NA
UTTAR PRADESH,HAMIRPUR,RATH,NA,NA,NA,NA,NA
UTTAR PRADESH,HAMIRPUR,SARILA,NA,NA,NA,NA,NA
UTTAR PRADESH,HAMIRPUR,SUMREPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,AHIROURI,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,BAVAN,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,BEHANDAR,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,BHARAWAN,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,BHARKHANI,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,BILGRAM,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,HARIYAWAN,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,HARPALPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,KACHOUNA,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,KOTHAWAN,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,MAHDHOGANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,MALLAWAN,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,PIHANI,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,SANDI,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,SANDILA,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,SHAHABAD,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,SURSA,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,TANDIYAWA,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,TODARPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDWAR,BAHADRABAD,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDWAR,BHAGWANPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDWAR,KHANPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDWAR,LAKSAR,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDWAR,NARSAN,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDWAR,ROORKEE,NA,NA,NA,NA,NA
UTTAR PRADESH,JALAUN,DAKOR,NA,NA,NA,NA,NA
UTTAR PRADESH,JALAUN,JALAUN,NA,NA,NA,NA,NA
UTTAR PRADESH,JALAUN,KADAURA,6,0,167,0,167
UTTAR PRADESH,JALAUN,KONCH,NA,NA,NA,NA,NA
UTTAR PRADESH,JALAUN,KUTHAUND,29,1,1,0,2
UTTAR PRADESH,JALAUN,MADHOGHARH,12,0,84,0,84
UTTAR PRADESH,JALAUN,MAHEBA,20,0,336,0,336
UTTAR PRADESH,JALAUN,NADIGAON,NA,NA,NA,NA,NA
UTTAR PRADESH,JALAUN,RAMPURA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,BADLA PUR,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,BAKSHA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,BARSOTHI,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,DHARMA PUR,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,DOBHI,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,JALAL PUR,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,KARNJAKALA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,KERAKAT,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,KHUTHAN,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,M.SHAHAR,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,MADRIYAHU,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,MAHARAJ GANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,MUFTI GANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,MUGLA BADSHAH PUR,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,RAM NAGAR,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,RAMPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,SHAH GANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,SIKRARA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,SIRKONI,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,SUITHA KALA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,SUJAN GANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,JHANSI,BABINA,NA,NA,NA,NA,NA
UTTAR PRADESH,JHANSI,BADAGAON,17,0,17,0,17
UTTAR PRADESH,JHANSI,BAMAUR,NA,NA,NA,NA,NA
UTTAR PRADESH,JHANSI,BANGRA,NA,NA,NA,NA,NA
UTTAR PRADESH,JHANSI,CHIRGAON,21,0,60,2,62
UTTAR PRADESH,JHANSI,GURSARAJ,10,0,417,0,417
UTTAR PRADESH,JHANSI,MAURANIPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,JHANSI,MOTH,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,AKBARPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,AMRODHA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,BILHAUR,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,BITARGAON,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,CHAUBEPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,DERAPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,GHATAMPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,JHINJAK,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,KAKWAN,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,MAITHA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,MALASA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,PATARA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,RAJPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,RASOOLABAD,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,SANDALPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,SARBANKHERA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,SHIVRAJPUR,1,0,40,0,40
UTTAR PRADESH,KANPUR NAGAR,KALYANPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR NAGAR,SARSAUL,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR NAGAR,VIDHUNU,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,BANKEYGANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,BEHJAM,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,BIJUA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,DHAUREHRA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,ISANAGAR,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,KHUMBHIGOLA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,LAKHIMPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,MITAULI,5,0,0,0,0
UTTAR PRADESH,KHIRI,MOHAMMADI,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,NAKAHA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,NIGHASAN,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,PALIA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,PASGAWAN,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,PHOOLBEHAR,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,RAMIA BEHAR,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,BISHUN PUR,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,DUDAHI,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,FAZIL NAGAR,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,HATA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,KAPTAN GANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,KASAYA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,KHADDA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,MOTI CHAK,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,NEBUAA NAORANGIYA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,PADRAUNA,3,17,367,0,384
UTTAR PRADESH,KUSHI NAGAR,RAMKOLA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,SEVARI,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,SHUKARAULI,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,TAMAKUHI,NA,NA,NA,NA,NA
UTTAR PRADESH,LALITPUR,BAR,NA,NA,NA,NA,NA
UTTAR PRADESH,LALITPUR,BIRDHA,NA,NA,NA,NA,NA
UTTAR PRADESH,LALITPUR,JAKHAURA,NA,NA,NA,NA,NA
UTTAR PRADESH,LALITPUR,MANDAWARA,NA,NA,NA,NA,NA
UTTAR PRADESH,LALITPUR,MEHRONI,NA,NA,NA,NA,NA
UTTAR PRADESH,LALITPUR,TALBEHAT,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,BAKSHI KA TALAB,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,CHINHAT,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,GOSAIGANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,KAKORI,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,MALIHABAD,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,MALL,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,MOHANLALGANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,SAROJNINAGAR,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHOBA,CHARKHARI,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHOBA,JAITPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHOBA,KABARAI,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHOBA,PANWADI,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,BRIDGEMANGANJ,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,DHANI,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,GHUGHULI,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,LAKSHMIPUR,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,MAHRAJGANJ SADAR,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,MITHAURA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,NAUTANAWA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,NICHLAUL,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,PANIYARA,7,0,9,77,86
