-----
{
 "description": "The table refers to block wise distribution of surface lift schemes according to social status. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfcliftblck5.4.csv", 
 "title": "Download CSV for Blockwise Distribution of surface lift schemes according to social status for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfcliftblck5.4.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Schedule Caste,Schedule Tribe,Others,Total,Owned by other than Individual/Group of farmers,Grand Total
KERALA,ERANAKULAM,ALANGAD,0,0,23,23,15,38
KERALA,ERANAKULAM,ANGAMALY,0,0,37,37,44,81
KERALA,ERANAKULAM,ANKAMALY,0,0,0,0,1,1
KERALA,ERANAKULAM,COCHIN,0,0,40,40,0,40
KERALA,ERANAKULAM,EDAPPALLY,0,0,57,57,1,58
KERALA,ERANAKULAM,KALAMASSERY,0,0,13,13,2,15
KERALA,ERANAKULAM,KOOVAPPADY,0,0,6,6,5,11
KERALA,ERANAKULAM,KOTHAMANGALAM,0,0,16,16,4,20
KERALA,ERANAKULAM,KOTHAMANGALAM,1,0,17,18,5,23
KERALA,ERANAKULAM,MULAMTHURUTHY,4,0,186,190,10,200
KERALA,ERANAKULAM,MUVATTUPUZHA,0,0,98,98,24,122
KERALA,ERANAKULAM,PALLURUTHY,0,0,33,33,0,33
KERALA,ERANAKULAM,PAMPAKUDA,0,0,1,1,25,26
KERALA,ERANAKULAM,PARAKADAVU,0,0,24,24,32,56
KERALA,ERANAKULAM,PERUMBAVOOR,0,0,5,5,1,6
KERALA,ERANAKULAM,TRIPPUNITHURA,0,0,175,175,12,187
KERALA,ERANAKULAM,VADAVUKODU,0,0,0,0,14,14
KERALA,ERANAKULAM,VAZHAKULAM,0,0,3,3,13,16
KERALA,ERANAKULAM,VYTTILA,1,0,95,96,0,96
KERALA,IDUKKI,AZHUTHA,0,0,14,14,0,14
KERALA,IDUKKI,DEVIKULAM,0,0,2,2,1,3
KERALA,IDUKKI,ELAMDESAM,1,1,15,17,0,17
KERALA,IDUKKI,IDUKKI,0,1,76,77,0,77
KERALA,IDUKKI,KATTAPPANA,0,0,26,26,2,28
KERALA,IDUKKI,NEDUMKADAM,0,0,7,7,0,7
KERALA,IDUKKI,THODUPUZHA,0,0,51,51,1,52
KERALA,IDUKKI,THODUPUZHA,0,0,4,4,0,4
KERALA,KANNUR,IRITTY,0,3,297,300,1,301
KERALA,KANNUR,KUTHUPARAMBA,0,0,0,0,3,3
KERALA,KANNUR,PAYYANNUR,3,1,276,280,7,287
KERALA,KANNUR,PERAVOOR,0,0,105,105,0,105
KERALA,KANNUR,THALIPPARAMBA,0,0,8,8,8,16
KERALA,KANNUR,TRIKKUR,0,0,0,0,1,1
KERALA,KASARAGODE,KANHANGAD,0,0,20,20,1,21
KERALA,KASARAGODE,MANJESWARAM,1,0,6,7,1,8
KERALA,KASARAGODE,NEELESWARAM,0,0,50,50,1,51
KERALA,KOLLAM,ITHIKKARA,0,0,1,1,0,1
KERALA,KOLLAM,KARUNAGAPPALLY,0,0,0,0,2,2
KERALA,KOLLAM,KOTTARAKKARA,0,0,0,0,1,1
KERALA,KOLLAM,PUNALOOR,0,0,1,1,0,1
KERALA,KOLLAM,SASTHAMCOTTA,0,0,0,0,8,8
KERALA,KOLLAM,VETTIKKAVALA,0,0,1,1,5,6
KERALA,KOTTAYAM,CHANGANASSERY,0,0,2,2,0,2
KERALA,KOTTAYAM,ERATTUPETTAH,0,0,17,17,2,19
KERALA,KOTTAYAM,ETTUMANOOR,1,1,58,60,1,61
KERALA,KOTTAYAM,KADUTHURUTHY,2,0,217,219,4,223
KERALA,KOTTAYAM,LALAM,0,0,14,14,5,19
KERALA,KOTTAYAM,MADAPPALLY,0,1,75,76,0,76
KERALA,KOTTAYAM,PALA,0,0,4,4,0,4
KERALA,KOTTAYAM,PALLAM,0,0,35,35,1,36
KERALA,KOTTAYAM,UZHVOOR,0,0,167,167,6,173
KERALA,KOTTAYAM,VAIKOM,13,0,559,572,1,573
KERALA,KOZHIKODE,BALUSSERY,0,0,4,4,1,5
KERALA,KOZHIKODE,CHELANNUR,0,0,98,98,0,98
KERALA,KOZHIKODE,KODUVALLY,0,0,64,64,2,66
KERALA,KOZHIKODE,KUNNAMANGALAM,1,0,209,210,16,226
KERALA,KOZHIKODE,KUNNUMMEL,0,1,30,31,0,31
KERALA,KOZHIKODE,PERAMBRA,0,0,0,0,1,1
KERALA,KOZHIKODE,THODANNUR,0,0,24,24,4,28
KERALA,KOZHIKODE,THUNERI,0,1,16,17,0,17
KERALA,KOZHIKODE,VADAGARA,0,0,12,12,0,12
KERALA,KOZHIKODE,VADAKARA,0,0,13,13,0,13
KERALA,MALAPPURAM,ANDATHODU,0,0,0,0,3,3
KERALA,MALAPPURAM,AREEKODE,3,3,170,176,18,194
KERALA,MALAPPURAM,KONDOTTY,0,0,80,80,2,82
KERALA,MALAPPURAM,KUTTIPPURAM,0,0,0,0,2,2
KERALA,MALAPPURAM,MALAPPURAM,0,0,21,21,1,22
KERALA,MALAPPURAM,MALAPPURAM,0,0,12,12,0,12
KERALA,MALAPPURAM,MANJERI,0,0,0,0,8,8
KERALA,MALAPPURAM,MANKADA,0,0,148,148,2,150
KERALA,MALAPPURAM,NILAMBOOR,10,5,896,911,21,932
KERALA,MALAPPURAM,PERUNTHALMANNA,0,0,99,99,0,99
KERALA,MALAPPURAM,PONNANI,0,0,16,16,6,22
KERALA,MALAPPURAM,THANNUR,0,0,17,17,1,18
KERALA,MALAPPURAM,THIROOR,0,0,0,0,4,4
KERALA,MALAPPURAM,THIRURANGADI,2,0,144,146,2,148
KERALA,MALAPPURAM,VENGARA,1,0,20,21,4,25
KERALA,MALAPPURAM,WANDOOR,1,0,390,391,0,391
KERALA,PALAKKAD,ALATHUR,12,1,671,684,14,698
KERALA,PALAKKAD,ATTAPPADY,0,10,109,119,15,134
KERALA,PALAKKAD,CHITTUR,0,0,7,7,2,9
KERALA,PALAKKAD,CHITTUR THATHAMANGAL,0,0,13,13,0,13
KERALA,PALAKKAD,KOLLENGODE,4,0,415,419,1,420
KERALA,PALAKKAD,KUZHALMANNAM,0,0,20,20,0,20
KERALA,PALAKKAD,MALAMPUZHA,1,0,247,248,2,250
KERALA,PALAKKAD,MANNARKKAD,0,3,245,248,0,248
KERALA,PALAKKAD,NEMMARA,0,0,187,187,8,195
KERALA,PALAKKAD,OTTAPPALAM,0,0,10,10,0,10
KERALA,PALAKKAD,OTTAPPALAM,0,0,43,43,3,46
KERALA,PALAKKAD,PATTAMBI,0,0,41,41,9,50
KERALA,PALAKKAD,SHORANNUR,0,0,10,10,2,12
KERALA,PALAKKAD,SREEKRISHNAPURAM,0,0,156,156,0,156
KERALA,PALAKKAD,THRITHALA,0,0,0,0,7,7
KERALA,PATHANAMTHITTA,ELALTHUR,0,0,7,7,3,10
KERALA,PATHANAMTHITTA,KOIPURAM,1,0,7,8,4,12
KERALA,PATHANAMTHITTA,KONNI,0,0,4,4,9,13
KERALA,PATHANAMTHITTA,KULANADA,0,0,2,2,5,7
KERALA,PATHANAMTHITTA,MALLAPPALLY,0,0,0,0,8,8
KERALA,PATHANAMTHITTA,PANDALAM,0,0,11,11,6,17
KERALA,PATHANAMTHITTA,PARAKODE,0,0,4,4,0,4
KERALA,PATHANAMTHITTA,PULIKEEZHU,0,0,0,0,9,9
KERALA,THIRUVANANTHAPURAM,NEDUMANGADU,0,0,6,6,1,7
KERALA,THIRUVANANTHAPURAM,VAMANAPURAM,0,1,2,3,0,3
KERALA,THIRUVANANTHAPURAM,VARKKALA,0,0,3,3,0,3
KERALA,THIRUVANANTHAPURAM,VELLANADU,0,0,0,0,1,1
KERALA,THRISSUR,ANTHIKKAD,2,0,213,215,9,224
KERALA,THRISSUR,CHALAKKUDI,0,0,0,0,2,2
KERALA,THRISSUR,CHALAKUDY,0,0,12,12,0,12
KERALA,THRISSUR,CHAVAKKAD,0,0,0,0,4,4
KERALA,THRISSUR,CHERPU,0,0,139,139,0,139
KERALA,THRISSUR,CHOWANNUR,0,0,0,0,1,1
KERALA,THRISSUR,IRRINJALAKUDA,3,1,49,53,3,56
KERALA,THRISSUR,KODAKARA,1,0,73,74,3,77
KERALA,THRISSUR,KODUNGALLOOR,1,0,368,369,0,369
KERALA,THRISSUR,KODUNGALLUR,0,0,35,35,0,35
KERALA,THRISSUR,MALA,0,0,3,3,9,12
KERALA,THRISSUR,MATHILAKAM,1,0,209,210,2,212
KERALA,THRISSUR,OLLUKKARA,4,0,376,380,3,383
KERALA,THRISSUR,PAZHAYANNUR,3,0,27,30,1,31
KERALA,THRISSUR,PUZHAKKAL,0,0,2,2,13,15
KERALA,THRISSUR,THALIKUALAM,17,1,370,388,0,388
KERALA,THRISSUR,VADAKKANCHERRY,0,0,65,65,1,66
KERALA,THRISSUR,VILLANGALLUR,0,0,35,35,0,35
KERALA,WAYANAD,KALPETTA,0,1,79,80,21,101
KERALA,WAYANAD,MANANTHAVADI,0,3,220,223,16,239
KERALA,WAYANAD,SULTHANBATHERY,1,30,324,355,18,373
MADHYA PRADESH,BALAGHAT,BAIHAR,0,17,24,41,43,84
MADHYA PRADESH,BALAGHAT,BALAGHAT,0,1,83,84,1,85
MADHYA PRADESH,BALAGHAT,BIRSA,0,0,2,2,70,72
MADHYA PRADESH,BALAGHAT,KATANGI,2,0,3,5,29,34
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,1,0,10,11,0,11
MADHYA PRADESH,BALAGHAT,KIRNAPUR,0,0,88,88,0,88
MADHYA PRADESH,BALAGHAT,LALBARRA,2,5,13,20,13,33
MADHYA PRADESH,BALAGHAT,LANJI,0,0,2,2,9,11
MADHYA PRADESH,BALAGHAT,PARASWADA,1,53,98,152,120,272
MADHYA PRADESH,BALAGHAT,WARASEONI,0,0,13,13,0,13
MADHYA PRADESH,BASTAR,BAKAWAND,115,84,115,314,0,314
MADHYA PRADESH,BASTAR,BASTAR,14,586,279,879,2,881
MADHYA PRADESH,BASTAR,BHAIRAMGARH,0,10,0,10,0,10
MADHYA PRADESH,BASTAR,BIJAPUR,0,28,16,44,1,45
MADHYA PRADESH,BASTAR,DANTEWARA,0,0,0,0,7,7
MADHYA PRADESH,BASTAR,DARBHA,0,33,0,33,1,34
MADHYA PRADESH,BASTAR,DURGKONDAL,3,11,7,21,0,21
MADHYA PRADESH,BASTAR,FARASGAON,0,17,0,17,4,21
MADHYA PRADESH,BASTAR,GEEDAM,0,0,9,9,4,13
MADHYA PRADESH,BASTAR,KONDAGAON,20,179,125,324,2,326
MADHYA PRADESH,BASTAR,KONTA,0,0,13,13,3,16
MADHYA PRADESH,BASTAR,KOYALIBEDA,3,2,5,10,6,16
MADHYA PRADESH,BASTAR,MAKADI,3,27,10,40,0,40
MADHYA PRADESH,BASTAR,NARAYANPUR,0,0,2,2,5,7
MADHYA PRADESH,BASTAR,TOKAPAL,3,133,45,181,1,182
MADHYA PRADESH,BETUL,AAMLA,79,145,605,829,0,829
MADHYA PRADESH,BETUL,AATHNER,58,235,279,572,60,632
MADHYA PRADESH,BETUL,BETUL,67,245,659,971,10,981
MADHYA PRADESH,BETUL,BHAINSDEHI,167,422,370,959,11,970
MADHYA PRADESH,BETUL,BHEEMPUR,106,556,73,735,0,735
MADHYA PRADESH,BETUL,CHICHOLI,19,257,223,499,2,501
MADHYA PRADESH,BETUL,GHODADONGRI,82,493,282,857,1,858
MADHYA PRADESH,BETUL,MULTAI,8,38,385,431,28,459
MADHYA PRADESH,BETUL,PRABHATPATTANAM,59,131,688,878,1,879
MADHYA PRADESH,BETUL,SHAHPUR,75,341,86,502,1,503
MADHYA PRADESH,BHIND,GOHAD,7,0,114,121,9,130
MADHYA PRADESH,BHIND,MEHGAON,0,0,17,17,0,17
MADHYA PRADESH,BHIND,MITONA (RAUN),0,0,12,12,1,13
MADHYA PRADESH,BHOPAL,BERASIYA,150,42,1304,1496,1,1497
MADHYA PRADESH,BHOPAL,PHANDA,83,16,1086,1185,18,1203
MADHYA PRADESH,BILASPUR,BALAUDA,0,7,6,13,4,17
MADHYA PRADESH,BILASPUR,BILHA,10,3,48,61,0,61
MADHYA PRADESH,BILASPUR,DABHARA,1,3,0,4,9,13
MADHYA PRADESH,BILASPUR,JALJAIPUR,3,0,4,7,31,38
MADHYA PRADESH,BILASPUR,KARTALA,0,1,2,3,32,35
MADHYA PRADESH,BILASPUR,LORMI,1,2,20,23,0,23
MADHYA PRADESH,BILASPUR,MALKHARAUDA,0,0,0,0,1,1
MADHYA PRADESH,BILASPUR,MASTURI,0,0,0,0,14,14
MADHYA PRADESH,BILASPUR,PANDARIYA,1,1,69,71,0,71
MADHYA PRADESH,BILASPUR,PONDI-APRORA,0,2,2,4,2,6
MADHYA PRADESH,CHHATARPUR,BADAMALHARA,154,73,1024,1251,3,1254
MADHYA PRADESH,CHHATARPUR,BAKSWAHA,23,13,249,285,0,285
MADHYA PRADESH,CHHATARPUR,BIJAWAR,138,146,639,923,0,923
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,81,12,236,329,11,340
MADHYA PRADESH,CHHATARPUR,GAURIHAR,222,3,973,1198,11,1209
MADHYA PRADESH,CHHATARPUR,LAUNDI,49,2,279,330,8,338
MADHYA PRADESH,CHHATARPUR,NAUGAON,17,0,117,134,5,139
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,16,7,103,126,1,127
MADHYA PRADESH,CHHINDWARA,AMARWADA,0,2,30,32,1,33
MADHYA PRADESH,CHHINDWARA,CHAURAI,39,50,362,451,3,454
MADHYA PRADESH,CHHINDWARA,CHHINDWARA,46,53,376,475,46,521
MADHYA PRADESH,CHHINDWARA,HARRAI,0,2,9,11,1,12
MADHYA PRADESH,CHHINDWARA,MOHKHED,0,0,25,25,21,46
MADHYA PRADESH,CHHINDWARA,PANDHURNA,0,0,1,1,0,1
MADHYA PRADESH,CHHINDWARA,PARASIYA,3,82,215,300,281,581
MADHYA PRADESH,CHHINDWARA,SAUNSAR,1,0,31,32,8,40
MADHYA PRADESH,DAMOH,DAMOH,91,112,1135,1338,38,1376
MADHYA PRADESH,DAMOH,HATA,112,16,1127,1255,43,1298
MADHYA PRADESH,DAMOH,JABERA,187,322,1215,1724,326,2050
MADHYA PRADESH,DAMOH,PATERA,135,96,1360,1591,513,2104
MADHYA PRADESH,DAMOH,PATHARIYA,94,17,1493,1604,0,1604
MADHYA PRADESH,DAMOH,PATIYAGARH,121,35,1493,1649,0,1649
MADHYA PRADESH,DAMOH,TENDUKHEDA,107,516,1087,1710,270,1980
MADHYA PRADESH,DATIA,DATIA,5,4,42,51,0,51
MADHYA PRADESH,DEWAS,BAGALI,48,244,411,703,2,705
MADHYA PRADESH,DEWAS,DEWAS,20,0,152,172,0,172
MADHYA PRADESH,DEWAS,KANNAUD,51,87,785,923,4,927
MADHYA PRADESH,DEWAS,KHATEGAON,52,91,961,1104,1,1105
MADHYA PRADESH,DEWAS,SONKACHH,26,0,173,199,0,199
MADHYA PRADESH,DEWAS,TONK KHURD,5,0,91,96,0,96
MADHYA PRADESH,DHAR,BADNAWAR,5,274,225,504,53,557
MADHYA PRADESH,DHAR,BANDH,1,94,1,96,35,131
MADHYA PRADESH,DHAR,DHAR,4,0,17,21,0,21
MADHYA PRADESH,DHAR,DHARAMPURI,15,250,241,506,0,506
MADHYA PRADESH,DHAR,GANDHWANI,112,989,106,1207,16,1223
MADHYA PRADESH,DHAR,KUKSHI,1,484,162,647,1,648
MADHYA PRADESH,DHAR,MANAWAR,0,2,141,143,0,143
MADHYA PRADESH,DHAR,NALCHHA,12,71,18,101,128,229
MADHYA PRADESH,DHAR,NISARPUR,8,98,153,259,4,263
MADHYA PRADESH,DHAR,SARDARPUR,2,152,137,291,49,340
MADHYA PRADESH,DHAR,TIRLA,3,426,6,435,2,437
MADHYA PRADESH,DURG,BALOD,0,1,1,2,1,3
MADHYA PRADESH,DURG,BEMETARA,2,1,56,59,0,59
MADHYA PRADESH,DURG,BERLA,6,5,127,138,1,139
MADHYA PRADESH,DURG,DHAMDA,1,1,49,51,0,51
MADHYA PRADESH,DURG,DONDI,0,0,6,6,7,13
MADHYA PRADESH,DURG,DONDILOHARA,8,5,13,26,0,26
MADHYA PRADESH,DURG,DURG,43,2,145,190,4,194
MADHYA PRADESH,DURG,GUNDARDEHI,0,0,0,0,6,6
MADHYA PRADESH,DURG,GURUR,2,1,125,128,0,128
MADHYA PRADESH,DURG,NAWAGARH,1,0,5,6,0,6
MADHYA PRADESH,DURG,PATAN,15,2,124,141,1,142
MADHYA PRADESH,DURG,SAJA,1,1,56,58,8,66
MADHYA PRADESH,GUNA,ASHOKNAGAR,125,24,1163,1312,186,1498
MADHYA PRADESH,GUNA,BAGHOGARH,65,137,673,875,172,1047
MADHYA PRADESH,GUNA,BAMORI,39,103,806,948,314,1262
MADHYA PRADESH,GUNA,CHACHAUDA,23,5,573,601,207,808
MADHYA PRADESH,GUNA,CHANDERI,67,70,973,1110,50,1160
MADHYA PRADESH,GUNA,GUNA,17,115,253,385,55,440
MADHYA PRADESH,GUNA,ISAGARH,102,8,737,847,0,847
MADHYA PRADESH,GUNA,MUNGAOLI,68,35,1217,1320,12,1332
MADHYA PRADESH,GWALIOR,BHANDER,56,1,322,379,0,379
MADHYA PRADESH,GWALIOR,BHITARWAR,29,1,200,230,0,230
MADHYA PRADESH,GWALIOR,DABRA,50,9,437,496,135,631
MADHYA PRADESH,GWALIOR,GHATI GAON,13,58,239,310,12,322
MADHYA PRADESH,GWALIOR,MORAR,1,0,165,166,3,169
MADHYA PRADESH,HOSHANGABAD,BABAI,13,25,375,413,0,413
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,4,14,47,65,9,74
MADHYA PRADESH,HOSHANGABAD,HARDA,197,183,1349,1729,5,1734
MADHYA PRADESH,HOSHANGABAD,HOSHNAGABAD,40,26,898,964,2,966
MADHYA PRADESH,HOSHANGABAD,KESALI,33,119,1088,1240,1,1241
MADHYA PRADESH,HOSHANGABAD,KHIRAKIYA,71,221,621,913,16,929
MADHYA PRADESH,HOSHANGABAD,PIPARIA,9,10,95,114,4,118
MADHYA PRADESH,HOSHANGABAD,SEONI MALWA,63,137,749,949,3,952
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,101,98,902,1101,11,1112
MADHYA PRADESH,HOSHANGABAD,TIMARNI,13,389,526,928,16,944
MADHYA PRADESH,INDORE,DEPALPUR,27,1,333,361,2,363
MADHYA PRADESH,INDORE,INDORE,6,0,110,116,5,121
MADHYA PRADESH,INDORE,MHOW,5,25,75,105,0,105
MADHYA PRADESH,INDORE,SANWER,46,26,424,496,97,593
MADHYA PRADESH,JABALPUR,BADWARA,44,97,430,571,0,571
MADHYA PRADESH,JABALPUR,BAMHORIBAND,16,116,665,797,52,849
MADHYA PRADESH,JABALPUR,BARGI,18,34,269,321,0,321
MADHYA PRADESH,JABALPUR,DHIMARKHEDA,27,33,213,273,8,281
MADHYA PRADESH,JABALPUR,KATNI,0,0,5,5,0,5
MADHYA PRADESH,JABALPUR,KUNDAM,11,6,40,57,1,58
MADHYA PRADESH,JABALPUR,PANAGARH,7,17,237,261,25,286
MADHYA PRADESH,JABALPUR,PATAN,7,2,121,130,0,130
MADHYA PRADESH,JABALPUR,RITHI,2,18,106,126,1,127
MADHYA PRADESH,JABALPUR,SHAHPURA,6,7,120,133,0,133
MADHYA PRADESH,JABALPUR,SIHORA,39,29,284,352,25,377
MADHYA PRADESH,JABALPUR,VIJAYRAGHOGARH,0,0,13,13,0,13
MADHYA PRADESH,JHABUA,ALIRAJPUR,2,300,9,311,0,311
MADHYA PRADESH,JHABUA,BHAWRA,0,149,14,163,38,201
MADHYA PRADESH,JHABUA,JHABUA,1,315,62,378,42,420
MADHYA PRADESH,JHABUA,JOBAT,12,629,135,776,2,778
MADHYA PRADESH,JHABUA,KANTHIWADA,0,94,11,105,0,105
MADHYA PRADESH,JHABUA,MEGHNAGAR,1,408,67,476,9,485
MADHYA PRADESH,JHABUA,PETALAWAD,34,2300,860,3194,609,3803
MADHYA PRADESH,JHABUA,RAMA,0,929,117,1046,120,1166
MADHYA PRADESH,JHABUA,RANAPUR,19,863,207,1089,97,1186
MADHYA PRADESH,JHABUA,SONDWA,1,163,5,169,2,171
MADHYA PRADESH,JHABUA,THANDLA,32,1911,122,2065,1,2066
MADHYA PRADESH,JHABUA,UDAIGARH,0,495,55,550,0,550
MADHYA PRADESH,KHANDWA,BALDEE,24,70,440,534,0,534
MADHYA PRADESH,KHANDWA,BURHANPUR,26,58,291,375,0,375
MADHYA PRADESH,KHANDWA,CHHAIGAON MAKHAN,10,28,77,115,59,174
MADHYA PRADESH,KHANDWA,HARSUD,35,114,819,968,4,972
MADHYA PRADESH,KHANDWA,KHAKNER,7,39,155,201,1,202
MADHYA PRADESH,KHANDWA,KHALWA,51,541,1063,1655,0,1655
MADHYA PRADESH,KHANDWA,KHANDWA,31,80,275,386,17,403
MADHYA PRADESH,KHANDWA,PANDHANA,46,70,354,470,35,505
MADHYA PRADESH,KHANDWA,PUNASA,4,5,17,26,16,42
MADHYA PRADESH,KHARGONE,BADWAH,52,277,907,1236,6,1242
MADHYA PRADESH,KHARGONE,BADWANI,7,544,254,805,10,815
MADHYA PRADESH,KHARGONE,BHAGWANPURA,9,310,95,414,3,417
MADHYA PRADESH,KHARGONE,BHEEKANGAON,17,116,653,786,13,799
MADHYA PRADESH,KHARGONE,GOGAWAN,13,82,431,526,36,562
MADHYA PRADESH,KHARGONE,JHIRANYA,7,293,174,474,0,474
MADHYA PRADESH,KHARGONE,KASRAWAD,40,73,691,804,4,808
MADHYA PRADESH,KHARGONE,KHARGONE,7,71,659,737,5,742
MADHYA PRADESH,KHARGONE,MAHESHWAR,13,67,568,648,10,658
MADHYA PRADESH,KHARGONE,NIWALI,4,218,10,232,3,235
MADHYA PRADESH,KHARGONE,PANSEMAL,1,60,28,89,0,89
MADHYA PRADESH,KHARGONE,PATEE,3,61,1,65,0,65
MADHYA PRADESH,KHARGONE,RAJPUR,8,676,151,835,9,844
MADHYA PRADESH,KHARGONE,SEGAON,3,195,268,466,0,466
MADHYA PRADESH,KHARGONE,SENDHWA,2,313,44,359,88,447
MADHYA PRADESH,KHARGONE,THIKARI,7,92,411,510,6,516
MADHYA PRADESH,MANDLA,AMARPUR,0,1,9,10,0,10
MADHYA PRADESH,MANDLA,BAJANG,0,0,0,0,8,8
MADHYA PRADESH,MANDLA,BEEJADANDI,0,0,3,3,0,3
MADHYA PRADESH,MANDLA,BICHHIYA,0,2,25,27,0,27
MADHYA PRADESH,MANDLA,DINDORI,1,5,30,36,1,37
MADHYA PRADESH,MANDLA,GHUGHARI,2,19,63,84,3,87
MADHYA PRADESH,MANDLA,KARANJIYA,2,7,34,43,0,43
MADHYA PRADESH,MANDLA,MANDLA,21,19,403,443,2,445
MADHYA PRADESH,MANDLA,MEHADWANI,0,0,0,0,1,1
MADHYA PRADESH,MANDLA,MOHGAON,0,3,41,44,0,44
MADHYA PRADESH,MANDLA,MOWAS,0,0,0,0,2,2
MADHYA PRADESH,MANDLA,NAINPUR,20,15,83,118,0,118
MADHYA PRADESH,MANDLA,NARAYANGANJ,6,40,4,50,0,50
MADHYA PRADESH,MANDLA,SAMNAPUR,0,1,2,3,0,3
MADHYA PRADESH,MANDLA,SHAHPURA,16,9,84,109,1,110
MADHYA PRADESH,MANDSAUR,BHANPURA,43,13,203,259,7,266
MADHYA PRADESH,MANDSAUR,GAROTH,0,0,39,39,0,39
MADHYA PRADESH,MANDSAUR,JAWAD,0,0,93,93,9,102
MADHYA PRADESH,MANDSAUR,MALHARGARH,87,15,378,480,1,481
MADHYA PRADESH,MANDSAUR,MANASA,11,15,260,286,4,290
MADHYA PRADESH,MANDSAUR,MANDSAUR,15,21,204,240,56,296
MADHYA PRADESH,MANDSAUR,NEEMACH,1,0,20,21,25,46
MADHYA PRADESH,MANDSAUR,SITAMAU,44,1,505,550,4,554
MADHYA PRADESH,MORENA,JAURA,0,0,2,2,0,2
MADHYA PRADESH,MORENA,KARAHAL,18,197,322,537,17,554
MADHYA PRADESH,MORENA,MORENA,0,0,4,4,0,4
MADHYA PRADESH,MORENA,PAHARGARH,0,0,1,1,127,128
MADHYA PRADESH,MORENA,SABALGARH,0,0,0,0,1,1
MADHYA PRADESH,MORENA,SHEOPUR KALAN,155,46,446,647,150,797
MADHYA PRADESH,NARSIMHAPUR,BABAICHICHALI,0,0,12,12,2,14
MADHYA PRADESH,NARSIMHAPUR,CHANWARPATHA,6,24,212,242,26,268
MADHYA PRADESH,NARSIMHAPUR,GOTEGAON,45,74,280,399,22,421
MADHYA PRADESH,NARSIMHAPUR,KARELI,9,6,130,145,0,145
MADHYA PRADESH,NARSIMHAPUR,NARSINGHPUR,45,171,433,649,26,675
MADHYA PRADESH,NARSIMHAPUR,SAINKHEDA,0,0,28,28,0,28
MADHYA PRADESH,PANNA,AJAIGARH,37,15,481,533,58,591
MADHYA PRADESH,PANNA,GUNNAUR,119,26,1377,1522,2,1524
MADHYA PRADESH,PANNA,PANNA,153,144,779,1076,38,1114
MADHYA PRADESH,PANNA,PAWAI,128,89,969,1186,41,1227
MADHYA PRADESH,PANNA,SHAHNAGAR,247,397,1990,2634,12,2646
MADHYA PRADESH,RAIGARH,DHARAMJAIGARH,3,111,12,126,90,216
MADHYA PRADESH,RAIGARH,KANSABEL,0,6,4,10,4,14
MADHYA PRADESH,RAIGARH,KHARASIYA,0,11,19,30,109,139
MADHYA PRADESH,RAIGARH,LALLUNGA,2,49,52,103,112,215
MADHYA PRADESH,RAIGARH,PATTHALGAON,8,9,74,91,163,254
MADHYA PRADESH,RAIGARH,PUSAUR,0,2,16,18,228,246
MADHYA PRADESH,RAIGARH,RAIGARH,18,57,186,261,559,820
MADHYA PRADESH,RAIGARH,SARANGARH,1,1,36,38,251,289
MADHYA PRADESH,RAIGARH,SARIYALENDHA,0,0,32,32,66,98
MADHYA PRADESH,RAIGARH,TAMNAR,4,35,7,46,35,81
MADHYA PRADESH,RAIGARH,TAPKARA,3,1,112,116,0,116
MADHYA PRADESH,RAIPUR,ABHANPUR,0,0,25,25,4,29
MADHYA PRADESH,RAIPUR,BAGBAHRA,0,0,4,4,21,25
MADHYA PRADESH,RAIPUR,BASNA,11,17,70,98,27,125
MADHYA PRADESH,RAIPUR,BHATAPARA,3,9,28,40,3,43
MADHYA PRADESH,RAIPUR,DEOBHOG,0,2,3,5,7,12
MADHYA PRADESH,RAIPUR,DHAMTARI,1,5,18,24,0,24
MADHYA PRADESH,RAIPUR,GARIYABAND,2,46,35,83,5,88
MADHYA PRADESH,RAIPUR,KASDOL,11,10,58,79,15,94
MADHYA PRADESH,RAIPUR,PALARI,72,67,407,546,0,546
MADHYA PRADESH,RAIPUR,PALARI(BALODABAZAR),18,82,150,250,2,252
MADHYA PRADESH,RAIPUR,PITHORA,9,43,77,129,14,143
MADHYA PRADESH,RAIPUR,RAIPUR(DHARSIWA),4,2,201,207,14,221
MADHYA PRADESH,RAIPUR,RAJIM,5,1,48,54,4,58
MADHYA PRADESH,RAIPUR,SARAIPALI,17,55,247,319,84,403
MADHYA PRADESH,RAIPUR,SIHAWA,0,4,22,26,0,26
MADHYA PRADESH,RAIPUR,SIMGA,12,0,2,14,51,65
MADHYA PRADESH,RAIPUR,TILDA,4,1,48,53,49,102
MADHYA PRADESH,RAISEN,BARELI,29,79,664,772,0,772
MADHYA PRADESH,RAISEN,BEGAMGANJ,81,37,1126,1244,0,1244
MADHYA PRADESH,RAISEN,GAIRATGANJ,67,38,792,897,0,897
MADHYA PRADESH,RAISEN,OBEDULLAHGANJ,52,108,1009,1169,0,1169
