-----
{
 "description": "The table refers to block wise distribution of surface flow schemes according to ownership. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.2.csv", 
 "title": "Download CSV for Blockwise Distribution of surface flow schemes according to ownership for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.2.csv"
}
-----
State,District,Block,Government owned,Cooperative Societies,Panchayat owned,Group of farmers,Individual farmers,Others,Total
UTTAR PRADESH,HARDOI,MAHDHOGANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,MALLAWAN,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,PIHANI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,SANDI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,SANDILA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,SHAHABAD,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,SURSA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,TANDIYAWA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDOI,TODARPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDWAR,BAHADRABAD,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDWAR,BHAGWANPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDWAR,KHANPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDWAR,LAKSAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDWAR,NARSAN,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,HARDWAR,ROORKEE,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JALAUN,DAKOR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JALAUN,JALAUN,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JALAUN,KADAURA,0,0,0,0,6,0,6
UTTAR PRADESH,JALAUN,KONCH,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JALAUN,KUTHAUND,0,0,0,0,29,0,29
UTTAR PRADESH,JALAUN,MADHOGHARH,0,0,0,0,12,0,12
UTTAR PRADESH,JALAUN,MAHEBA,0,0,0,0,20,0,20
UTTAR PRADESH,JALAUN,NADIGAON,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JALAUN,RAMPURA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,BADLA PUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,BAKSHA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,BARSOTHI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,DHARMA PUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,DOBHI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,JALAL PUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,KARNJAKALA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,KERAKAT,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,KHUTHAN,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,M.SHAHAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,MADRIYAHU,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,MAHARAJ GANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,MUFTI GANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,MUGLA BADSHAH PUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,RAM NAGAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,RAMPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,SHAH GANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,SIKRARA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,SIRKONI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,SUITHA KALA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,SUJAN GANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JHANSI,BABINA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JHANSI,BADAGAON,0,0,0,2,15,0,17
UTTAR PRADESH,JHANSI,BAMAUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JHANSI,BANGRA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JHANSI,CHIRGAON,0,0,0,0,21,0,21
UTTAR PRADESH,JHANSI,GURSARAJ,0,0,0,0,0,10,10
UTTAR PRADESH,JHANSI,MAURANIPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JHANSI,MOTH,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,AKBARPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,AMRODHA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,BILHAUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,BITARGAON,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,CHAUBEPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,DERAPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,GHATAMPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,JHINJAK,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,KAKWAN,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,MAITHA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,MALASA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,PATARA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,RAJPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,RASOOLABAD,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,SANDALPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,SARBANKHERA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,SHIVRAJPUR,1,0,0,0,0,0,1
UTTAR PRADESH,KANPUR NAGAR,KALYANPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR NAGAR,SARSAUL,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR NAGAR,VIDHUNU,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,BANKEYGANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,BEHJAM,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,BIJUA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,DHAUREHRA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,ISANAGAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,KHUMBHIGOLA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,LAKHIMPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,MITAULI,5,0,0,0,0,0,5
UTTAR PRADESH,KHIRI,MOHAMMADI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,NAKAHA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,NIGHASAN,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,PALIA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,PASGAWAN,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,PHOOLBEHAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,RAMIA BEHAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,BISHUN PUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,DUDAHI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,FAZIL NAGAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,HATA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,KAPTAN GANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,KASAYA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,KHADDA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,MOTI CHAK,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,NEBUAA NAORANGIYA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,PADRAUNA,2,0,0,0,0,1,3
UTTAR PRADESH,KUSHI NAGAR,RAMKOLA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,SEVARI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,SHUKARAULI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,TAMAKUHI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LALITPUR,BAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LALITPUR,BIRDHA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LALITPUR,JAKHAURA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LALITPUR,MANDAWARA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LALITPUR,MEHRONI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LALITPUR,TALBEHAT,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,BAKSHI KA TALAB,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,CHINHAT,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,GOSAIGANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,KAKORI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,MALIHABAD,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,MALL,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,MOHANLALGANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,SAROJNINAGAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHOBA,CHARKHARI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHOBA,JAITPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHOBA,KABARAI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHOBA,PANWADI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,BRIDGEMANGANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,DHANI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,GHUGHULI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,LAKSHMIPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,MAHRAJGANJ SADAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,MITHAURA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,NAUTANAWA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,NICHLAUL,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,PANIYARA,1,0,0,0,6,0,7
UTTAR PRADESH,MAHRAJGANJ,PARTAWAL,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,PHARENDA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,SISWA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,BARNAHAL,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,BEWAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,GHIROR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,JAGIR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,KARHAL,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,KISHANI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,KURAWALI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,MAINPURI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,SULTANGANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,BALDEV,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,CHHATA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,CHOMUHA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,FAREH,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,GOVERDHAN,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,MAAT,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,MATHURA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,NAND GAWON,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,NOHJHIL,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,RAYA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,SADABAB,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,SAHPAU,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,BADRAW,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,DOHARIGHAT,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,FATEEHPUR MANDAVA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,GHOSI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,KOPAGANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,MUHAMMDABAD,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,PARDHA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,RANIPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,RATANPURA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,BAGHPAT,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,BARAUT,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,BINAULI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,CHAPROULI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,DAURALA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,HASTINAPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,JANI KHURD,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,KHARKHODA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,KHEKRA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,MACHHRA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,MAWANA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,MEERUT,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,PARIKSHITGARH,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,PILANA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,RAJPURA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,ROHTA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,SARDHANA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,SARURPUR KHURD,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MIRZAPUR,CHHANBEY,0,0,0,0,82,0,82
UTTAR PRADESH,MIRZAPUR,CITY,0,0,0,0,15,0,15
UTTAR PRADESH,MIRZAPUR,HALIYA,21,0,0,0,711,0,732
UTTAR PRADESH,MIRZAPUR,JAMALPUR,1,0,0,0,43,0,44
UTTAR PRADESH,MIRZAPUR,KONE,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MIRZAPUR,LALGANJ,0,0,0,1,3,0,4
UTTAR PRADESH,MIRZAPUR,MAJHWAN,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MIRZAPUR,MARIHAN,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MIRZAPUR,NARAYANPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MIRZAPUR,PAHARI,0,0,2,0,35,0,37
UTTAR PRADESH,MIRZAPUR,RAJGARH,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MIRZAPUR,SIKHAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,AMROHA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,ASMOLI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,BANIYA KHERA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,BHAGATPUR TANDA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,BHJOI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,BILARI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,CHHAJLET,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,DHANORA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,DILARI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,GAJROLA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,GANGESHWARI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,HASANPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,JOYA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,KUNDARKEE,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,MORADABAD,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,MUNDAPANDEY,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,PAWANSA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,SAMBHAL,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,THAKURDWARA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,BAGHARA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,BUDHANA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,CHARTHAWAL,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,JANSATH,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,KAIRANA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,KANDHLA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,KHATOLI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,MORNA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,MUZAFFER NAGAR SADAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,PURKAZI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,SHAHPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,SHAMLI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,THANA BHAVAN,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,UN,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,NAINITAL,BAITALGHAT,157,0,50,70,215,0,492
UTTAR PRADESH,NAINITAL,BHIMTAL,74,1,50,160,55,3,343
UTTAR PRADESH,NAINITAL,DHARI,9,0,15,104,267,0,395
UTTAR PRADESH,NAINITAL,HALDWANI,335,2,224,10,1,0,572
UTTAR PRADESH,NAINITAL,KOTABAGH,150,0,41,160,20,0,371
UTTAR PRADESH,NAINITAL,OKHELKANDA,145,15,25,167,166,0,518
UTTAR PRADESH,NAINITAL,RAMGARH,72,1,4,257,29,0,363
UTTAR PRADESH,NAINITAL,RAMNAGAR,242,1,5,0,0,0,248
UTTAR PRADESH,PAURI GARHWAL,BIROKHAL,34,11,11,242,130,3,431
UTTAR PRADESH,PAURI GARHWAL,DOGADDA,285,1,70,22,35,1,414
UTTAR PRADESH,PAURI GARHWAL,DWARIKHAL,38,0,8,56,152,0,254
UTTAR PRADESH,PAURI GARHWAL,EKESHWER,23,0,0,79,3,0,105
UTTAR PRADESH,PAURI GARHWAL,KALJIKHAL,4,3,29,196,109,0,341
UTTAR PRADESH,PAURI GARHWAL,KHIRSU,77,0,95,8,44,0,224
UTTAR PRADESH,PAURI GARHWAL,KOT,22,0,23,66,40,0,151
UTTAR PRADESH,PAURI GARHWAL,NAUNIDANDA,22,0,13,60,22,0,117
UTTAR PRADESH,PAURI GARHWAL,PABO,74,0,2,49,47,0,172
UTTAR PRADESH,PAURI GARHWAL,PAURI,51,0,94,48,22,0,215
UTTAR PRADESH,PAURI GARHWAL,POKHRA,0,0,39,0,9,0,48
UTTAR PRADESH,PAURI GARHWAL,RIKHNIKHAL,44,1,72,19,166,0,302
UTTAR PRADESH,PAURI GARHWAL,THALISAIN,72,1,1,56,48,1,179
UTTAR PRADESH,PAURI GARHWAL,YAMKESWER,11,0,0,93,14,0,118
UTTAR PRADESH,PAURI GARHWAL,ZAHRIKHAL,53,0,111,85,107,0,356
UTTAR PRADESH,PILIBHIT,AMREYA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PILIBHIT,BERKHEDA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PILIBHIT,BILSANDA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PILIBHIT,BISALPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PILIBHIT,LALORIKHEDA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PILIBHIT,MARORI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PILIBHIT,PURANPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PITHORAGARH,BARA KOTE,22,1,132,37,1,0,193
UTTAR PRADESH,PITHORAGARH,BERENAG,4,0,163,4,34,1,206
UTTAR PRADESH,PITHORAGARH,CHAMPWAT,17,0,97,44,0,0,158
UTTAR PRADESH,PITHORAGARH,DHARCHULA,11,0,27,0,23,0,61
UTTAR PRADESH,PITHORAGARH,DIDIHAT,18,3,241,28,54,0,344
UTTAR PRADESH,PITHORAGARH,GANGOLI HAT,16,1,237,114,2,0,370
UTTAR PRADESH,PITHORAGARH,KANALI CHENA,18,0,242,1,56,0,317
UTTAR PRADESH,PITHORAGARH,LOHAGHAT,9,0,25,17,0,0,51
UTTAR PRADESH,PITHORAGARH,MUNA KOT,17,0,205,0,7,5,234
UTTAR PRADESH,PITHORAGARH,MUNSHYARI,103,1,39,26,2,45,216
UTTAR PRADESH,PITHORAGARH,PATI,25,5,95,21,11,0,157
UTTAR PRADESH,PITHORAGARH,PITHORAGARH,40,1,116,30,33,0,220
UTTAR PRADESH,PRATAPGARH,AASPUR DEVSARA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,BABAGANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,BIHAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,GAURA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,KALAKANKAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,KUNDA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,LAXMANPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,MANDHATA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,MANGRAURA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,PATTI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,RAMPUR KHAS,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,RAMPUR-SANGRAMGARH.,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,SADAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,SANDWA CHANDRIKA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,SANGIPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,SHIVGARH,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,AMANWA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,BACHRAVAN,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,BAHADUR PUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,CHHATOH,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,DALMAU,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,DEEH,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,HARCHANDPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,JAGAT PUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,KHEERO,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,LAL GANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,MAHARAJ GANJ,NA,NA,NA,NA,NA,NA,NA
