-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells according to source of finance . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.6.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells according to source of Finance for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.6.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells according to horse power of lifting device . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.9.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells according to Horse Power of Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.9.csv"
}
-----
"State","District","Block","Horse Power (0-6)","Horse Power (6 - 12)","Horse Power (12 - 18)","Horse Power (Above 18)","Total"
"UTTAR PRADESH","BASTI","KUDRAHA",NA,NA,NA,NA,NA
"UTTAR PRADESH","BASTI","MENHDAWAL",NA,NA,NA,NA,NA
"UTTAR PRADESH","BASTI","NATHNAGAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BASTI","PARASRAMPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BASTI","RAM NAGAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BASTI","RUDHOULI",NA,NA,NA,NA,NA
"UTTAR PRADESH","BASTI","SALTAUA GOPAL PUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BASTI","SAUGHAT",NA,NA,NA,NA,NA
"UTTAR PRADESH","BASTI","SEMARIYAWAN",NA,NA,NA,NA,NA
"UTTAR PRADESH","BASTI","VIKRAM JOT",NA,NA,NA,NA,NA
"UTTAR PRADESH","BIJNOR","AFJAL GAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BIJNOR","AKKU NAHTOOR",1,0,12,11,24
"UTTAR PRADESH","BIJNOR","DHAMPUR",0,78,18,13,109
"UTTAR PRADESH","BIJNOR","HALDOOR",0,1,5,12,18
"UTTAR PRADESH","BIJNOR","JALILPUR",3,0,18,24,45
"UTTAR PRADESH","BIJNOR","KIRATPUR",0,0,3,14,17
"UTTAR PRADESH","BIJNOR","KOTWALI",0,0,2,0,2
"UTTAR PRADESH","BIJNOR","MEERPUR HEVMAL",1,0,0,51,52
"UTTAR PRADESH","BIJNOR","NAJIVABAD",4,45,13,2,64
"UTTAR PRADESH","BIJNOR","NOORPUR",1,3,6,24,34
"UTTAR PRADESH","BIJNOR","SHIVHARA",0,8,11,3,22
"UTTAR PRADESH","BULANDSHAHR","ANUPSHAHR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","ARNIRYA",NA,NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","B.B. NAGAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","BULANDSHAHR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","DANKAOR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","DANPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","DIBAI",NA,NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","GULAWATHI",NA,NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","JAHAGIRABAD",NA,NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","JEWAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","KHURJA",NA,NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","LAKHAWATI",NA,NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","PAHASU",NA,NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","SHIKARPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","SIANA",NA,NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","SIKANDRABAD",NA,NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","UNCHAGAON",NA,NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","AUGUSTMUNI",NA,NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","DASHOLI",NA,NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","DEWAL",NA,NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","GAIRSEN",NA,NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","GHAT",NA,NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","JOSHIMATH",NA,NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","KARNPRAYAG",NA,NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","NARAYANBAGGAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","POKHARI",NA,NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","THARALI",NA,NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","UKHIMATH",NA,NA,NA,NA,NA
"UTTAR PRADESH","DEHRADUN","CHAKRATA",NA,NA,NA,NA,NA
"UTTAR PRADESH","DEHRADUN","DOIWALA",0,1,0,17,18
"UTTAR PRADESH","DEHRADUN","KALSI",NA,NA,NA,NA,NA
"UTTAR PRADESH","DEHRADUN","RAIPUR",0,0,0,1,1
"UTTAR PRADESH","DEHRADUN","SAHASPUR",1,4,6,17,28
"UTTAR PRADESH","DEHRADUN","VIKAS NAGAR",2,13,0,6,21
"UTTAR PRADESH","DEORIA","BAITALPUR",0,0,35,1,36
"UTTAR PRADESH","DEORIA","BANKATA",0,7,0,0,7
"UTTAR PRADESH","DEORIA","BARHAJ",2,1,38,1,42
"UTTAR PRADESH","DEORIA","BHAGALPUR",4,1,48,3,56
"UTTAR PRADESH","DEORIA","BHALUWANI",0,21,43,0,64
"UTTAR PRADESH","DEORIA","BHATANI",8,11,7,5,31
"UTTAR PRADESH","DEORIA","BHATPAR RANI",0,5,30,0,35
"UTTAR PRADESH","DEORIA","DEORIA SADAR",0,0,38,1,39
"UTTAR PRADESH","DEORIA","DESAHI DEORIA",0,1,1,0,2
"UTTAR PRADESH","DEORIA","GAURI BAZAR",0,0,17,10,27
"UTTAR PRADESH","DEORIA","LAR",1,2,26,5,34
"UTTAR PRADESH","DEORIA","PATHARDEVA",1,0,0,0,1
"UTTAR PRADESH","DEORIA","RAMPUR KARKHANA",0,4,8,0,12
"UTTAR PRADESH","DEORIA","RUDRAPUR",0,13,6,1,20
"UTTAR PRADESH","DEORIA","SALEMPUR",0,0,0,64,64
"UTTAR PRADESH","ETAH","ALIGANJ",NA,NA,NA,NA,NA
"UTTAR PRADESH","ETAH","AMANPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","ETAH","AWAGARH",NA,NA,NA,NA,NA
"UTTAR PRADESH","ETAH","GANJDUNDWARA",0,0,1,0,1
"UTTAR PRADESH","ETAH","JAITHRA",0,2,10,0,12
"UTTAR PRADESH","ETAH","JALESAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","ETAH","KASGANJ",NA,NA,NA,NA,NA
"UTTAR PRADESH","ETAH","MARAHERA",NA,NA,NA,NA,NA
"UTTAR PRADESH","ETAH","NIDHOLI KALAN",NA,NA,NA,NA,NA
"UTTAR PRADESH","ETAH","PATIYALI",NA,NA,NA,NA,NA
"UTTAR PRADESH","ETAH","SAHAWAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","ETAH","SAKIT",NA,NA,NA,NA,NA
"UTTAR PRADESH","ETAH","SHEETALPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","ETAH","SIDHPURA",NA,NA,NA,NA,NA
"UTTAR PRADESH","ETAH","SORON",7,1,3,3,14
"UTTAR PRADESH","ETAWAH","ACHHALDA",NA,NA,NA,NA,NA
"UTTAR PRADESH","ETAWAH","AIRWA KATRA",NA,NA,NA,NA,NA
"UTTAR PRADESH","ETAWAH","AJEETMAL",2,1,1,8,12
"UTTAR PRADESH","ETAWAH","AURAIYA",0,16,9,32,57
"UTTAR PRADESH","ETAWAH","BADPURA",0,0,2,57,59
"UTTAR PRADESH","ETAWAH","BASREHAR",0,0,0,3,3
"UTTAR PRADESH","ETAWAH","BHAGAY NAGAR",0,1,0,0,1
"UTTAR PRADESH","ETAWAH","BHARTHANA",1,0,0,0,1
"UTTAR PRADESH","ETAWAH","BIDHUNA",0,0,10,11,21
"UTTAR PRADESH","ETAWAH","CHAKARNAGAR",0,0,0,8,8
"UTTAR PRADESH","ETAWAH","JASWANT NAGAR",7,45,0,25,77
"UTTAR PRADESH","ETAWAH","MAHEWA",0,20,0,16,36
"UTTAR PRADESH","ETAWAH","SAHAR",0,0,4,2,6
"UTTAR PRADESH","ETAWAH","SAIPHAI",NA,NA,NA,NA,NA
"UTTAR PRADESH","ETAWAH","TAKHA",NA,NA,NA,NA,NA
"UTTAR PRADESH","FAIZABAD","AMANI GANJ",NA,NA,NA,NA,NA
"UTTAR PRADESH","FAIZABAD","BIKAPUR",0,0,5,27,32
"UTTAR PRADESH","FAIZABAD","HASTINPUR",0,2,74,1,77
"UTTAR PRADESH","FAIZABAD","MASONDHA",0,0,10,0,10
"UTTAR PRADESH","FAIZABAD","MAYA",NA,NA,NA,NA,NA
"UTTAR PRADESH","FAIZABAD","MILKI PUR",0,0,0,46,46
"UTTAR PRADESH","FAIZABAD","PURA",0,0,4,0,4
"UTTAR PRADESH","FAIZABAD","SOHAWAL",4,0,4,1,9
"UTTAR PRADESH","FAIZABAD","TARUN",6,0,24,0,30
"UTTAR PRADESH","FARUKHABAD","BADPUR",1,0,0,2,3
"UTTAR PRADESH","FARUKHABAD","CHHIBRAMAU",3,0,2,24,29
"UTTAR PRADESH","FARUKHABAD","HASERAN",NA,NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","JALABAD",NA,NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","KAMALGANJ",NA,NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","KANNAUJ",NA,NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","KAYAMGUNJ",0,0,0,1,1
"UTTAR PRADESH","FARUKHABAD","MOHAMMADABAD",0,0,1,3,4
"UTTAR PRADESH","FARUKHABAD","NAWABGANJ",NA,NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","RAJEPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","SAURIKH",NA,NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","SHAMSABAD",NA,NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","TALGRAM",NA,NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","UMARDA",NA,NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","AIRAYA",1,1,6,7,15
"UTTAR PRADESH","FATEHPUR","AMAULI",0,4,6,77,87
"UTTAR PRADESH","FATEHPUR","ASODHAR",0,4,0,24,28
"UTTAR PRADESH","FATEHPUR","BAHUWA",NA,NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","BHITAURA",NA,NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","DEVMAI",0,2,21,9,32
"UTTAR PRADESH","FATEHPUR","DHATA",0,0,0,10,10
"UTTAR PRADESH","FATEHPUR","HASWA",0,1,0,3,4
"UTTAR PRADESH","FATEHPUR","HATHGAON",NA,NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","KHAJUHA",0,0,0,2,2
"UTTAR PRADESH","FATEHPUR","MALWAN",NA,NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","TELYANI",NA,NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","VIJAYIPUR",0,1,4,90,95
"UTTAR PRADESH","FIROZABAD","ARANV",1,1,0,44,46
"UTTAR PRADESH","FIROZABAD","EKA",0,0,0,2,2
"UTTAR PRADESH","FIROZABAD","FIROZABAD",0,0,1,0,1
"UTTAR PRADESH","FIROZABAD","JASRANA",NA,NA,NA,NA,NA
"UTTAR PRADESH","FIROZABAD","KHAIRGARH/HATBANT",3,1,5,2,11
"UTTAR PRADESH","FIROZABAD","MADANPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","FIROZABAD","NARKHI",NA,NA,NA,NA,NA
"UTTAR PRADESH","FIROZABAD","SHIKOHABAD",0,1,0,43,44
"UTTAR PRADESH","FIROZABAD","TUNDLA",3,0,0,1,4
"UTTAR PRADESH","GHAZIABAD","BHOJPUR",0,0,21,1,22
"UTTAR PRADESH","GHAZIABAD","BISRAKH",0,0,12,2,14
"UTTAR PRADESH","GHAZIABAD","DADRI",0,0,17,2,19
"UTTAR PRADESH","GHAZIABAD","DHAULANA",0,0,23,0,23
"UTTAR PRADESH","GHAZIABAD","GARH",0,0,29,7,36
"UTTAR PRADESH","GHAZIABAD","HAPUR",0,0,45,3,48
"UTTAR PRADESH","GHAZIABAD","LAUNI",0,0,20,2,22
"UTTAR PRADESH","GHAZIABAD","MURADNAGAR",0,0,19,3,22
"UTTAR PRADESH","GHAZIABAD","RAJAPUR",0,0,10,5,15
"UTTAR PRADESH","GHAZIABAD","SIMBHAWALI",0,1,20,1,22
"UTTAR PRADESH","GHAZIPUR","BARACHAWAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","BHADORA",NA,NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","BHANWARKOL",NA,NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","DEVKALI",0,0,4,0,4
"UTTAR PRADESH","GHAZIPUR","JAMANIYA",NA,NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","KARNDA",NA,NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","KASIMABAD",NA,NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","MANIHARI",0,0,2,0,2
"UTTAR PRADESH","GHAZIPUR","MARADAH",NA,NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","MOHMMADABAD",NA,NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","REVTIPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","SADAR",0,0,1,0,1
"UTTAR PRADESH","GHAZIPUR","SADAT",1,0,0,0,1
"UTTAR PRADESH","GHAZIPUR","SAIDPUR",0,0,2,1,3
"UTTAR PRADESH","GHAZIPUR","VIRNO",0,1,0,1,2
"UTTAR PRADESH","GHAZIPUR","ZAKHANIA",225,111,0,0,336
"UTTAR PRADESH","GONDA","BALRAMPUR",0,63,6,0,69
"UTTAR PRADESH","GONDA","BELSAR",0,5,0,1,6
"UTTAR PRADESH","GONDA","BHABHANJOT",2,10,3,0,15
"UTTAR PRADESH","GONDA","CHHAPIA",0,0,4,0,4
"UTTAR PRADESH","GONDA","COLONELGANJ",0,13,4,2,19
"UTTAR PRADESH","GONDA","GAIDAS BUJURG",0,41,6,0,47
"UTTAR PRADESH","GONDA","GAISARI",0,11,5,32,48
"UTTAR PRADESH","GONDA","HALDAR MAU",0,1,1,0,2
"UTTAR PRADESH","GONDA","HARRIYA SATGHARWA",0,2,0,0,2
"UTTAR PRADESH","GONDA","ITIYATHOK",0,1,0,0,1
"UTTAR PRADESH","GONDA","JHANJHRI",4,2,3,0,9
"UTTAR PRADESH","GONDA","KATRA BAZAR",0,1,5,1,7
"UTTAR PRADESH","GONDA","MANKAPUR",0,2,0,0,2
"UTTAR PRADESH","GONDA","MUJEHNA",0,2,20,2,24
"UTTAR PRADESH","GONDA","NAWABGANJ",0,3,1,0,4
"UTTAR PRADESH","GONDA","PACHPARWA",0,1,1,1,3
"UTTAR PRADESH","GONDA","PANDRIKRIPAL",0,1,5,0,6
"UTTAR PRADESH","GONDA","PARASPUR",0,0,17,0,17
"UTTAR PRADESH","GONDA","REHRA BAZAR",1,5,6,0,12
"UTTAR PRADESH","GONDA","RUPIHDEEH",0,6,23,0,29
"UTTAR PRADESH","GONDA","SRI DUTTGANJ",0,3,5,20,28
"UTTAR PRADESH","GONDA","TARABGANJ",0,0,1,0,1
"UTTAR PRADESH","GONDA","TULSIPUR",0,12,0,3,15
"UTTAR PRADESH","GONDA","UTTRAULA",0,3,8,1,12
"UTTAR PRADESH","GONDA","WAZIRGANJ",0,2,4,0,6
"UTTAR PRADESH","GORAKHPUR","BANSGAON",0,0,11,0,11
"UTTAR PRADESH","GORAKHPUR","BARAHALGANJ",0,0,3,0,3
"UTTAR PRADESH","GORAKHPUR","BELGHAT",1,0,0,0,1
"UTTAR PRADESH","GORAKHPUR","BHATHAT",0,0,3,2,5
"UTTAR PRADESH","GORAKHPUR","BRAHMPUR",0,1,12,8,21
"UTTAR PRADESH","GORAKHPUR","CAMPIARGANJ",0,0,0,136,136
"UTTAR PRADESH","GORAKHPUR","CHARGANWA",1,1,6,8,16
"UTTAR PRADESH","GORAKHPUR","GAGHA",2,1,7,0,10
"UTTAR PRADESH","GORAKHPUR","GOLA",0,7,12,16,35
"UTTAR PRADESH","GORAKHPUR","JANGAL KAURIA",3,3,43,0,49
"UTTAR PRADESH","GORAKHPUR","KAURIRAM",2,0,10,2,14
"UTTAR PRADESH","GORAKHPUR","KHAJANI",0,0,89,0,89
"UTTAR PRADESH","GORAKHPUR","KHORABAR",0,2,16,1,19
"UTTAR PRADESH","GORAKHPUR","PALI",NA,NA,NA,NA,NA
"UTTAR PRADESH","GORAKHPUR","PIPRAICH",11,0,0,14,25
"UTTAR PRADESH","GORAKHPUR","PIPRAULI",0,0,15,18,33
"UTTAR PRADESH","GORAKHPUR","SAHJANWA",1,5,38,0,44
"UTTAR PRADESH","GORAKHPUR","SARDARNAGAR",0,1,30,0,31
"UTTAR PRADESH","GORAKHPUR","URUWA",1,0,50,0,51
"UTTAR PRADESH","HAMIRPUR","GOHAND",0,12,1,0,13
"UTTAR PRADESH","HAMIRPUR","KURARA",0,12,23,0,35
"UTTAR PRADESH","HAMIRPUR","MAUDAHA",0,6,3,20,29
"UTTAR PRADESH","HAMIRPUR","MUSKARA",0,0,0,7,7
"UTTAR PRADESH","HAMIRPUR","RATH",0,9,8,0,17
"UTTAR PRADESH","HAMIRPUR","SARILA",0,1,7,7,15
"UTTAR PRADESH","HAMIRPUR","SUMREPUR",0,6,12,26,44
"UTTAR PRADESH","HARDOI","AHIROURI",1,0,1,0,2
"UTTAR PRADESH","HARDOI","BAVAN",0,2,2,0,4
"UTTAR PRADESH","HARDOI","BEHANDAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","BHARAWAN",NA,NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","BHARKHANI",0,12,4,1,17
"UTTAR PRADESH","HARDOI","BILGRAM",NA,NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","HARIYAWAN",NA,NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","HARPALPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","KACHOUNA",NA,NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","KOTHAWAN",NA,NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","MAHDHOGANJ",0,0,3,0,3
"UTTAR PRADESH","HARDOI","MALLAWAN",NA,NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","PIHANI",0,2,0,0,2
"UTTAR PRADESH","HARDOI","SANDI",0,1,0,0,1
"UTTAR PRADESH","HARDOI","SANDILA",0,0,0,1,1
"UTTAR PRADESH","HARDOI","SHAHABAD",0,13,3,1,17
"UTTAR PRADESH","HARDOI","SURSA",0,3,2,0,5
"UTTAR PRADESH","HARDOI","TANDIYAWA",NA,NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","TODARPUR",0,0,2,0,2
"UTTAR PRADESH","HARDWAR","BAHADRABAD",NA,NA,NA,NA,NA
"UTTAR PRADESH","HARDWAR","BHAGWANPUR",0,0,2,0,2
"UTTAR PRADESH","HARDWAR","KHANPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","HARDWAR","LAKSAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","HARDWAR","NARSAN",0,2,0,4,6
"UTTAR PRADESH","HARDWAR","ROORKEE",1,0,1,1,3
"UTTAR PRADESH","JALAUN","DAKOR",0,19,14,39,72
"UTTAR PRADESH","JALAUN","JALAUN",0,11,0,1,12
"UTTAR PRADESH","JALAUN","KADAURA",0,14,8,86,108
"UTTAR PRADESH","JALAUN","KONCH",0,22,16,6,44
"UTTAR PRADESH","JALAUN","KUTHAUND",2,26,12,0,40
"UTTAR PRADESH","JALAUN","MADHOGHARH",0,0,2,1,3
"UTTAR PRADESH","JALAUN","MAHEBA",0,0,14,115,129
"UTTAR PRADESH","JALAUN","NADIGAON",1,9,0,18,28
"UTTAR PRADESH","JALAUN","RAMPURA",NA,NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","BADLA PUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","BAKSHA",0,0,0,1,1
"UTTAR PRADESH","JAUNPUR","BARSOTHI",NA,NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","DHARMA PUR",0,0,0,1,1
"UTTAR PRADESH","JAUNPUR","DOBHI",2,0,4,14,20
"UTTAR PRADESH","JAUNPUR","JALAL PUR",0,1,2,22,25
"UTTAR PRADESH","JAUNPUR","KARNJAKALA",0,0,0,1,1
"UTTAR PRADESH","JAUNPUR","KERAKAT",0,0,2,7,9
"UTTAR PRADESH","JAUNPUR","KHUTHAN",NA,NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","M.SHAHAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","MADRIYAHU",NA,NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","MAHARAJ GANJ",NA,NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","MUFTI GANJ",0,0,2,8,10
"UTTAR PRADESH","JAUNPUR","MUGLA BADSHAH PUR",0,0,0,1,1
"UTTAR PRADESH","JAUNPUR","RAM NAGAR",0,0,0,2,2
"UTTAR PRADESH","JAUNPUR","RAMPUR",0,6,13,17,36
"UTTAR PRADESH","JAUNPUR","SHAH GANJ",NA,NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","SIKRARA",0,1,0,4,5
"UTTAR PRADESH","JAUNPUR","SIRKONI",1,1,0,11,13
"UTTAR PRADESH","JAUNPUR","SUITHA KALA",NA,NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","SUJAN GANJ",0,0,0,1,1
"UTTAR PRADESH","JHANSI","BABINA",NA,NA,NA,NA,NA
"UTTAR PRADESH","JHANSI","BADAGAON",0,2,0,0,2
"UTTAR PRADESH","JHANSI","BAMAUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","JHANSI","BANGRA",NA,NA,NA,NA,NA
"UTTAR PRADESH","JHANSI","CHIRGAON",NA,NA,NA,NA,NA
"UTTAR PRADESH","JHANSI","GURSARAJ",NA,NA,NA,NA,NA
"UTTAR PRADESH","JHANSI","MAURANIPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","JHANSI","MOTH",NA,NA,NA,NA,NA
"UTTAR PRADESH","KANPUR DEHAT","AKBARPUR",0,0,0,2,2
"UTTAR PRADESH","KANPUR DEHAT","AMRODHA",1,44,71,56,172
"UTTAR PRADESH","KANPUR DEHAT","BILHAUR",0,0,0,12,12
"UTTAR PRADESH","KANPUR DEHAT","BITARGAON",0,0,0,15,15
"UTTAR PRADESH","KANPUR DEHAT","CHAUBEPUR",1,0,0,0,1
"UTTAR PRADESH","KANPUR DEHAT","DERAPUR",0,0,0,11,11
"UTTAR PRADESH","KANPUR DEHAT","GHATAMPUR",2,16,44,119,181
"UTTAR PRADESH","KANPUR DEHAT","JHINJAK",0,0,1,9,10
"UTTAR PRADESH","KANPUR DEHAT","KAKWAN",NA,NA,NA,NA,NA
"UTTAR PRADESH","KANPUR DEHAT","MAITHA",NA,NA,NA,NA,NA
"UTTAR PRADESH","KANPUR DEHAT","MALASA",0,43,45,21,109
"UTTAR PRADESH","KANPUR DEHAT","PATARA",0,4,9,0,13
"UTTAR PRADESH","KANPUR DEHAT","RAJPUR",0,0,0,10,10
"UTTAR PRADESH","KANPUR DEHAT","RASOOLABAD",NA,NA,NA,NA,NA
"UTTAR PRADESH","KANPUR DEHAT","SANDALPUR",0,0,5,2,7
"UTTAR PRADESH","KANPUR DEHAT","SARBANKHERA",0,0,3,3,6
"UTTAR PRADESH","KANPUR DEHAT","SHIVRAJPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","KANPUR NAGAR","KALYANPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","KANPUR NAGAR","SARSAUL",0,0,0,8,8
"UTTAR PRADESH","KANPUR NAGAR","VIDHUNU",NA,NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","BANKEYGANJ",0,2,0,0,2
"UTTAR PRADESH","KHIRI","BEHJAM",0,0,43,7,50
"UTTAR PRADESH","KHIRI","BIJUA",0,0,1,0,1
"UTTAR PRADESH","KHIRI","DHAUREHRA",NA,NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","ISANAGAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","KHUMBHIGOLA",1,0,17,0,18
"UTTAR PRADESH","KHIRI","LAKHIMPUR",2,13,14,0,29
"UTTAR PRADESH","KHIRI","MITAULI",0,0,3,0,3
"UTTAR PRADESH","KHIRI","MOHAMMADI",0,0,6,0,6
"UTTAR PRADESH","KHIRI","NAKAHA",0,0,24,2,26
"UTTAR PRADESH","KHIRI","NIGHASAN",NA,NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","PALIA",NA,NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","PASGAWAN",0,2,30,0,32
"UTTAR PRADESH","KHIRI","PHOOLBEHAR",0,2,6,0,8
"UTTAR PRADESH","KHIRI","RAMIA BEHAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","BISHUN PUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","DUDAHI",NA,NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","FAZIL NAGAR",0,0,1,0,1
"UTTAR PRADESH","KUSHI NAGAR","HATA",NA,NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","KAPTAN GANJ",2,0,3,0,5
"UTTAR PRADESH","KUSHI NAGAR","KASAYA",0,0,13,0,13
"UTTAR PRADESH","KUSHI NAGAR","KHADDA",NA,NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","MOTI CHAK",0,0,7,0,7
"UTTAR PRADESH","KUSHI NAGAR","NEBUAA NAORANGIYA",NA,NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","PADRAUNA",0,0,1,0,1
"UTTAR PRADESH","KUSHI NAGAR","RAMKOLA",NA,NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","SEVARI",0,0,3,0,3
"UTTAR PRADESH","KUSHI NAGAR","SHUKARAULI",0,1,5,0,6
"UTTAR PRADESH","KUSHI NAGAR","TAMAKUHI",0,0,5,1,6
"UTTAR PRADESH","LALITPUR","BAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","LALITPUR","BIRDHA",NA,NA,NA,NA,NA
"UTTAR PRADESH","LALITPUR","JAKHAURA",NA,NA,NA,NA,NA
"UTTAR PRADESH","LALITPUR","MANDAWARA",NA,NA,NA,NA,NA
