-----
{
 "description": "This dataset represents the requirement and availability of major fertilizer products like DAP, MAP, MOP, TSP, NPK, and UREA State-wise and month-wise in the year 2012-13(April-2012 to March-2013).", 
 "file_name": "Statewise_and_Monthwise_Requirement_and_Availability.xls", 
 "title": "Download XLS for Requirement And Availability Of Major Fertilizers In The Year 2012-13", 
 "url": "http://data.gov.in/sites/default/files/Statewise_and_Monthwise_Requirement_and_Availability.xls"
}
-----
"Year","Month","Product","State","Requirement(in 000'MTS)","Availability(in 000'MTS)"
"2012-13","October","NPK","Uttaranchal",6000.0,1361.1
"2012-13","October","TSP","Uttaranchal",0.0,0.0
"2012-13","October","UREA","Uttaranchal",5000.0,2687.25
"2012-13","October","DAP","West Bengal",24530.0,44726.35
"2012-13","October","MAP","West Bengal",0.0,0.0
"2012-13","October","MOP","West Bengal",24840.0,35166.2
"2012-13","October","NPK","West Bengal",56740.0,38808.595
"2012-13","October","TSP","West Bengal",0.0,7377.55
"2012-13","October","UREA","West Bengal",78000.0,14175.519
"2012-13","November","DAP","Andaman & Nicobar",0.0,0.0
"2012-13","November","MAP","Andaman & Nicobar",0.0,0.0
"2012-13","November","MOP","Andaman & Nicobar",0.0,0.0
"2012-13","November","NPK","Andaman & Nicobar",0.0,0.0
"2012-13","November","TSP","Andaman & Nicobar",0.0,0.0
"2012-13","November","UREA","Andaman & Nicobar",0.0,0.0
"2012-13","November","DAP","Andhra Pradesh",100000.0,93404.0
"2012-13","November","MAP","Andhra Pradesh",0.0,17.85
"2012-13","November","MOP","Andhra Pradesh",75000.0,45191.96
"2012-13","November","NPK","Andhra Pradesh",300000.0,169378.978
"2012-13","November","TSP","Andhra Pradesh",0.0,0.0
"2012-13","November","UREA","Andhra Pradesh",300000.0,44754.2
"2012-13","November","DAP","Arunachal Pradesh",60.0,0.0
"2012-13","November","MAP","Arunachal Pradesh",0.0,0.0
"2012-13","November","MOP","Arunachal Pradesh",30.0,0.0
"2012-13","November","NPK","Arunachal Pradesh",0.0,0.0
"2012-13","November","TSP","Arunachal Pradesh",0.0,0.0
"2012-13","November","UREA","Arunachal Pradesh",50.0,0.0
"2012-13","November","DAP","Assam",5200.0,3788.9
"2012-13","November","MAP","Assam",0.0,0.0
"2012-13","November","MOP","Assam",11700.0,14492.8
"2012-13","November","NPK","Assam",2600.0,2003.1
"2012-13","November","TSP","Assam",0.0,0.0
"2012-13","November","UREA","Assam",21000.0,1716.15
"2012-13","November","DAP","Bihar",100000.0,86781.5
"2012-13","November","MAP","Bihar",0.0,71.65
"2012-13","November","MOP","Bihar",60000.0,2422.95
"2012-13","November","NPK","Bihar",75000.0,27290.05
"2012-13","November","TSP","Bihar",0.0,7673.75
"2012-13","November","UREA","Bihar",250000.0,18630.85
"2012-13","November","DAP","Chandigarh",0.0,0.0
"2012-13","November","MAP","Chandigarh",0.0,0.0
"2012-13","November","MOP","Chandigarh",0.0,0.0
"2012-13","November","NPK","Chandigarh",0.0,0.0
"2012-13","November","TSP","Chandigarh",0.0,0.0
"2012-13","November","UREA","Chandigarh",0.0,0.0
"2012-13","November","DAP","Chattishgarh",20000.0,32524.25
"2012-13","November","MAP","Chattishgarh",0.0,0.0
"2012-13","November","MOP","Chattishgarh",8000.0,16070.5
"2012-13","November","NPK","Chattishgarh",10000.0,5459.4
"2012-13","November","TSP","Chattishgarh",0.0,3858.25
"2012-13","November","UREA","Chattishgarh",40000.0,7764.55
"2012-13","November","DAP","Dadra & Nagar Haveli",80.0,11.35
"2012-13","November","MAP","Dadra & Nagar Haveli",0.0,0.0
"2012-13","November","MOP","Dadra & Nagar Haveli",30.0,0.0
"2012-13","November","NPK","Dadra & Nagar Haveli",0.0,0.0
"2012-13","November","TSP","Dadra & Nagar Haveli",0.0,0.0
"2012-13","November","UREA","Dadra & Nagar Haveli",90.0,6.3
"2012-13","November","DAP","Daman & Diu",0.0,0.0
"2012-13","November","MAP","Daman & Diu",0.0,0.0
"2012-13","November","MOP","Daman & Diu",0.0,0.0
"2012-13","November","NPK","Daman & Diu",0.0,0.0
"2012-13","November","TSP","Daman & Diu",0.0,0.0
"2012-13","November","UREA","Daman & Diu",0.0,0.0
"2012-13","November","DAP","Delhi",1300.0,0.0
"2012-13","November","MAP","Delhi",0.0,0.0
"2012-13","November","MOP","Delhi",400.0,0.0
"2012-13","November","NPK","Delhi",800.0,0.0
"2012-13","November","TSP","Delhi",0.0,0.0
"2012-13","November","UREA","Delhi",1500.0,0.0
"2012-13","November","DAP","Goa",100.0,0.0
"2012-13","November","MAP","Goa",0.0,0.0
"2012-13","November","MOP","Goa",50.0,0.0
"2012-13","November","NPK","Goa",550.0,0.0
"2012-13","November","TSP","Goa",0.0,0.0
"2012-13","November","UREA","Goa",350.0,0.0
"2012-13","November","DAP","Gujarat",110000.0,51374.486
"2012-13","November","MAP","Gujarat",0.0,0.0
"2012-13","November","MOP","Gujarat",21000.0,6516.8
"2012-13","November","NPK","Gujarat",68200.0,42138.1
"2012-13","November","TSP","Gujarat",0.0,6313.85
"2012-13","November","UREA","Gujarat",230000.0,41269.865
"2012-13","November","DAP","Harayana",100000.0,64759.65
"2012-13","November","MAP","Harayana",0.0,0.0
"2012-13","November","MOP","Harayana",10000.0,3089.85
"2012-13","November","NPK","Harayana",10000.0,5006.0
"2012-13","November","TSP","Harayana",0.0,0.0
"2012-13","November","UREA","Harayana",325000.0,17338.4
"2012-13","November","DAP","Himachal Pradesh",0.0,0.0
"2012-13","November","MAP","Himachal Pradesh",0.0,0.0
"2012-13","November","MOP","Himachal Pradesh",2500.0,2121.4
"2012-13","November","NPK","Himachal Pradesh",5000.0,166.0
"2012-13","November","TSP","Himachal Pradesh",0.0,0.0
"2012-13","November","UREA","Himachal Pradesh",5000.0,35.95
"2012-13","November","DAP","Jammu & Kashmir",16540.0,5755.8
"2012-13","November","MAP","Jammu & Kashmir",0.0,0.0
"2012-13","November","MOP","Jammu & Kashmir",8400.0,1889.15
"2012-13","November","NPK","Jammu & Kashmir",0.0,0.0
"2012-13","November","TSP","Jammu & Kashmir",0.0,0.0
"2012-13","November","UREA","Jammu & Kashmir",24430.0,3085.2
"2012-13","November","DAP","Jharkhand",13000.0,12650.95
"2012-13","November","MAP","Jharkhand",0.0,0.0
"2012-13","November","MOP","Jharkhand",2500.0,163.25
"2012-13","November","NPK","Jharkhand",20000.0,3667.2
"2012-13","November","TSP","Jharkhand",0.0,0.0
"2012-13","November","UREA","Jharkhand",22500.0,6868.05
"2012-13","November","DAP","Karnataka",50000.0,56780.636
"2012-13","November","MAP","Karnataka",0.0,20.2
"2012-13","November","MOP","Karnataka",55000.0,50844.45
"2012-13","November","NPK","Karnataka",100000.0,108280.564
"2012-13","November","TSP","Karnataka",0.0,11905.4
"2012-13","November","UREA","Karnataka",155000.0,21743.668
"2012-13","November","DAP","Kerala",5000.0,1408.55
"2012-13","November","MAP","Kerala",0.0,0.0
"2012-13","November","MOP","Kerala",29000.0,11066.258
"2012-13","November","NPK","Kerala",30000.0,11405.074
"2012-13","November","TSP","Kerala",0.0,3140.15
"2012-13","November","UREA","Kerala",23000.0,724.5
"2012-13","November","DAP","Lakshadeeep",0.0,0.0
"2012-13","November","MAP","Lakshadeeep",0.0,0.0
"2012-13","November","MOP","Lakshadeeep",0.0,0.0
"2012-13","November","NPK","Lakshadeeep",0.0,0.0
"2012-13","November","TSP","Lakshadeeep",0.0,0.0
"2012-13","November","UREA","Lakshadeeep",0.0,0.0
"2012-13","November","DAP","Madhya Pradesh",213070.0,184680.15
"2012-13","November","MAP","Madhya Pradesh",0.0,0.0
"2012-13","November","MOP","Madhya Pradesh",18960.0,19838.55
"2012-13","November","NPK","Madhya Pradesh",93460.0,29343.6
"2012-13","November","TSP","Madhya Pradesh",0.0,8443.85
"2012-13","November","UREA","Madhya Pradesh",378420.0,27632.2
"2012-13","November","DAP","Maharastra",112000.0,99887.09
"2012-13","November","MAP","Maharastra",0.0,54.5
"2012-13","November","MOP","Maharastra",52000.0,92524.05
"2012-13","November","NPK","Maharastra",195000.0,115008.5
"2012-13","November","TSP","Maharastra",0.0,0.0
"2012-13","November","UREA","Maharastra",210000.0,36010.795
"2012-13","November","DAP","Manipur",900.0,0.0
"2012-13","November","MAP","Manipur",0.0,0.0
"2012-13","November","MOP","Manipur",600.0,0.0
"2012-13","November","NPK","Manipur",0.0,0.0
"2012-13","November","TSP","Manipur",0.0,0.0
"2012-13","November","UREA","Manipur",1300.0,0.0
"2012-13","November","DAP","Megalaya",250.0,0.0
"2012-13","November","MAP","Megalaya",0.0,0.0
"2012-13","November","MOP","Megalaya",30.0,0.0
"2012-13","November","NPK","Megalaya",0.0,0.0
"2012-13","November","TSP","Megalaya",0.0,0.0
"2012-13","November","UREA","Megalaya",200.0,0.0
"2012-13","November","DAP","Mizoram",40.0,0.0
"2012-13","November","MAP","Mizoram",0.0,0.0
"2012-13","November","MOP","Mizoram",60.0,0.0
"2012-13","November","NPK","Mizoram",0.0,0.0
"2012-13","November","TSP","Mizoram",0.0,0.0
"2012-13","November","UREA","Mizoram",140.0,0.0
"2012-13","November","DAP","Nagaland",120.0,0.0
"2012-13","November","MAP","Nagaland",0.0,0.0
"2012-13","November","MOP","Nagaland",40.0,0.0
"2012-13","November","NPK","Nagaland",40.0,0.0
"2012-13","November","TSP","Nagaland",0.0,0.0
"2012-13","November","UREA","Nagaland",170.0,0.0
"2012-13","November","DAP","Odisha",10000.0,8588.25
"2012-13","November","MAP","Odisha",0.0,0.0
"2012-13","November","MOP","Odisha",10000.0,11178.7
"2012-13","November","NPK","Odisha",10000.0,27240.55
"2012-13","November","TSP","Odisha",0.0,0.0
"2012-13","November","UREA","Odisha",17000.0,20673.697
"2012-13","November","DAP","Pondicherry",500.0,25.0
"2012-13","November","MAP","Pondicherry",0.0,0.0
"2012-13","November","MOP","Pondicherry",500.0,0.0
"2012-13","November","NPK","Pondicherry",1660.0,1519.8
"2012-13","November","TSP","Pondicherry",0.0,0.0
"2012-13","November","UREA","Pondicherry",1500.0,45.0
"2012-13","November","DAP","Punjab",60000.0,77033.25
"2012-13","November","MAP","Punjab",0.0,0.0
"2012-13","November","MOP","Punjab",15000.0,9569.3
"2012-13","November","NPK","Punjab",25000.0,1237.0
"2012-13","November","TSP","Punjab",0.0,3355.3
"2012-13","November","UREA","Punjab",300000.0,3868.45
"2012-13","November","DAP","Rajasthan",81440.0,47505.565
"2012-13","November","MAP","Rajasthan",0.0,0.0
"2012-13","November","MOP","Rajasthan",6280.0,5344.21
"2012-13","November","NPK","Rajasthan",14970.0,3203.15
"2012-13","November","TSP","Rajasthan",0.0,3526.25
"2012-13","November","UREA","Rajasthan",205000.0,661.645
"2012-13","November","DAP","Sikkim",0.0,0.0
"2012-13","November","MAP","Sikkim",0.0,0.0
"2012-13","November","MOP","Sikkim",0.0,0.0
"2012-13","November","NPK","Sikkim",0.0,0.0
"2012-13","November","TSP","Sikkim",0.0,0.0
"2012-13","November","UREA","Sikkim",0.0,0.0
"2012-13","November","DAP","Tamil Nadu",55000.0,27231.5
"2012-13","November","MAP","Tamil Nadu",0.0,0.0
"2012-13","November","MOP","Tamil Nadu",80000.0,8687.05
"2012-13","November","NPK","Tamil Nadu",84030.0,22442.25
"2012-13","November","TSP","Tamil Nadu",0.0,0.0
"2012-13","November","UREA","Tamil Nadu",172000.0,1841.2
"2012-13","November","DAP","Tripura",580.0,0.0
"2012-13","November","MAP","Tripura",0.0,0.0
"2012-13","November","MOP","Tripura",3050.0,-12.4
"2012-13","November","NPK","Tripura",0.0,0.0
"2012-13","November","TSP","Tripura",0.0,0.0
"2012-13","November","UREA","Tripura",4420.0,0.0
"2012-13","November","DAP","Uttar Pradesh",400000.0,221468.05
"2012-13","November","MAP","Uttar Pradesh",0.0,0.0
"2012-13","November","MOP","Uttar Pradesh",45000.0,8423.6
"2012-13","November","NPK","Uttar Pradesh",175000.0,73687.55
"2012-13","November","TSP","Uttar Pradesh",0.0,16125.25
"2012-13","November","UREA","Uttar Pradesh",650000.0,72633.35
"2012-13","November","DAP","Uttaranchal",2500.0,1035.75
"2012-13","November","MAP","Uttaranchal",0.0,0.0
"2012-13","November","MOP","Uttaranchal",2000.0,0.0
"2012-13","November","NPK","Uttaranchal",8500.0,2170.2
"2012-13","November","TSP","Uttaranchal",0.0,0.0
"2012-13","November","UREA","Uttaranchal",16000.0,3435.3
"2012-13","November","DAP","West Bengal",29480.0,30050.045
"2012-13","November","MAP","West Bengal",0.0,0.0
"2012-13","November","MOP","West Bengal",37030.0,9174.45
"2012-13","November","NPK","West Bengal",71210.0,42631.71
"2012-13","November","TSP","West Bengal",0.0,7377.55
"2012-13","November","UREA","West Bengal",108000.0,20565.052
"2012-13","December","DAP","Andaman & Nicobar",600.0,0.0
"2012-13","December","MAP","Andaman & Nicobar",0.0,0.0
"2012-13","December","MOP","Andaman & Nicobar",0.0,0.0
"2012-13","December","NPK","Andaman & Nicobar",0.0,0.0
"2012-13","December","TSP","Andaman & Nicobar",0.0,0.0
"2012-13","December","UREA","Andaman & Nicobar",0.0,0.0
"2012-13","December","DAP","Andhra Pradesh",125000.0,110443.15
"2012-13","December","MAP","Andhra Pradesh",0.0,17.85
"2012-13","December","MOP","Andhra Pradesh",75000.0,56121.26
"2012-13","December","NPK","Andhra Pradesh",325000.0,207214.578
"2012-13","December","TSP","Andhra Pradesh",0.0,0.0
"2012-13","December","UREA","Andhra Pradesh",350000.0,80048.13
"2012-13","December","DAP","Arunachal Pradesh",60.0,0.0
"2012-13","December","MAP","Arunachal Pradesh",0.0,0.0
"2012-13","December","MOP","Arunachal Pradesh",30.0,0.0
"2012-13","December","NPK","Arunachal Pradesh",0.0,0.0
"2012-13","December","TSP","Arunachal Pradesh",0.0,0.0
"2012-13","December","UREA","Arunachal Pradesh",50.0,0.0
"2012-13","December","DAP","Assam",8400.0,3609.6
"2012-13","December","MAP","Assam",0.0,0.0
"2012-13","December","MOP","Assam",18900.0,14536.95
"2012-13","December","NPK","Assam",4200.0,2237.85
"2012-13","December","TSP","Assam",0.0,0.0
"2012-13","December","UREA","Assam",37000.0,7134.7
"2012-13","December","DAP","Bihar",50000.0,101174.15
"2012-13","December","MAP","Bihar",0.0,71.65
"2012-13","December","MOP","Bihar",30000.0,18937.7
"2012-13","December","NPK","Bihar",45000.0,36304.45
"2012-13","December","TSP","Bihar",0.0,7673.75
"2012-13","December","UREA","Bihar",270000.0,27864.05
"2012-13","December","DAP","Chandigarh",0.0,0.0
"2012-13","December","MAP","Chandigarh",0.0,0.0
"2012-13","December","MOP","Chandigarh",0.0,0.0
"2012-13","December","NPK","Chandigarh",0.0,0.0
"2012-13","December","TSP","Chandigarh",0.0,0.0
"2012-13","December","UREA","Chandigarh",0.0,0.0
"2012-13","December","DAP","Chattishgarh",20000.0,36439.25
"2012-13","December","MAP","Chattishgarh",0.0,0.0
"2012-13","December","MOP","Chattishgarh",11000.0,15839.0
"2012-13","December","NPK","Chattishgarh",10000.0,11879.85
"2012-13","December","TSP","Chattishgarh",0.0,3858.25
"2012-13","December","UREA","Chattishgarh",40000.0,23299.9
"2012-13","December","DAP","Dadra & Nagar Haveli",50.0,8.65
"2012-13","December","MAP","Dadra & Nagar Haveli",0.0,0.0
"2012-13","December","MOP","Dadra & Nagar Haveli",20.0,0.0
"2012-13","December","NPK","Dadra & Nagar Haveli",0.0,0.0
"2012-13","December","TSP","Dadra & Nagar Haveli",0.0,0.0
"2012-13","December","UREA","Dadra & Nagar Haveli",70.0,0.75
"2012-13","December","DAP","Daman & Diu",0.0,0.0
"2012-13","December","MAP","Daman & Diu",0.0,0.0
"2012-13","December","MOP","Daman & Diu",0.0,0.0
"2012-13","December","NPK","Daman & Diu",0.0,0.0
"2012-13","December","TSP","Daman & Diu",0.0,0.0
"2012-13","December","UREA","Daman & Diu",0.0,0.0
"2012-13","December","DAP","Delhi",500.0,0.0
"2012-13","December","MAP","Delhi",0.0,0.0
"2012-13","December","MOP","Delhi",200.0,0.0
"2012-13","December","NPK","Delhi",300.0,0.0
"2012-13","December","TSP","Delhi",0.0,0.0
"2012-13","December","UREA","Delhi",1500.0,0.0
"2012-13","December","DAP","Goa",350.0,0.0
"2012-13","December","MAP","Goa",0.0,0.0
"2012-13","December","MOP","Goa",50.0,0.0
"2012-13","December","NPK","Goa",610.0,20.0
"2012-13","December","TSP","Goa",0.0,0.0
"2012-13","December","UREA","Goa",700.0,0.0
"2012-13","December","DAP","Gujarat",70000.0,48665.233
"2012-13","December","MAP","Gujarat",0.0,0.0
"2012-13","December","MOP","Gujarat",21000.0,2683.5
"2012-13","December","NPK","Gujarat",46200.0,36612.44
"2012-13","December","TSP","Gujarat",0.0,6313.85
"2012-13","December","UREA","Gujarat",250000.0,37364.44
"2012-13","December","DAP","Harayana",25000.0,71699.0
"2012-13","December","MAP","Harayana",0.0,0.0
"2012-13","December","MOP","Harayana",5000.0,3089.85
"2012-13","December","NPK","Harayana",10000.0,4788.95
"2012-13","December","TSP","Harayana",0.0,0.0
"2012-13","December","UREA","Harayana",300000.0,11941.6
"2012-13","December","DAP","Himachal Pradesh",0.0,0.0
"2012-13","December","MAP","Himachal Pradesh",0.0,0.0
"2012-13","December","MOP","Himachal Pradesh",0.0,119.0
"2012-13","December","NPK","Himachal Pradesh",10000.0,88.7
"2012-13","December","TSP","Himachal Pradesh",0.0,0.0
"2012-13","December","UREA","Himachal Pradesh",10000.0,192.65
"2012-13","December","DAP","Jammu & Kashmir",11600.0,7047.65
"2012-13","December","MAP","Jammu & Kashmir",0.0,0.0
"2012-13","December","MOP","Jammu & Kashmir",6020.0,3446.7
"2012-13","December","NPK","Jammu & Kashmir",0.0,0.0
"2012-13","December","TSP","Jammu & Kashmir",0.0,0.0
"2012-13","December","UREA","Jammu & Kashmir",19170.0,1255.9
"2012-13","December","DAP","Jharkhand",13000.0,11679.3
"2012-13","December","MAP","Jharkhand",0.0,0.0
"2012-13","December","MOP","Jharkhand",2500.0,163.25
"2012-13","December","NPK","Jharkhand",10000.0,3516.8
"2012-13","December","TSP","Jharkhand",0.0,0.0
"2012-13","December","UREA","Jharkhand",27500.0,5267.3
"2012-13","December","DAP","Karnataka",50000.0,76347.311
"2012-13","December","MAP","Karnataka",0.0,20.2
"2012-13","December","MOP","Karnataka",40000.0,55988.429
"2012-13","December","NPK","Karnataka",130000.0,130480.734
"2012-13","December","TSP","Karnataka",0.0,11905.4
"2012-13","December","UREA","Karnataka",135000.0,50395.739
"2012-13","December","DAP","Kerala",3000.0,211.65
"2012-13","December","MAP","Kerala",0.0,0.0
"2012-13","December","MOP","Kerala",20000.0,7523.346
"2012-13","December","NPK","Kerala",21000.0,12165.713
"2012-13","December","TSP","Kerala",0.0,3092.6
"2012-13","December","UREA","Kerala",21000.0,817.95
"2012-13","December","DAP","Lakshadeeep",0.0,0.0
"2012-13","December","MAP","Lakshadeeep",0.0,0.0
"2012-13","December","MOP","Lakshadeeep",0.0,0.0
"2012-13","December","NPK","Lakshadeeep",0.0,0.0
"2012-13","December","TSP","Lakshadeeep",0.0,0.0
"2012-13","December","UREA","Lakshadeeep",0.0,0.0
"2012-13","December","DAP","Madhya Pradesh",48380.0,181221.5
"2012-13","December","MAP","Madhya Pradesh",0.0,0.0
"2012-13","December","MOP","Madhya Pradesh",7330.0,17991.45
"2012-13","December","NPK","Madhya Pradesh",26050.0,23419.4
"2012-13","December","TSP","Madhya Pradesh",0.0,8443.85
"2012-13","December","UREA","Madhya Pradesh",315120.0,44121.1
"2012-13","December","DAP","Maharastra",103000.0,118651.34
"2012-13","December","MAP","Maharastra",0.0,44.65
"2012-13","December","MOP","Maharastra",57000.0,90472.95
"2012-13","December","NPK","Maharastra",172000.0,146115.7
"2012-13","December","TSP","Maharastra",0.0,0.0
"2012-13","December","UREA","Maharastra",235000.0,59461.495
"2012-13","December","DAP","Manipur",900.0,0.0
"2012-13","December","MAP","Manipur",0.0,0.0
"2012-13","December","MOP","Manipur",300.0,0.0
"2012-13","December","NPK","Manipur",0.0,0.0
"2012-13","December","TSP","Manipur",0.0,0.0
"2012-13","December","UREA","Manipur",1100.0,0.0
"2012-13","December","DAP","Megalaya",350.0,0.0
"2012-13","December","MAP","Megalaya",0.0,0.0
"2012-13","December","MOP","Megalaya",60.0,0.0
"2012-13","December","NPK","Megalaya",0.0,0.0
"2012-13","December","TSP","Megalaya",0.0,0.0
"2012-13","December","UREA","Megalaya",800.0,0.0
"2012-13","December","DAP","Mizoram",20.0,150.0
"2012-13","December","MAP","Mizoram",0.0,0.0
"2012-13","December","MOP","Mizoram",30.0,0.0
"2012-13","December","NPK","Mizoram",0.0,0.0
"2012-13","December","TSP","Mizoram",0.0,0.0
"2012-13","December","UREA","Mizoram",70.0,0.0
"2012-13","December","DAP","Nagaland",160.0,0.0
"2012-13","December","MAP","Nagaland",0.0,0.0
"2012-13","December","MOP","Nagaland",40.0,0.0
"2012-13","December","NPK","Nagaland",40.0,0.0
"2012-13","December","TSP","Nagaland",0.0,0.0
"2012-13","December","UREA","Nagaland",140.0,0.0
"2012-13","December","DAP","Odisha",10000.0,17100.55
"2012-13","December","MAP","Odisha",0.0,0.0
"2012-13","December","MOP","Odisha",10000.0,13839.45
"2012-13","December","NPK","Odisha",25000.0,35918.3
"2012-13","December","TSP","Odisha",0.0,0.0
"2012-13","December","UREA","Odisha",18000.0,20341.147
"2012-13","December","DAP","Pondicherry",1000.0,20.0
"2012-13","December","MAP","Pondicherry",0.0,0.0
"2012-13","December","MOP","Pondicherry",500.0,0.0
"2012-13","December","NPK","Pondicherry",2350.0,744.15
"2012-13","December","TSP","Pondicherry",0.0,0.0
"2012-13","December","UREA","Pondicherry",2000.0,265.0
"2012-13","December","DAP","Punjab",10000.0,72378.75
"2012-13","December","MAP","Punjab",0.0,0.0
"2012-13","December","MOP","Punjab",5000.0,3574.6
"2012-13","December","NPK","Punjab",2500.0,2328.65
"2012-13","December","TSP","Punjab",0.0,3355.3
"2012-13","December","UREA","Punjab",300000.0,3704.05
"2012-13","December","DAP","Rajasthan",24680.0,62784.25
"2012-13","December","MAP","Rajasthan",0.0,0.0
"2012-13","December","MOP","Rajasthan",590.0,4916.7
"2012-13","December","NPK","Rajasthan",5000.0,4312.75
"2012-13","December","TSP","Rajasthan",0.0,3526.25
"2012-13","December","UREA","Rajasthan",292000.0,18247.845
"2012-13","December","DAP","Sikkim",0.0,0.0
"2012-13","December","MAP","Sikkim",0.0,0.0
"2012-13","December","MOP","Sikkim",0.0,0.0
"2012-13","December","NPK","Sikkim",0.0,0.0
"2012-13","December","TSP","Sikkim",0.0,0.0
"2012-13","December","UREA","Sikkim",0.0,0.0
"2012-13","December","DAP","Tamil Nadu",40000.0,30813.4
"2012-13","December","MAP","Tamil Nadu",0.0,0.0
"2012-13","December","MOP","Tamil Nadu",68000.0,4526.38
"2012-13","December","NPK","Tamil Nadu",71670.0,29800.0
"2012-13","December","TSP","Tamil Nadu",0.0,0.0
"2012-13","December","UREA","Tamil Nadu",146000.0,14009.55
"2012-13","December","DAP","Tripura",810.0,0.0
"2012-13","December","MAP","Tripura",0.0,0.0
"2012-13","December","MOP","Tripura",2160.0,0.0
"2012-13","December","NPK","Tripura",0.0,0.0
"2012-13","December","TSP","Tripura",0.0,0.0
"2012-13","December","UREA","Tripura",3100.0,6.8
"2012-13","December","DAP","Uttar Pradesh",50000.0,222769.05
"2012-13","December","MAP","Uttar Pradesh",0.0,0.0
"2012-13","December","MOP","Uttar Pradesh",45000.0,12174.95
"2012-13","December","NPK","Uttar Pradesh",125000.0,72393.65
"2012-13","December","TSP","Uttar Pradesh",0.0,16125.25
"2012-13","December","UREA","Uttar Pradesh",850000.0,36298.45
"2012-13","December","DAP","Uttaranchal",5000.0,1467.4
"2012-13","December","MAP","Uttaranchal",0.0,0.0
"2012-13","December","MOP","Uttaranchal",500.0,0.0
"2012-13","December","NPK","Uttaranchal",7500.0,7099.3
"2012-13","December","TSP","Uttaranchal",0.0,0.0
"2012-13","December","UREA","Uttaranchal",30000.0,5138.75
"2012-13","December","DAP","West Bengal",46970.0,47771.845
"2012-13","December","MAP","West Bengal",0.0,0.0
"2012-13","December","MOP","West Bengal",47120.0,19411.0
"2012-13","December","NPK","West Bengal",96140.0,78727.69
"2012-13","December","TSP","West Bengal",0.0,7377.55
"2012-13","December","UREA","West Bengal",165000.0,29390.672
"2012-13","January","DAP","Andaman & Nicobar",0.0,0.0
"2012-13","January","MAP","Andaman & Nicobar",0.0,0.0
"2012-13","January","MOP","Andaman & Nicobar",500.0,0.0
"2012-13","January","NPK","Andaman & Nicobar",0.0,0.0
"2012-13","January","TSP","Andaman & Nicobar",0.0,0.0
"2012-13","January","UREA","Andaman & Nicobar",0.0,0.0
"2012-13","January","DAP","Andhra Pradesh",75000.0,88111.5
"2012-13","January","MAP","Andhra Pradesh",0.0,11.85
"2012-13","January","MOP","Andhra Pradesh",50000.0,45798.76
"2012-13","January","NPK","Andhra Pradesh",175000.0,169362.248
"2012-13","January","TSP","Andhra Pradesh",0.0,0.0
"2012-13","January","UREA","Andhra Pradesh",350000.0,82421.81
"2012-13","January","DAP","Arunachal Pradesh",60.0,0.0
"2012-13","January","MAP","Arunachal Pradesh",0.0,0.0
"2012-13","January","MOP","Arunachal Pradesh",30.0,0.0
"2012-13","January","NPK","Arunachal Pradesh",0.0,0.0
"2012-13","January","TSP","Arunachal Pradesh",0.0,0.0
"2012-13","January","UREA","Arunachal Pradesh",50.0,0.0
"2012-13","January","DAP","Assam",9200.0,6828.55
"2012-13","January","MAP","Assam",0.0,0.0
"2012-13","January","MOP","Assam",20700.0,15587.15
"2012-13","January","NPK","Assam",4600.0,1986.8
"2012-13","January","TSP","Assam",0.0,0.0
"2012-13","January","UREA","Assam",41000.0,7953.25
"2012-13","January","DAP","Bihar",25000.0,61813.7
"2012-13","January","MAP","Bihar",0.0,0.0
"2012-13","January","MOP","Bihar",10000.0,17026.15
"2012-13","January","NPK","Bihar",20000.0,38128.25
"2012-13","January","TSP","Bihar",0.0,7673.75
"2012-13","January","UREA","Bihar",235000.0,19449.0
"2012-13","January","DAP","Chandigarh",0.0,0.0
"2012-13","January","MAP","Chandigarh",0.0,0.0
"2012-13","January","MOP","Chandigarh",0.0,0.0
"2012-13","January","NPK","Chandigarh",0.0,0.0
"2012-13","January","TSP","Chandigarh",0.0,0.0
"2012-13","January","UREA","Chandigarh",0.0,0.0
"2012-13","January","DAP","Chattishgarh",20000.0,30664.55
"2012-13","January","MAP","Chattishgarh",0.0,0.0
"2012-13","January","MOP","Chattishgarh",10000.0,21021.4
"2012-13","January","NPK","Chattishgarh",10000.0,15063.65
"2012-13","January","TSP","Chattishgarh",0.0,3858.25
"2012-13","January","UREA","Chattishgarh",40000.0,24611.2
"2012-13","January","DAP","Dadra & Nagar Haveli",20.0,22.6
"2012-13","January","MAP","Dadra & Nagar Haveli",0.0,0.0
"2012-13","January","MOP","Dadra & Nagar Haveli",0.0,0.0
"2012-13","January","NPK","Dadra & Nagar Haveli",0.0,30.95
"2012-13","January","TSP","Dadra & Nagar Haveli",0.0,0.0
"2012-13","January","UREA","Dadra & Nagar Haveli",40.0,37.15
"2012-13","January","DAP","Daman & Diu",0.0,0.0
"2012-13","January","MAP","Daman & Diu",0.0,0.0
"2012-13","January","MOP","Daman & Diu",0.0,0.0
"2012-13","January","NPK","Daman & Diu",0.0,0.0
"2012-13","January","TSP","Daman & Diu",0.0,0.0
"2012-13","January","UREA","Daman & Diu",0.0,0.0
"2012-13","January","DAP","Delhi",150.0,0.0
"2012-13","January","MAP","Delhi",0.0,0.0
"2012-13","January","MOP","Delhi",150.0,0.0
"2012-13","January","NPK","Delhi",60.0,0.0
"2012-13","January","TSP","Delhi",0.0,0.0
