-----
{
 "description": "The table refers to Block wise Distribution of Surface Lift Schemes (on Tank/Pond) in use and their Potential Created and Utilized according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.19.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Lift Schemes (on Tank/Pond) in use and their Potential Created and Utilized according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.19.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No. in use - Public,No. in use - Private,No. in use - Total,Potential created (Ha) - Public,Potential created (Ha) - Private,Potential created (Ha) - Total,Potential utilised (Ha) - Public,Potential utilised (Ha) - Private,Potential utilised (Ha) - Total
HIMACHAL PRADESH,Hamirpur,TIHRA SUJANPUR,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Kangra,BAIJNATH,1,0,1,72,0,72,61,0,61
HIMACHAL PRADESH,Kangra,BAROH,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Kangra,DERA GOPIPUR,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Kangra,FATEHPUR (ST),0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Kangra,INDORA,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Kangra,JAISINGHPUR,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Kangra,JASWAN,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Kangra,JAWALI,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Kangra,KANGRA,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Kangra,NURPUR,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Kangra,PALAMPUR,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Kangra,RAKKAR (ST),0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Kangra,THURAL (ST),0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Kullu,ANI (ST),0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Kullu,KULLU,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Lahul & Spiti,UDAIPUR (ST),0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Mandi,AUT (ST),0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Mandi,BALDWARA (ST),0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Mandi,DHARAMPUR (ST),0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Mandi,JOGINDARNAGAR,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Mandi,KARSOG,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Mandi,MANDI,6,0,6,226,0,226,77,0,77
HIMACHAL PRADESH,Mandi,PADHAR,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Mandi,SARKAGHAT,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Mandi,SUNDARNAGAR,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Shimla,CHAUPAL,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Shimla,JUBBAL,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Shimla,ROHRU,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Shimla,SEONI,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Shimla,THEOG,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Sirmaur,DADAHU (ST),0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Sirmaur,NAHAN,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Sirmaur,PACHHAD,0,1,1,0,267,267,0,7,7
HIMACHAL PRADESH,Sirmaur,PAJHAUTA,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Sirmaur,PAONTA SAHIB,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Sirmaur,RAJGARH,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Sirmaur,RENUKA,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Solan,ARKI,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Solan,KANDAGHAT,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Solan,KRISHANGARH (ST),0,1,1,0,0,0,0,0,0
HIMACHAL PRADESH,Solan,NALAGARH,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Solan,RAMSHAHR (ST),0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Solan,SOLAN,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Una,AMB,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Una,BANGANA,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Una,UNA,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,ANANTNAG,ACHABAL,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,ANANTNAG,DACHNIPORA,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,ANANTNAG,LARKI PORA,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,ANANTNAG,QAIMOH,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BADGAM,B.K. PORA,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BADGAM,BUDGAM,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BADGAM,CHADOORA,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BADGAM,KHANSAHIB,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BADGAM,NAGAM,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BADGAM,TEH. CHADOORA,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BARAMULLA,AJAS,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BARAMULLA,BARAMULLA,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BARAMULLA,BONIYAR,1,0,1,26,0,26,26,0,26
JAMMU & KASHMIR,BARAMULLA,DANGIWACHA,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BARAMULLA,GUNDI SADERKOOT,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BARAMULLA,GUREZ,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BARAMULLA,HAJIN,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BARAMULLA,KOSUM BAGH,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BARAMULLA,PATTAN,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BARAMULLA,SAFA PORA,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BARAMULLA,SOPORE,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,BARAMULLA,SUMBAL,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,DODA,PADDAR,18,0,18,1362,0,1362,1362,0,1362
JAMMU & KASHMIR,JAMMU,MARH,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,JAMMU,R. S. PURA,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,JAMMU,SAMBA,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KATHUA,BARNOTI,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KATHUA,BILLAWAR,1,2,3,2,17,19,2,17,19
JAMMU & KASHMIR,KATHUA,GHAGWAL,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KATHUA,HIRANAGAR,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KATHUA,KATHUA,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KATHUA,TEH. HIRANAGAR,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,KUPWARA,SOGAM,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,POONCH,POONCH,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,PULWAMA,KAKAPORA,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,PULWAMA,PAMPORE,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,PULWAMA,PULWAMA,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,PULWAMA,SHOPIAN,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,PULWAMA,TRAL,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAJOURI,NOWSHERA,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAJOURI,RAJOURI,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,RAJOURI,SUNDERBANI,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,SRINAGAR,LAR,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,SRINAGAR,SRINAGAR,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,UDHAMPUR,POUNI,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,UDHAMPUR,REASI,0,0,0,0,0,0,0,0,0
JAMMU & KASHMIR,UDHAMPUR,UDHAMPUR,0,0,0,0,0,0,0,0,0
JHARKHAND,BOKARO,CHANDANKIYARI,0,2,2,0,1,1,0,1,1
JHARKHAND,BOKARO,CHAS,161,216,377,569,300,869,493,294,787
JHARKHAND,BOKARO,KASMAR,15,34,49,66,13,79,54,12,67
JHARKHAND,CHATRA,CHATRA,0,0,0,0,0,0,0,0,0
JHARKHAND,CHATRA,GIDHAUR,0,0,0,0,0,0,0,0,0
JHARKHAND,CHATRA,HANTARGANJ,2,0,2,8,0,8,8,0,8
JHARKHAND,CHATRA,LAWALONG,0,8,8,0,26,26,0,25,25
JHARKHAND,CHATRA,PRATAPPUR,4,0,4,0,0,0,0,0,0
JHARKHAND,CHATRA,SIMARIA,8,0,8,24,0,24,22,0,22
JHARKHAND,CHATRA,TANDVA,6,4,10,22,11,33,21,11,31
JHARKHAND,DEOGHAR,DEOGHAR,52,9,61,450,62,511,379,57,436
JHARKHAND,DEOGHAR,DEVIPUR,0,0,0,0,0,0,0,0,0
JHARKHAND,DEOGHAR,KAROO,0,0,0,0,0,0,0,0,0
JHARKHAND,DEOGHAR,MADHUPUR,0,0,0,0,0,0,0,0,0
JHARKHAND,DEOGHAR,MOHANPUR,1,5,6,2,5,7,1,4,5
JHARKHAND,DEOGHAR,PALOJORI,0,0,0,0,0,0,0,0,0
JHARKHAND,DEOGHAR,SARATH,0,0,0,0,0,0,0,0,0
JHARKHAND,DEOGHAR,SARRAMA,0,0,0,0,0,0,0,0,0
JHARKHAND,DHANBAD,BALIYAPUR,0,23,23,0,29,29,0,10,10
JHARKHAND,DHANBAD,DHANBAD,0,2,2,0,0,0,0,0,0
JHARKHAND,DHANBAD,GOBINDPUR,0,0,0,0,0,0,0,0,0
JHARKHAND,DHANBAD,JHARIYA,1,0,1,3,0,3,1,0,1
JHARKHAND,DHANBAD,NIRSA,0,0,0,0,0,0,0,0,0
JHARKHAND,DHANBAD,TOPCHANCHI,11,16,27,37,57,94,11,22,34
JHARKHAND,DHANBAD,TUNDI,12,6,18,43,13,56,15,3,18
JHARKHAND,DUMKA,DUMKA,0,2,2,0,3,3,0,2,2
JHARKHAND,DUMKA,GOPIKANDAR,0,0,0,0,0,0,0,0,0
JHARKHAND,DUMKA,JAMA,3,4,7,10,12,22,9,11,20
JHARKHAND,DUMKA,JARMUNDI,0,7,7,0,20,20,0,10,10
JHARKHAND,DUMKA,KATIKUND,3,61,64,2,61,64,2,35,37
JHARKHAND,DUMKA,MASALIA,1,1,2,5,4,9,1,2,3
JHARKHAND,DUMKA,RAMGARH,13,25,38,23,33,56,20,29,50
JHARKHAND,DUMKA,RANESHWAR,50,471,521,62,497,558,42,314,355
JHARKHAND,DUMKA,SAREYAHAT,4,3,7,13,8,22,13,7,20
JHARKHAND,DUMKA,SHIKARIPADA,43,477,520,130,970,1099,107,778,886
JHARKHAND,GARHWA,BHANDARIYA,0,0,0,0,0,0,0,0,0
JHARKHAND,GARHWA,BHAVNATHPUR,0,0,0,0,0,0,0,0,0
JHARKHAND,GARHWA,CHINIYA,11,0,11,30,0,30,30,0,30
JHARKHAND,GARHWA,DANDAI,0,0,0,0,0,0,0,0,0
JHARKHAND,GARHWA,DHURAKI,1,10,11,1,26,27,1,24,25
JHARKHAND,GARHWA,GADAWA,0,0,0,0,0,0,0,0,0
JHARKHAND,GARHWA,KHARAUNDI,0,0,0,0,0,0,0,0,0
JHARKHAND,GARHWA,MANJHIAON,0,0,0,0,0,0,0,0,0
JHARKHAND,GARHWA,MERAL,0,0,0,0,0,0,0,0,0
JHARKHAND,GARHWA,NAGAR UTARI,0,1,1,0,2,2,0,2,2
JHARKHAND,GARHWA,RAMNA,0,0,0,0,0,0,0,0,0
JHARKHAND,GARHWA,RANKA,1,24,25,3,105,108,3,69,72
JHARKHAND,GIRIDIH,BAGODAR,6,5,11,14,4,18,7,4,11
JHARKHAND,GIRIDIH,BENGABAD,50,52,102,149,74,223,91,54,145
JHARKHAND,GIRIDIH,BIRNI,0,0,0,0,0,0,0,0,0
JHARKHAND,GIRIDIH,DHANWAR,0,0,0,0,0,0,0,0,0
JHARKHAND,GIRIDIH,DUMARI,0,0,0,0,0,0,0,0,0
JHARKHAND,GIRIDIH,GANDEY,0,0,0,0,0,0,0,0,0
JHARKHAND,GIRIDIH,GAWA,0,0,0,0,0,0,0,0,0
JHARKHAND,GIRIDIH,GIRIDIH,0,16,16,0,13,13,0,13,13
JHARKHAND,GIRIDIH,JAMUA,8,0,8,49,0,49,33,0,33
JHARKHAND,GIRIDIH,TISRI,23,47,70,75,193,268,44,87,131
JHARKHAND,GODDA,GODDA,4,0,4,17,0,17,15,0,15
JHARKHAND,GODDA,SUNDER PAHARI,0,0,0,0,0,0,0,0,0
JHARKHAND,GUMLA,BISHUNPUR,1,0,1,10,0,10,9,0,9
JHARKHAND,GUMLA,CHAINPUR,1,9,10,4,30,34,0,3,4
JHARKHAND,GUMLA,DUMRI,0,11,11,0,5,5,0,4,4
JHARKHAND,GUMLA,GHAGHRA,0,0,0,0,0,0,0,0,0
JHARKHAND,GUMLA,GUMLA,0,0,0,0,0,0,0,0,0
JHARKHAND,GUMLA,PALKOT,0,0,0,0,0,0,0,0,0
JHARKHAND,GUMLA,SISAI,0,0,0,0,0,0,0,0,0
JHARKHAND,HAZARIBAGH,BARHI,0,0,0,0,0,0,0,0,0
JHARKHAND,HAZARIBAGH,BARKAGAON,1,2,3,2,18,20,2,18,19
JHARKHAND,HAZARIBAGH,BARKATTA,0,0,0,0,0,0,0,0,0
JHARKHAND,HAZARIBAGH,CHOUPARAN,3,0,3,12,0,12,12,0,12
JHARKHAND,HAZARIBAGH,CHURCHU,3,0,3,9,0,9,5,0,5
JHARKHAND,HAZARIBAGH,GANDARI,1,5,6,6,23,30,4,21,26
JHARKHAND,HAZARIBAGH,GOLA,0,0,0,0,0,0,0,0,0
JHARKHAND,HAZARIBAGH,HAZARIBAGH,0,0,0,0,0,0,0,0,0
JHARKHAND,HAZARIBAGH,ICHAK,0,0,0,0,0,0,0,0,0
JHARKHAND,HAZARIBAGH,KATKAMSANDI,0,0,0,0,0,0,0,0,0
JHARKHAND,HAZARIBAGH,PADMA,0,0,0,0,0,0,0,0,0
JHARKHAND,HAZARIBAGH,PATRATU,0,0,0,0,0,0,0,0,0
JHARKHAND,HAZARIBAGH,RAMGARH,0,0,0,0,0,0,0,0,0
JHARKHAND,HAZARIBAGH,VISHNUGARH,0,0,0,0,0,0,0,0,0
JHARKHAND,JAMTARA,JAMTARA,57,617,674,168,931,1098,117,710,827
JHARKHAND,JAMTARA,KUNDHIT,98,1058,1156,103,1456,1559,75,1183,1258
JHARKHAND,JAMTARA,NALA,32,785,817,62,1037,1099,35,667,702
JHARKHAND,JAMTARA,NARAYANPUR,10,28,38,16,40,56,10,29,39
JHARKHAND,KODERMA,CHANDWARA,0,0,0,0,0,0,0,0,0
JHARKHAND,KODERMA,KODERMA,0,0,0,0,0,0,0,0,0
JHARKHAND,KODERMA,MARKATCHHO,0,0,0,0,0,0,0,0,0
JHARKHAND,LATEHAR,BALUMATH,30,49,79,57,179,236,54,150,204
JHARKHAND,LATEHAR,BARWADIH,32,5,37,167,21,187,107,18,125
JHARKHAND,LATEHAR,GARU,5,0,5,14,0,14,10,0,10
JHARKHAND,LATEHAR,LATEHAR,51,31,82,2166,599,2765,559,80,639
JHARKHAND,LATEHAR,MAHUATAND,0,0,0,0,0,0,0,0,0
JHARKHAND,LATEHAR,MANIKA,15,0,15,48,0,48,39,0,39
JHARKHAND,LOHARDAGA,BHANDRA,0,1,1,0,6,6,0,6,6
JHARKHAND,LOHARDAGA,KUDU,1,0,1,35,0,35,27,0,27
JHARKHAND,LOHARDAGA,LOHARDAGA,2,51,53,44,56,100,44,53,97
JHARKHAND,PAKUR,HIRANPUR,0,0,0,0,0,0,0,0,0
JHARKHAND,PAKUR,LITTIPARA,3,0,3,2,0,2,2,0,2
JHARKHAND,PAKUR,MAHESHPUR,0,7,7,0,7,7,0,4,4
JHARKHAND,PAKUR,PAKUR,111,23,134,658,105,763,227,66,293
JHARKHAND,PAKUR,PAKURIYA,0,10,10,0,8,8,0,0,0
JHARKHAND,PALAMU,BISHRAMPUR,0,8,8,0,8,8,0,4,4
JHARKHAND,PALAMU,HARIHARGANJ,1,0,1,50,0,50,50,0,50
JHARKHAND,PALAMU,LESLIGANJ,0,1,1,0,41,41,0,40,40
JHARKHAND,PALAMU,PANKI,0,0,0,0,0,0,0,0,0
JHARKHAND,PALAMU,SATBARWA,1,0,1,6,0,6,4,0,4
JHARKHAND,RANCHI,BUNDU,0,1,1,0,3,3,0,3,3
JHARKHAND,RANCHI,KANKE,0,0,0,0,0,0,0,0,0
JHARKHAND,RANCHI,KARRA,0,0,0,0,0,0,0,0,0
JHARKHAND,RANCHI,KHUNTI,0,17,17,0,22,22,0,21,21
JHARKHAND,RANCHI,LAPUNG,0,0,0,0,0,0,0,0,0
JHARKHAND,RANCHI,MANDAR,0,0,0,0,0,0,0,0,0
JHARKHAND,RANCHI,MURHU,0,0,0,0,0,0,0,0,0
JHARKHAND,RANCHI,ORMANJHI,0,0,0,0,0,0,0,0,0
JHARKHAND,RANCHI,RATU,0,13,13,0,10,10,0,7,7
JHARKHAND,RANCHI,SILLI,0,0,0,0,0,0,0,0,0
JHARKHAND,RANCHI,SONAHATU,9,36,45,52,167,219,52,164,216
JHARKHAND,RANCHI,TAMAR,2,11,13,1,14,16,1,13,14
JHARKHAND,SAHEBGANJ,BARHARWA,453,575,1028,877,899,1776,480,502,982
JHARKHAND,SAHEBGANJ,BARHET,7,153,160,11,159,170,10,120,130
JHARKHAND,SAHEBGANJ,BORIYO,5,6,11,8,6,14,5,5,9
JHARKHAND,SAHEBGANJ,MANDHARI,2,0,2,2,0,2,2,0,2
JHARKHAND,SAHEBGANJ,PATANA,202,102,304,376,178,554,286,138,424
JHARKHAND,SAHEBGANJ,RAJMAHAL,95,78,173,287,260,547,180,138,318
JHARKHAND,SAHEBGANJ,TALJHARI,0,0,0,0,0,0,0,0,0
JHARKHAND,SAHEBGANJ,UDHAWA,303,127,430,1273,439,1711,858,279,1138
JHARKHAND,SARAIKELA,CHANDIL,0,0,0,0,0,0,0,0,0
JHARKHAND,SARAIKELA,GAMHARIYA,0,1,1,0,6,6,0,4,4
JHARKHAND,SARAIKELA,KHARSAVA,0,0,0,0,0,0,0,0,0
JHARKHAND,SARAIKELA,KUCHAI,0,0,0,0,0,0,0,0,0
JHARKHAND,SARAIKELA,NIMDIH,2,37,39,7,38,45,7,22,29
JHARKHAND,SARAIKELA,RAJNAGAR,3,60,63,13,221,234,10,182,193
JHARKHAND,SARAIKELA,SARAIKELA,0,0,0,0,0,0,0,0,0
JHARKHAND,SIMDEGA,BANO,0,2,2,0,5,5,0,2,2
JHARKHAND,SIMDEGA,KOLBA,0,0,0,0,0,0,0,0,0
JHARKHAND,SIMDEGA,KOLEBIRA,0,5,5,0,2,2,0,1,1
JHARKHAND,SIMDEGA,KURDEG,0,0,0,0,0,0,0,0,0
JHARKHAND,SIMDEGA,SIMDEGA,0,2,2,0,2,2,0,1,1
JHARKHAND,SIMDEGA,THETHAI TANGAR,0,10,10,0,21,21,0,5,5
JHARKHAND,WEST SINGHBHUM,BANDGAON,0,0,0,0,0,0,0,0,0
JHARKHAND,WEST SINGHBHUM,CHAKARDHARPUR,1,0,1,6,0,6,5,0,5
JHARKHAND,WEST SINGHBHUM,GOILKERA,0,0,0,0,0,0,0,0,0
JHARKHAND,WEST SINGHBHUM,JAGANATHPUR,0,0,0,0,0,0,0,0,0
JHARKHAND,WEST SINGHBHUM,JHIKPANI,0,0,0,0,0,0,0,0,0
JHARKHAND,WEST SINGHBHUM,KHUNTPANI,0,0,0,0,0,0,0,0,0
JHARKHAND,WEST SINGHBHUM,KUMAR DUNGI,0,0,0,0,0,0,0,0,0
JHARKHAND,WEST SINGHBHUM,MAJHGAON,0,0,0,0,0,0,0,0,0
JHARKHAND,WEST SINGHBHUM,MANJHARI,0,0,0,0,0,0,0,0,0
JHARKHAND,WEST SINGHBHUM,MANOHARPUR,0,0,0,0,0,0,0,0,0
JHARKHAND,WEST SINGHBHUM,NOWAMUNDI,0,0,0,0,0,0,0,0,0
JHARKHAND,WEST SINGHBHUM,SADAR CHAIBASA,0,0,0,0,0,0,0,0,0
JHARKHAND,WEST SINGHBHUM,SHONUWA,0,0,0,0,0,0,0,0,0
JHARKHAND,WEST SINGHBHUM,TANATNAGAR,0,0,0,0,0,0,0,0,0
KARNATAKA,Bagalkote,BADAMI,0,2,2,0,6,6,0,6,6
KARNATAKA,Bagalkote,BAGALKOTE,0,27,27,0,33,33,0,33,33
KARNATAKA,Bagalkote,BILGI,0,0,0,0,0,0,0,0,0
KARNATAKA,Bagalkote,HUNGUND,0,36,36,0,113,113,0,113,113
KARNATAKA,Bagalkote,JAMAKHANDI,0,203,203,0,711,711,0,709,709
KARNATAKA,Bagalkote,MUDHOL,0,29,29,0,80,80,0,65,65
KARNATAKA,Bangalore,ANEKAL,0,0,0,0,0,0,0,0,0
KARNATAKA,Bangalore,BANGALORE EAST,0,152,152,0,96,96,0,96,96
KARNATAKA,Bangalore,BANGALORE SOUTH,0,0,0,0,0,0,0,0,0
KARNATAKA,Bangalore Rural,DODDBALLAPUR,0,0,0,0,0,0,0,0,0
KARNATAKA,Bangalore Rural,HOSKOTE,0,0,0,0,0,0,0,0,0
KARNATAKA,Bangalore Rural,KANAKAPURA,0,32,32,0,38,38,0,35,35
KARNATAKA,Bangalore Rural,MAGADI,0,2,2,0,2,2,0,1,1
KARNATAKA,Bangalore Rural,RAMANAGARA,0,0,0,0,0,0,0,0,0
KARNATAKA,Belgaum,ATHANI,1,383,384,1300,1983,3283,1300,1435,2735
KARNATAKA,Belgaum,BAILAHONGAL,0,0,0,0,0,0,0,0,0
KARNATAKA,Belgaum,BELGAUM,0,0,0,0,0,0,0,0,0
KARNATAKA,Belgaum,CHIKODI,0,0,0,0,0,0,0,0,0
KARNATAKA,Belgaum,GOKAK,1,38,39,480,69,549,235,48,282
KARNATAKA,Belgaum,HUKKERI,0,1,1,0,2,2,0,1,1
KARNATAKA,Belgaum,KHANAPUR,0,24,24,0,74,74,0,61,61
KARNATAKA,Belgaum,RAIBAG,0,61,61,0,427,427,0,403,403
KARNATAKA,Belgaum,RAMDURGA,0,5,5,0,10,10,0,9,9
KARNATAKA,Belgaum,SOUNDATTI,0,0,0,0,0,0,0,0,0
KARNATAKA,Bellary,BELLARY,0,27,27,0,157,157,0,66,66
KARNATAKA,Bellary,HADAGALI,1,45,46,56,891,947,56,558,614
KARNATAKA,Bellary,HAGARIBOMMANAHALLI,0,0,0,0,0,0,0,0,0
KARNATAKA,Bellary,HOSPET,0,4,4,0,18,18,0,13,13
KARNATAKA,Bellary,SANDUR,0,0,0,0,0,0,0,0,0
KARNATAKA,Bellary,SIRUGUPPA,0,75,75,0,701,701,0,454,454
KARNATAKA,Bidar,AURAD,0,72,72,0,196,196,0,172,172
KARNATAKA,Bidar,BASAVAKALYAN,0,0,0,0,0,0,0,0,0
KARNATAKA,Bidar,BHALKI,0,5,5,0,10,10,0,7,7
KARNATAKA,Bidar,BIDAR,1,34,35,202,57,259,200,53,253
KARNATAKA,Bijapur,BASAVANA BAGEWADI,0,0,0,0,0,0,0,0,0
KARNATAKA,Bijapur,BIJAPUR,0,0,0,0,0,0,0,0,0
KARNATAKA,Bijapur,INDI,0,104,104,0,323,323,0,322,322
KARNATAKA,Bijapur,MUDDEBIHAL,0,0,0,0,0,0,0,0,0
KARNATAKA,Bijapur,SINDGI,2,76,78,625,223,848,218,223,441
KARNATAKA,Chamaraja Nagara,GUNDLUPET,1,0,1,700,0,700,567,0,567
KARNATAKA,Chamaraja Nagara,KOLLEGAL,0,0,0,0,0,0,0,0,0
KARNATAKA,Chikmagalur,CHIKMAGALUR,0,20,20,0,176,176,0,0,0
KARNATAKA,Chikmagalur,KADUR,0,0,0,0,0,0,0,0,0
KARNATAKA,Chikmagalur,KOPPA,0,39,39,0,209,209,0,209,209
KARNATAKA,Chikmagalur,MUDIGERE,0,401,401,0,2192,2192,0,2119,2119
KARNATAKA,Chikmagalur,NARASIMHARAJAPURA,0,134,134,0,396,396,0,392,392
KARNATAKA,Chikmagalur,SRINGERI,0,27,27,0,17,17,0,17,17
KARNATAKA,Chikmagalur,TARIKERE,0,1,1,0,3,3,0,3,3
KARNATAKA,Chitradurga,CHALLAKERE,0,0,0,0,0,0,0,0,0
KARNATAKA,Chitradurga,CHITRADURGA,0,0,0,0,0,0,0,0,0
KARNATAKA,Chitradurga,HIRIYUR,0,10,10,0,23,23,0,13,13
KARNATAKA,Chitradurga,HOSDURGA,0,0,0,0,0,0,0,0,0
KARNATAKA,Chitradurga,MOLAKALMURU,0,2,2,0,6,6,0,4,4
KARNATAKA,Dakshina Kannada,BELTHANGADI,0,0,0,0,0,0,0,0,0
KARNATAKA,Dakshina Kannada,BUNTWAL,0,12,12,0,38,38,0,12,12
KARNATAKA,Dakshina Kannada,MANGALORE,0,15,15,0,4,4,0,4,4
KARNATAKA,Dakshina Kannada,PUTTUR,0,3,3,0,9,9,0,4,4
KARNATAKA,Dakshina Kannada,SULLIA,0,35,35,0,31,31,0,31,31
KARNATAKA,Davanagere,CHANNAGIRI,0,58,58,0,215,215,0,215,215
KARNATAKA,Davanagere,DAVANGERE,0,20,20,0,50,50,0,50,50
KARNATAKA,Davanagere,HARIHAR,0,168,168,0,622,622,0,610,610
KARNATAKA,Davanagere,HARPANAHALLI,0,0,0,0,0,0,0,0,0
KARNATAKA,Davanagere,HONNALI,18,9,27,36,29,65,36,28,64
KARNATAKA,Davanagere,JAGALUR,0,0,0,0,0,0,0,0,0
KARNATAKA,Dharwar,DHARWAD,0,0,0,0,0,0,0,0,0
KARNATAKA,Dharwar,KALGHATGI,1,2,3,65,3,68,65,1,66
KARNATAKA,Dharwar,NAVALGUND,0,80,80,0,153,153,0,153,153
KARNATAKA,Gadag,GADAG,0,0,0,0,0,0,0,0,0
KARNATAKA,Gadag,MUNDARGI,0,39,39,0,137,137,0,137,137
KARNATAKA,Gadag,NARGUND,0,45,45,0,200,200,0,199,199
KARNATAKA,Gadag,RON,0,24,24,0,77,77,0,68,68
KARNATAKA,Gadag,SHIRHATTI,0,33,33,0,136,136,0,98,98
KARNATAKA,Gulbarga,AFZALPUR,0,1,1,0,2,2,0,2,2
KARNATAKA,Gulbarga,ALAND,0,0,0,0,0,0,0,0,0
KARNATAKA,Gulbarga,CHINCHOLI,0,9,9,0,31,31,0,31,31
KARNATAKA,Gulbarga,CHITAPUR,0,4,4,0,8,8,0,7,7
