-----
{
 "description": "The table refers to block wise average length of water conveyance channel of surface lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.12.csv", 
 "title": "Download CSV for Blockwise Average length of water conveyance channel of surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.12.csv"
}
-----
-----
{
 "description": "The table refers to block wise average length of water conveyance channel of surface lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.12.csv", 
 "title": "Download CSV for Blockwise Average length of water conveyance channel of surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.12.csv"
}
-----
"State","District","Block","Total Number of Schemes","Average length - Pucca channel","Average length - Kutcha channel","Average length - Underground channel"
"KERALA","MALAPPURAM","WANDOOR",391,1,138,0
"KERALA","PALAKKAD","ALATHUR",698,6,35,49
"KERALA","PALAKKAD","ATTAPPADY",134,30,67,99
"KERALA","PALAKKAD","CHITTUR",9,220,193,103
"KERALA","PALAKKAD","CHITTUR THATHAMANGAL",13,0,45,4
"KERALA","PALAKKAD","KOLLENGODE",420,0,44,7
"KERALA","PALAKKAD","KUZHALMANNAM",20,4,59,24
"KERALA","PALAKKAD","MALAMPUZHA",250,12,53,45
"KERALA","PALAKKAD","MANNARKKAD",248,1,90,4
"KERALA","PALAKKAD","NEMMARA",195,0,102,6
"KERALA","PALAKKAD","OTTAPPALAM",10,0,8,0
"KERALA","PALAKKAD","OTTAPPALAM",10,122,140,0
"KERALA","PALAKKAD","PATTAMBI",50,1181,97,6
"KERALA","PALAKKAD","SHORANNUR",12,323,6,0
"KERALA","PALAKKAD","SREEKRISHNAPURAM",156,0,20,0
"KERALA","PALAKKAD","THRITHALA",7,3159,315,0
"KERALA","PATHANAMTHITTA","ELALTHUR",10,1635,4,44
"KERALA","PATHANAMTHITTA","KOIPURAM",12,825,96,69
"KERALA","PATHANAMTHITTA","KONNI",13,1137,13,15
"KERALA","PATHANAMTHITTA","KULANADA",7,769,722,8
"KERALA","PATHANAMTHITTA","MALLAPPALLY",8,1941,0,0
"KERALA","PATHANAMTHITTA","PANDALAM",5,332,533,0
"KERALA","PATHANAMTHITTA","PARAKODE",4,0,3,67
"KERALA","PATHANAMTHITTA","PULIKEEZHU",9,1570,80,0
"KERALA","THIRUVANANTHAPURAM","NEDUMANGADU",7,0,50,179
"KERALA","THIRUVANANTHAPURAM","VAMANAPURAM",3,50,55,0
"KERALA","THIRUVANANTHAPURAM","VARKKALA",3,25,425,100
"KERALA","THIRUVANANTHAPURAM","VELLANADU",1,25,0,10
"KERALA","THRISSUR","ANTHIKKAD",224,409,1106,40
"KERALA","THRISSUR","CHALAKKUDI",2,2750,1550,280
"KERALA","THRISSUR","CHALAKUDY",12,2239,2193,55
"KERALA","THRISSUR","CHAVAKKAD",4,0,3613,0
"KERALA","THRISSUR","CHERPU",139,357,1024,1
"KERALA","THRISSUR","CHOWANNUR",1,0,4000,0
"KERALA","THRISSUR","IRRINJALAKUDA",56,102,442,11
"KERALA","THRISSUR","KODAKARA",77,67,1101,31
"KERALA","THRISSUR","KODUNGALLOOR",369,0,63,33
"KERALA","THRISSUR","KODUNGALLUR",35,4,204,47
"KERALA","THRISSUR","MALA",12,573,1449,0
"KERALA","THRISSUR","MATHILAKAM",212,875,135,13
"KERALA","THRISSUR","OLLUKKARA",383,7,682,0
"KERALA","THRISSUR","PAZHAYANNUR",31,2367,613,8
"KERALA","THRISSUR","PUZHAKKAL",15,89,1284,140
"KERALA","THRISSUR","THALIKUALAM",388,0,34,167
"KERALA","THRISSUR","VADAKKANCHERRY",66,315,277,0
"KERALA","THRISSUR","VILLANGALLUR",35,0,610,2
"KERALA","WAYANAD","KALPETTA",101,125,307,21
"KERALA","WAYANAD","MANANTHAVADI",239,70,38,0
"KERALA","WAYANAD","SULTHANBATHERY",373,61,107,40
"MADHYA PRADESH","BALAGHAT","BAIHAR",84,1,26,0
"MADHYA PRADESH","BALAGHAT","BALAGHAT",85,2,0,0
"MADHYA PRADESH","BALAGHAT","BIRSA",72,4,0,0
"MADHYA PRADESH","BALAGHAT","KATANGI",34,7,156,0
"MADHYA PRADESH","BALAGHAT","KHAIRLANJI",11,0,9,0
"MADHYA PRADESH","BALAGHAT","KIRNAPUR",88,0,0,0
"MADHYA PRADESH","BALAGHAT","LALBARRA",33,0,25,0
"MADHYA PRADESH","BALAGHAT","LANJI",11,0,7,0
"MADHYA PRADESH","BALAGHAT","PARASWADA",272,0,18,0
"MADHYA PRADESH","BALAGHAT","WARASEONI",13,0,18,0
"MADHYA PRADESH","BASTAR","BAKAWAND",314,0,19,0
"MADHYA PRADESH","BASTAR","BASTAR",881,10,58,0
"MADHYA PRADESH","BASTAR","BHAIRAMGARH",10,0,50,0
"MADHYA PRADESH","BASTAR","BIJAPUR",1,0,20,0
"MADHYA PRADESH","BASTAR","DANTEWARA",7,1,22,0
"MADHYA PRADESH","BASTAR","DARBHA",34,0,25,0
"MADHYA PRADESH","BASTAR","DURGKONDAL",21,0,6,0
"MADHYA PRADESH","BASTAR","FARASGAON",21,0,105,0
"MADHYA PRADESH","BASTAR","GEEDAM",13,9,195,0
"MADHYA PRADESH","BASTAR","KONDAGAON",326,8,45,12
"MADHYA PRADESH","BASTAR","KONTA",16,0,91,0
"MADHYA PRADESH","BASTAR","KOYALIBEDA",16,0,128,0
"MADHYA PRADESH","BASTAR","MAKADI",40,0,30,6
"MADHYA PRADESH","BASTAR","NARAYANPUR",24,5,37,0
"MADHYA PRADESH","BASTAR","TOKAPAL",182,0,80,0
"MADHYA PRADESH","BETUL","AAMLA",829,1,52,45
"MADHYA PRADESH","BETUL","AATHNER",632,0,76,5
"MADHYA PRADESH","BETUL","BETUL",981,4,66,16
"MADHYA PRADESH","BETUL","BHAINSDEHI",970,0,82,17
"MADHYA PRADESH","BETUL","BHEEMPUR",735,0,57,2
"MADHYA PRADESH","BETUL","CHICHOLI",501,0,20,21
"MADHYA PRADESH","BETUL","GHODADONGRI",858,0,39,1
"MADHYA PRADESH","BETUL","MULTAI",459,6,20,39
"MADHYA PRADESH","BETUL","PRABHATPATTANAM",879,0,75,9
"MADHYA PRADESH","BETUL","SHAHPUR",503,0,47,0
"MADHYA PRADESH","BHIND","GOHAD",130,1,92,4
"MADHYA PRADESH","BHIND","MEHGAON",17,0,173,0
"MADHYA PRADESH","BHIND","MITONA (RAUN)",13,0,25,0
"MADHYA PRADESH","BHOPAL","BERASIYA",1497,1,10,59
"MADHYA PRADESH","BHOPAL","PHANDA",1203,2,43,22
"MADHYA PRADESH","BILASPUR","BALAUDA",17,3,0,0
"MADHYA PRADESH","BILASPUR","BILHA",61,0,12,0
"MADHYA PRADESH","BILASPUR","DABHARA",13,0,1,0
"MADHYA PRADESH","BILASPUR","JALJAIPUR",38,0,30,0
"MADHYA PRADESH","BILASPUR","KARTALA",35,0,1,0
"MADHYA PRADESH","BILASPUR","LORMI",23,7,8,0
"MADHYA PRADESH","BILASPUR","MALKHARAUDA",1,0,0,0
"MADHYA PRADESH","BILASPUR","MASTURI",14,0,0,0
"MADHYA PRADESH","BILASPUR","PANDARIYA",71,7,30,12
"MADHYA PRADESH","BILASPUR","PONDI-APRORA",6,0,1,0
"MADHYA PRADESH","CHHATARPUR","BADAMALHARA",1254,0,161,2
"MADHYA PRADESH","CHHATARPUR","BAKSWAHA",285,0,128,22
"MADHYA PRADESH","CHHATARPUR","BIJAWAR",923,0,59,0
"MADHYA PRADESH","CHHATARPUR","CHHATARPUR",340,0,112,0
"MADHYA PRADESH","CHHATARPUR","GAURIHAR",1209,0,68,17
"MADHYA PRADESH","CHHATARPUR","LAUNDI",338,0,32,2
"MADHYA PRADESH","CHHATARPUR","NAUGAON",139,0,117,6
"MADHYA PRADESH","CHHATARPUR","RAJNAGAR",495,10,54,0
"MADHYA PRADESH","CHHINDWARA","AMARWADA",33,0,222,267
"MADHYA PRADESH","CHHINDWARA","CHAURAI",454,0,125,29
"MADHYA PRADESH","CHHINDWARA","CHHINDWARA",521,0,61,24
"MADHYA PRADESH","CHHINDWARA","HARRAI",12,0,74,10
"MADHYA PRADESH","CHHINDWARA","MOHKHED",46,0,27,83
"MADHYA PRADESH","CHHINDWARA","PANDHURNA",1,0,0,0
"MADHYA PRADESH","CHHINDWARA","PARASIYA",581,24,50,20
"MADHYA PRADESH","CHHINDWARA","SAUNSAR",40,0,87,6
"MADHYA PRADESH","DAMOH","DAMOH",1376,2,69,19
"MADHYA PRADESH","DAMOH","HATA",1298,0,71,91
"MADHYA PRADESH","DAMOH","JABERA",2050,2,81,34
"MADHYA PRADESH","DAMOH","PATERA",2104,4,32,82
"MADHYA PRADESH","DAMOH","PATHARIYA",1604,3,70,58
"MADHYA PRADESH","DAMOH","PATIYAGARH",1649,2,41,55
"MADHYA PRADESH","DAMOH","TENDUKHEDA",1980,0,8,88
"MADHYA PRADESH","DATIA","DATIA",51,0,57,0
"MADHYA PRADESH","DEWAS","BAGALI",705,2,32,6
"MADHYA PRADESH","DEWAS","DEWAS",172,3,21,33
"MADHYA PRADESH","DEWAS","KANNAUD",927,21,53,0
"MADHYA PRADESH","DEWAS","KHATEGAON",1105,3,59,55
"MADHYA PRADESH","DEWAS","SONKACHH",199,0,12,105
"MADHYA PRADESH","DEWAS","TONK KHURD",96,0,24,2
"MADHYA PRADESH","DHAR","BADNAWAR",557,0,45,80
"MADHYA PRADESH","DHAR","BANDH",131,0,101,28
"MADHYA PRADESH","DHAR","DHAR",21,0,0,40
"MADHYA PRADESH","DHAR","DHARAMPURI",506,0,36,186
"MADHYA PRADESH","DHAR","GANDHWANI",1223,0,40,3
"MADHYA PRADESH","DHAR","KUKSHI",648,3,5,120
"MADHYA PRADESH","DHAR","MANAWAR",143,0,3,295
"MADHYA PRADESH","DHAR","NALCHHA",229,0,20,61
"MADHYA PRADESH","DHAR","NISARPUR",263,0,59,292
"MADHYA PRADESH","DHAR","SARDARPUR",340,1,52,87
"MADHYA PRADESH","DHAR","TIRLA",437,0,14,117
"MADHYA PRADESH","DURG","BALOD",3,0,6,0
"MADHYA PRADESH","DURG","BEMETARA",59,0,16,3
"MADHYA PRADESH","DURG","BERLA",139,0,35,0
"MADHYA PRADESH","DURG","DHAMDA",51,26,43,25
"MADHYA PRADESH","DURG","DONDI",13,0,87,18
"MADHYA PRADESH","DURG","DONDILOHARA",26,0,83,1
"MADHYA PRADESH","DURG","DURG",194,50,75,19
"MADHYA PRADESH","DURG","GUNDARDEHI",6,0,29,0
"MADHYA PRADESH","DURG","GURUR",128,0,15,0
"MADHYA PRADESH","DURG","NAWAGARH",6,0,58,0
"MADHYA PRADESH","DURG","PATAN",142,0,61,22
"MADHYA PRADESH","DURG","SAJA",66,5,83,1
"MADHYA PRADESH","GUNA","ASHOKNAGAR",1498,0,5,5
"MADHYA PRADESH","GUNA","BAGHOGARH",1047,3,62,6
"MADHYA PRADESH","GUNA","BAMORI",1262,0,64,11
"MADHYA PRADESH","GUNA","CHACHAUDA",808,1,48,9
"MADHYA PRADESH","GUNA","CHANDERI",1160,1,44,4
"MADHYA PRADESH","GUNA","GUNA",440,0,59,22
"MADHYA PRADESH","GUNA","ISAGARH",847,8,32,1
"MADHYA PRADESH","GUNA","MUNGAOLI",1332,1,41,83
"MADHYA PRADESH","GWALIOR","BHANDER",379,3,130,5
"MADHYA PRADESH","GWALIOR","BHITARWAR",230,0,46,0
"MADHYA PRADESH","GWALIOR","DABRA",631,0,64,4
"MADHYA PRADESH","GWALIOR","GHATI GAON",322,7,127,8
"MADHYA PRADESH","GWALIOR","MORAR",169,0,146,46
"MADHYA PRADESH","HOSHANGABAD","BABAI",413,0,49,6
"MADHYA PRADESH","HOSHANGABAD","BANKHEDI",74,0,25,11
"MADHYA PRADESH","HOSHANGABAD","HARDA",1734,0,21,96
"MADHYA PRADESH","HOSHANGABAD","HOSHNAGABAD",966,0,42,11
"MADHYA PRADESH","HOSHANGABAD","KESALI",1241,0,46,39
"MADHYA PRADESH","HOSHANGABAD","KHIRAKIYA",929,1,74,34
"MADHYA PRADESH","HOSHANGABAD","PIPARIA",118,0,30,22
"MADHYA PRADESH","HOSHANGABAD","SEONI MALWA",952,0,93,32
"MADHYA PRADESH","HOSHANGABAD","SOHAGPUR",1112,2,54,19
"MADHYA PRADESH","HOSHANGABAD","TIMARNI",944,0,54,31
"MADHYA PRADESH","INDORE","DEPALPUR",363,1,90,153
"MADHYA PRADESH","INDORE","INDORE",121,0,27,143
"MADHYA PRADESH","INDORE","MHOW",105,0,39,20
"MADHYA PRADESH","INDORE","SANWER",593,0,33,208
"MADHYA PRADESH","JABALPUR","BADWARA",571,9,107,4
"MADHYA PRADESH","JABALPUR","BAMHORIBAND",849,4,27,6
"MADHYA PRADESH","JABALPUR","BARGI",321,4,98,9
"MADHYA PRADESH","JABALPUR","DHIMARKHEDA",281,0,64,17
"MADHYA PRADESH","JABALPUR","KATNI",5,0,29,0
"MADHYA PRADESH","JABALPUR","KUNDAM",58,11,90,0
"MADHYA PRADESH","JABALPUR","PANAGARH",286,100,49,33
"MADHYA PRADESH","JABALPUR","PATAN",142,56,0,149
"MADHYA PRADESH","JABALPUR","RITHI",127,0,37,0
"MADHYA PRADESH","JABALPUR","SHAHPURA",133,164,4,51
"MADHYA PRADESH","JABALPUR","SIHORA",377,4,24,95
"MADHYA PRADESH","JABALPUR","VIJAYRAGHOGARH",13,35,0,0
"MADHYA PRADESH","JHABUA","ALIRAJPUR",311,2,84,57
"MADHYA PRADESH","JHABUA","BHAWRA",201,0,27,93
"MADHYA PRADESH","JHABUA","JHABUA",420,7,137,81
"MADHYA PRADESH","JHABUA","JOBAT",778,3,57,58
"MADHYA PRADESH","JHABUA","KANTHIWADA",105,0,37,160
"MADHYA PRADESH","JHABUA","MEGHNAGAR",485,0,35,9
"MADHYA PRADESH","JHABUA","PETALAWAD",3803,26,49,35
"MADHYA PRADESH","JHABUA","RAMA",1166,2,12,71
"MADHYA PRADESH","JHABUA","RANAPUR",1186,1,6,31
"MADHYA PRADESH","JHABUA","SONDWA",171,5,79,50
"MADHYA PRADESH","JHABUA","THANDLA",2066,6,40,22
"MADHYA PRADESH","JHABUA","UDAIGARH",550,0,85,6
"MADHYA PRADESH","KHANDWA","BALDEE",534,0,54,132
"MADHYA PRADESH","KHANDWA","BURHANPUR",375,23,54,243
"MADHYA PRADESH","KHANDWA","CHHAIGAON MAKHAN",174,5,56,71
"MADHYA PRADESH","KHANDWA","HARSUD",972,4,118,20
"MADHYA PRADESH","KHANDWA","KHAKNER",202,2,81,254
"MADHYA PRADESH","KHANDWA","KHALWA",1655,6,60,65
"MADHYA PRADESH","KHANDWA","KHANDWA",403,0,56,145
"MADHYA PRADESH","KHANDWA","PANDHANA",505,1,43,98
"MADHYA PRADESH","KHANDWA","PUNASA",42,0,110,23
"MADHYA PRADESH","KHARGONE","BADWAH",1242,2,49,171
"MADHYA PRADESH","KHARGONE","BADWANI",815,0,17,141
"MADHYA PRADESH","KHARGONE","BHAGWANPURA",417,3,39,55
"MADHYA PRADESH","KHARGONE","BHEEKANGAON",799,1,36,215
"MADHYA PRADESH","KHARGONE","GOGAWAN",562,0,30,168
"MADHYA PRADESH","KHARGONE","JHIRANYA",474,4,115,61
"MADHYA PRADESH","KHARGONE","KASRAWAD",808,0,0,265
"MADHYA PRADESH","KHARGONE","KHARGONE",742,3,46,89
"MADHYA PRADESH","KHARGONE","MAHESHWAR",658,3,12,162
"MADHYA PRADESH","KHARGONE","NIWALI",235,0,17,29
"MADHYA PRADESH","KHARGONE","PANSEMAL",89,1,27,0
"MADHYA PRADESH","KHARGONE","PATEE",65,0,39,71
"MADHYA PRADESH","KHARGONE","RAJPUR",7,5,41,109
"MADHYA PRADESH","KHARGONE","SEGAON",466,9,68,119
"MADHYA PRADESH","KHARGONE","SENDHWA",447,6,96,42
"MADHYA PRADESH","KHARGONE","THIKARI",516,0,12,162
"MADHYA PRADESH","MANDLA","AMARPUR",10,0,11,0
"MADHYA PRADESH","MANDLA","BAJANG",8,0,0,0
"MADHYA PRADESH","MANDLA","BEEJADANDI",3,0,0,48
"MADHYA PRADESH","MANDLA","BICHHIYA",27,19,9,0
"MADHYA PRADESH","MANDLA","DINDORI",37,2,12,0
"MADHYA PRADESH","MANDLA","GHUGHARI",87,0,6,0
"MADHYA PRADESH","MANDLA","KARANJIYA",43,0,56,0
"MADHYA PRADESH","MANDLA","MANDLA",445,0,28,1
"MADHYA PRADESH","MANDLA","MEHADWANI",1,0,1,0
"MADHYA PRADESH","MANDLA","MOHGAON",44,0,26,2
"MADHYA PRADESH","MANDLA","MOWAS",2,0,2,0
"MADHYA PRADESH","MANDLA","NAINPUR",118,0,19,5
"MADHYA PRADESH","MANDLA","NARAYANGANJ",50,0,36,10
"MADHYA PRADESH","MANDLA","SAMNAPUR",3,25,10,0
"MADHYA PRADESH","MANDLA","SHAHPURA",133,0,38,5
"MADHYA PRADESH","MANDSAUR","BHANPURA",266,3,61,39
"MADHYA PRADESH","MANDSAUR","GAROTH",39,0,13,116
"MADHYA PRADESH","MANDSAUR","JAWAD",102,0,119,8
"MADHYA PRADESH","MANDSAUR","MALHARGARH",481,0,33,24
"MADHYA PRADESH","MANDSAUR","MANASA",290,1,53,60
"MADHYA PRADESH","MANDSAUR","MANDSAUR",296,2,50,138
"MADHYA PRADESH","MANDSAUR","NEEMACH",46,0,95,41
"MADHYA PRADESH","MANDSAUR","SITAMAU",554,0,29,68
"MADHYA PRADESH","MORENA","JAURA",2,0,300,0
"MADHYA PRADESH","MORENA","KARAHAL",554,0,76,0
"MADHYA PRADESH","MORENA","MORENA",4,0,43,0
"MADHYA PRADESH","MORENA","PAHARGARH",128,0,24,24
"MADHYA PRADESH","MORENA","SABALGARH",1,0,70,0
"MADHYA PRADESH","MORENA","SHEOPUR KALAN",797,0,67,0
"MADHYA PRADESH","NARSIMHAPUR","BABAICHICHALI",14,20,96,4
"MADHYA PRADESH","NARSIMHAPUR","CHANWARPATHA",268,6,46,234
"MADHYA PRADESH","NARSIMHAPUR","GOTEGAON",421,42,34,126
"MADHYA PRADESH","NARSIMHAPUR","KARELI",145,17,23,123
"MADHYA PRADESH","NARSIMHAPUR","NARSINGHPUR",675,5,16,198
"MADHYA PRADESH","NARSIMHAPUR","SAINKHEDA",28,0,95,77
"MADHYA PRADESH","PANNA","AJAIGARH",591,0,138,0
"MADHYA PRADESH","PANNA","GUNNAUR",1524,4,59,64
"MADHYA PRADESH","PANNA","PANNA",1114,3,73,0
"MADHYA PRADESH","PANNA","PAWAI",1227,5,83,66
"MADHYA PRADESH","PANNA","SHAHNAGAR",2646,1,98,20
"MADHYA PRADESH","RAIGARH","DHARAMJAIGARH",216,0,19,0
"MADHYA PRADESH","RAIGARH","KANSABEL",14,0,10,0
"MADHYA PRADESH","RAIGARH","KHARASIYA",139,4,40,2
"MADHYA PRADESH","RAIGARH","LALLUNGA",215,0,27,1
"MADHYA PRADESH","RAIGARH","PATTHALGAON",254,0,10,0
"MADHYA PRADESH","RAIGARH","PUSAUR",246,0,4,0
"MADHYA PRADESH","RAIGARH","RAIGARH",820,0,15,0
"MADHYA PRADESH","RAIGARH","SARANGARH",289,0,12,1
"MADHYA PRADESH","RAIGARH","SARIYALENDHA",98,0,69,0
"MADHYA PRADESH","RAIGARH","TAMNAR",81,0,4,0
"MADHYA PRADESH","RAIGARH","TAPKARA",116,0,0,0
"MADHYA PRADESH","RAIPUR","ABHANPUR",29,0,16,2
"MADHYA PRADESH","RAIPUR","BAGBAHRA",25,0,56,0
"MADHYA PRADESH","RAIPUR","BASNA",125,0,10,0
"MADHYA PRADESH","RAIPUR","BHATAPARA",43,0,147,0
"MADHYA PRADESH","RAIPUR","DEOBHOG",12,0,58,0
"MADHYA PRADESH","RAIPUR","DHAMTARI",24,0,31,0
"MADHYA PRADESH","RAIPUR","GARIYABAND",88,2,21,31
"MADHYA PRADESH","RAIPUR","KASDOL",94,4,15,0
"MADHYA PRADESH","RAIPUR","PALARI",546,0,9,0
"MADHYA PRADESH","RAIPUR","PALARI(BALODABAZAR)",252,0,24,3
"MADHYA PRADESH","RAIPUR","PITHORA",143,0,37,0
"MADHYA PRADESH","RAIPUR","RAIPUR(DHARSIWA)",221,22,101,16
"MADHYA PRADESH","RAIPUR","RAJIM",58,0,34,0
"MADHYA PRADESH","RAIPUR","SARAIPALI",403,0,13,0
"MADHYA PRADESH","RAIPUR","SIHAWA",26,0,56,0
"MADHYA PRADESH","RAIPUR","SIMGA",65,0,7,0
"MADHYA PRADESH","RAIPUR","TILDA",102,1,35,0
"MADHYA PRADESH","RAISEN","BARELI",772,0,18,60
"MADHYA PRADESH","RAISEN","BEGAMGANJ",1244,0,1,210
"MADHYA PRADESH","RAISEN","GAIRATGANJ",897,0,0,94
"MADHYA PRADESH","RAISEN","OBEDULLAHGANJ",1169,5,24,184
"MADHYA PRADESH","RAISEN","SANCHI",1252,0,8,164
"MADHYA PRADESH","RAISEN","SILWANI",1327,0,0,193
"MADHYA PRADESH","RAISEN","UDAIPURA",367,0,5,155
"MADHYA PRADESH","RAJGARH","BIAORA",1023,0,47,34
"MADHYA PRADESH","RAJGARH","JEERAPUR",676,0,29,29
"MADHYA PRADESH","RAJGARH","KHILCHIPUR",53,0,157,0
"MADHYA PRADESH","RAJGARH","NARASINGHGARH",765,0,267,15
"MADHYA PRADESH","RAJGARH","PACHAUR (SARANGPUR)",789,12,82,60
"MADHYA PRADESH","RAJGARH","RAJGARH",12,0,35,34
"MADHYA PRADESH","RAJNANDGAON","DONGARGAON",1,200,400,0
"MADHYA PRADESH","RAJNANDGAON","KHALRAGARH",20,0,56,0
"MADHYA PRADESH","RAJNANDGAON","SAHASPURLOHARA",18,0,161,0
"MADHYA PRADESH","RATLAM","ALOT",365,2,89,161
"MADHYA PRADESH","RATLAM","BAJNA",1052,3,96,56
"MADHYA PRADESH","RATLAM","JAWRA",447,5,60,88
"MADHYA PRADESH","RATLAM","PIPLODA",125,1,67,50
"MADHYA PRADESH","RATLAM","RATLAM",391,0,31,83
"MADHYA PRADESH","RATLAM","SAILANA",1037,0,39,12
"MADHYA PRADESH","REWA","GANGEO",568,0,196,2
"MADHYA PRADESH","REWA","HANUMANA",171,1,122,0
"MADHYA PRADESH","REWA","JAWA",427,3,76,0
"MADHYA PRADESH","REWA","MAUGANJ",461,0,86,5
"MADHYA PRADESH","REWA","NAIGARHI",297,81,336,116
"MADHYA PRADESH","REWA","RAIPUR",200,11,187,18
"MADHYA PRADESH","REWA","REWA",206,5,282,35
"MADHYA PRADESH","REWA","SIRMAUR",339,3,304,0
"MADHYA PRADESH","REWA","TYONTHAR",71,8,69,0
"MADHYA PRADESH","SAGAR","BANDA",1494,3,10,74
"MADHYA PRADESH","SAGAR","BEENA",1594,0,0,181
"MADHYA PRADESH","SAGAR","DEORI",4,3,10,81
"MADHYA PRADESH","SAGAR","JAISINAGAR",1980,3,13,100
"MADHYA PRADESH","SAGAR","KESALI",1241,0,20,12
"MADHYA PRADESH","SAGAR","KHURAI",292,0,0,204
"MADHYA PRADESH","SAGAR","MALTHON",1180,0,15,135
"MADHYA PRADESH","SAGAR","RAHATGARH",2092,3,28,51
"MADHYA PRADESH","SAGAR","REHALI",1819,5,9,43
"MADHYA PRADESH","SAGAR","SAGAR",1285,2,34,69
"MADHYA PRADESH","SAGAR","SHAHGARH",1498,0,20,21
"MADHYA PRADESH","SATNA","AMARPATAN",33,215,635,327
"MADHYA PRADESH","SATNA","CHITRAKOOT",818,16,188,19
"MADHYA PRADESH","SATNA","MAIHAR",1037,2,153,0
"MADHYA PRADESH","SATNA","NAGOD",795,1,65,26
"MADHYA PRADESH","SATNA","RAMNAGAR",65,18,187,44
"MADHYA PRADESH","SATNA","RAMPUR",24,0,181,11
"MADHYA PRADESH","SATNA","SATNA",538,42,259,107
"MADHYA PRADESH","SATNA","UNCHEHARA",402,23,183,5
"MADHYA PRADESH","SEHORE","AASHTA",1574,0,13,81
"MADHYA PRADESH","SEHORE","BUDANI",440,0,100,151
"MADHYA PRADESH","SEHORE","ICHHAWER",718,6,11,63
"MADHYA PRADESH","SEHORE","NASRULLAHGANJ",504,10,46,34
"MADHYA PRADESH","SEHORE","SIHORE",1312,1,24,7
"MADHYA PRADESH","SEONI","BARGHAT",170,0,11,14
"MADHYA PRADESH","SEONI","CHHAPARA",482,3,46,19
"MADHYA PRADESH","SEONI","DHANORA",186,0,19,4
"MADHYA PRADESH","SEONI","KAHANAPUS",43,7,30,6
"MADHYA PRADESH","SEONI","KEOLARI",156,2,8,11
"MADHYA PRADESH","SEONI","KURAI",452,1,68,5
"MADHYA PRADESH","SEONI","LAKHNADAUN",689,1,21,5
"MADHYA PRADESH","SEONI","SEONI",5,0,26,1
"MADHYA PRADESH","SHAHDOL","ANUPPUR",49,0,88,36
"MADHYA PRADESH","SHAHDOL","BUDHAR",387,1,82,11
"MADHYA PRADESH","SHAHDOL","BYOHARI",242,25,277,50
"MADHYA PRADESH","SHAHDOL","JAISINGHNAGAR",807,0,50,0
"MADHYA PRADESH","SHAHDOL","JAITAHARI",34,71,107,2
"MADHYA PRADESH","SHAHDOL","KOTAMA",31,0,125,9
"MADHYA PRADESH","SHAHDOL","MANPUR",479,29,250,26
"MADHYA PRADESH","SHAHDOL","PALEE-1",136,17,287,60
"MADHYA PRADESH","SHAHDOL","PALEE-2",500,32,256,58
"MADHYA PRADESH","SHAHDOL","PUSHPRAJGARH",157,0,30,1
"MADHYA PRADESH","SHAHDOL","SOHAGPUR",1112,5,70,7
"MADHYA PRADESH","SHAHDOL","UMARIYA",543,2,166,1
"MADHYA PRADESH","SHAJAPUR","AGAR",675,0,26,182
"MADHYA PRADESH","SHAJAPUR","BAROD",159,0,61,64
"MADHYA PRADESH","SHAJAPUR","KALAPIPALMANDI",507,0,50,145
"MADHYA PRADESH","SHAJAPUR","MOMANBARODIYA",719,0,67,169
"MADHYA PRADESH","SHAJAPUR","SHAJAPUR",776,0,34,159
"MADHYA PRADESH","SHAJAPUR","SUJALPUR",282,13,4,158
"MADHYA PRADESH","SHAJAPUR","SUSNER",399,5,34,195
"MADHYA PRADESH","SHIVPURI","BADARWAS",1460,17,41,5
"MADHYA PRADESH","SHIVPURI","KARERA",363,16,133,0
"MADHYA PRADESH","SHIVPURI","KHANIYADHANA",343,0,94,0
"MADHYA PRADESH","SHIVPURI","KOLARAS",608,0,19,8
"MADHYA PRADESH","SHIVPURI","NARWAR",250,9,205,5
"MADHYA PRADESH","SHIVPURI","PICHHORE",158,5,77,18
"MADHYA PRADESH","SHIVPURI","POHARI",470,0,83,1
"MADHYA PRADESH","SHIVPURI","SHIVPURI",762,0,83,3
"MADHYA PRADESH","SIDHI","BAIDHAN",125,79,247,116
"MADHYA PRADESH","SIDHI","CHITRANGI",368,0,45,16
"MADHYA PRADESH","SIDHI","DEOSAR",148,13,100,24
"MADHYA PRADESH","SIDHI","KUSAMI",121,0,91,0
"MADHYA PRADESH","SIDHI","MAJHAULI",481,4,101,0
"MADHYA PRADESH","SIDHI","RAMPURNEKIN",169,27,151,19
"MADHYA PRADESH","SIDHI","SIDHI",126,21,191,1
"MADHYA PRADESH","SIDHI","SIHAWAL",56,0,73,5
"MADHYA PRADESH","SURGUJA","AMBIKAPUR",104,250,50,0
"MADHYA PRADESH","SURGUJA","BADRAFNAGAR",947,1,12,0
"MADHYA PRADESH","SURGUJA","BALRAMPUR",150,0,0,0
"MADHYA PRADESH","SURGUJA","BATOLI",137,0,69,0
