-----
{
 "description": "The table refers to block wise irrigation potential utilised through Deep Tubewells . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.14.csv", 
 "title": "Download CSV for Block wise Irrigation potential utilised through Deep Tubewells for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.14.csv"
}
-----
"State","District","Block","Actual area irrigated (Ha) - Kharif","Actual area irrigated (Ha) - Rabi","Actual area irrigated (Ha) - Perennial","Actual area irrigated (Ha) - Others"
"UTTAR PRADESH","BARABANKI","MASAULI",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","MAVAI",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","NINDURA",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","PUREDALAI",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","RAM NAGAR",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","RUDAULI",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","SIDDHUAR",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","SIRAULI GOSEPUR",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","SURAT GANJ",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","TRIVEDI GANJ",NA,NA,NA,NA
"UTTAR PRADESH","BAREILLY","AALAMPUR JAFARABAD",4600,5060,0,0
"UTTAR PRADESH","BAREILLY","BAHERI",1162,798,48,12
"UTTAR PRADESH","BAREILLY","BHADPURA",395,385,174,0
"UTTAR PRADESH","BAREILLY","BHOJIPURA",1792,1734,526,90
"UTTAR PRADESH","BAREILLY","BHUTA",2480,2790,0,0
"UTTAR PRADESH","BAREILLY","BITHIRI CHAINPUR",3319,2831,15,12
"UTTAR PRADESH","BAREILLY","FARIDPUR",644,649,50,0
"UTTAR PRADESH","BAREILLY","FATEHGANJ (W)",833,1272,84,12
"UTTAR PRADESH","BAREILLY","KYARA",770,1220,0,110
"UTTAR PRADESH","BAREILLY","MAJHGAWAN",3200,3600,0,0
"UTTAR PRADESH","BAREILLY","MIRGANJ",1950,1950,0,1
"UTTAR PRADESH","BAREILLY","NAWABGANJ",388,447,8,0
"UTTAR PRADESH","BAREILLY","RAM NAGAR",4385,3532,331,0
"UTTAR PRADESH","BAREILLY","RICHHA",717,953,1007,100
"UTTAR PRADESH","BAREILLY","SHERGARH",292,263,28,20
"UTTAR PRADESH","BASTI","BAGHAULEE",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","BAHADUR PUR",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","BANKATI",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","BASTI SADAR",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","GAUR",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","HAISAR BAZAR",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","HARIYA",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","KAPTAN GANG",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","KHALILABAD",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","KUDRAHA",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","MENHDAWAL",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","NATHNAGAR",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","PARASRAMPUR",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","RAM NAGAR",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","RUDHOULI",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","SALTAUA GOPAL PUR",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","SAUGHAT",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","SEMARIYAWAN",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","VIKRAM JOT",NA,NA,NA,NA
"UTTAR PRADESH","BIJNOR","AFJAL GAR",NA,NA,NA,NA
"UTTAR PRADESH","BIJNOR","AKKU NAHTOOR",428,436,466,71
"UTTAR PRADESH","BIJNOR","DHAMPUR",751,681,302,13
"UTTAR PRADESH","BIJNOR","HALDOOR",2089,2093,1250,18
"UTTAR PRADESH","BIJNOR","JALILPUR",742,884,510,17
"UTTAR PRADESH","BIJNOR","KIRATPUR",402,343,216,76
"UTTAR PRADESH","BIJNOR","KOTWALI",20,20,30,0
"UTTAR PRADESH","BIJNOR","MEERPUR HEVMAL",937,907,1178,100
"UTTAR PRADESH","BIJNOR","NAJIVABAD",290,301,167,14
"UTTAR PRADESH","BIJNOR","NOORPUR",767,660,843,141
"UTTAR PRADESH","BIJNOR","SHIVHARA",235,215,259,2
"UTTAR PRADESH","BULANDSHAHR","ANUPSHAHR",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","ARNIRYA",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","B.B. NAGAR",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","BULANDSHAHR",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","DANKAOR",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","DANPUR",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","DIBAI",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","GULAWATHI",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","JAHAGIRABAD",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","JEWAR",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","KHURJA",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","LAKHAWATI",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","PAHASU",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","SHIKARPUR",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","SIANA",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","SIKANDRABAD",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","UNCHAGAON",NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","AUGUSTMUNI",NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","DASHOLI",NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","DEWAL",NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","GAIRSEN",NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","GHAT",NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","JOSHIMATH",NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","KARNPRAYAG",NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","NARAYANBAGGAR",NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","POKHARI",NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","THARALI",NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","UKHIMATH",NA,NA,NA,NA
"UTTAR PRADESH","DEHRADUN","CHAKRATA",NA,NA,NA,NA
"UTTAR PRADESH","DEHRADUN","DOIWALA",363,294,15,16
"UTTAR PRADESH","DEHRADUN","KALSI",NA,NA,NA,NA
"UTTAR PRADESH","DEHRADUN","RAIPUR",46,46,46,0
"UTTAR PRADESH","DEHRADUN","SAHASPUR",1026,1495,56,22
"UTTAR PRADESH","DEHRADUN","VIKAS NAGAR",886,735,230,504
"UTTAR PRADESH","DEORIA","BAITALPUR",1039,1355,185,53
"UTTAR PRADESH","DEORIA","BANKATA",10,10,10,10
"UTTAR PRADESH","DEORIA","BARHAJ",1288,1332,584,57
"UTTAR PRADESH","DEORIA","BHAGALPUR",1314,1745,337,82
"UTTAR PRADESH","DEORIA","BHALUWANI",1184,1868,1363,231
"UTTAR PRADESH","DEORIA","BHATANI",186,279,78,37
"UTTAR PRADESH","DEORIA","BHATPAR RANI",902,798,245,41
"UTTAR PRADESH","DEORIA","DEORIA SADAR",804,1558,109,72
"UTTAR PRADESH","DEORIA","DESAHI DEORIA",0,0,0,0
"UTTAR PRADESH","DEORIA","GAURI BAZAR",772,860,216,140
"UTTAR PRADESH","DEORIA","LAR",571,775,110,2
"UTTAR PRADESH","DEORIA","PATHARDEVA",1,2,1,0
"UTTAR PRADESH","DEORIA","RAMPUR KARKHANA",298,352,19,0
"UTTAR PRADESH","DEORIA","RUDRAPUR",186,252,0,45
"UTTAR PRADESH","DEORIA","SALEMPUR",2318,3073,150,3
"UTTAR PRADESH","ETAH","ALIGANJ",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","AMANPUR",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","AWAGARH",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","GANJDUNDWARA",0,0,0,0
"UTTAR PRADESH","ETAH","JAITHRA",35,48,37,0
"UTTAR PRADESH","ETAH","JALESAR",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","KASGANJ",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","MARAHERA",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","NIDHOLI KALAN",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","PATIYALI",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","SAHAWAR",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","SAKIT",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","SHEETALPUR",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","SIDHPURA",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","SORON",46,111,52,11
"UTTAR PRADESH","ETAWAH","ACHHALDA",NA,NA,NA,NA
"UTTAR PRADESH","ETAWAH","AIRWA KATRA",NA,NA,NA,NA
"UTTAR PRADESH","ETAWAH","AJEETMAL",670,905,0,31
"UTTAR PRADESH","ETAWAH","AURAIYA",2294,2777,9,80
"UTTAR PRADESH","ETAWAH","BADPURA",558,1446,8,52
"UTTAR PRADESH","ETAWAH","BASREHAR",20,400,0,20
"UTTAR PRADESH","ETAWAH","BHAGAY NAGAR",5,40,5,0
"UTTAR PRADESH","ETAWAH","BHARTHANA",0,0,0,0
"UTTAR PRADESH","ETAWAH","BIDHUNA",1515,778,0,0
"UTTAR PRADESH","ETAWAH","CHAKARNAGAR",535,245,20,0
"UTTAR PRADESH","ETAWAH","JASWANT NAGAR",1151,1618,86,3
"UTTAR PRADESH","ETAWAH","MAHEWA",388,765,773,25
"UTTAR PRADESH","ETAWAH","SAHAR",211,377,87,3
"UTTAR PRADESH","ETAWAH","SAIPHAI",NA,NA,NA,NA
"UTTAR PRADESH","ETAWAH","TAKHA",NA,NA,NA,NA
"UTTAR PRADESH","FAIZABAD","AMANI GANJ",NA,NA,NA,NA
"UTTAR PRADESH","FAIZABAD","BIKAPUR",730,985,60,74
"UTTAR PRADESH","FAIZABAD","HASTINPUR",0,0,0,0
"UTTAR PRADESH","FAIZABAD","MASONDHA",205,77,121,6
"UTTAR PRADESH","FAIZABAD","MAYA",NA,NA,NA,NA
"UTTAR PRADESH","FAIZABAD","MILKI PUR",2805,801,211,106
"UTTAR PRADESH","FAIZABAD","PURA",0,0,0,0
"UTTAR PRADESH","FAIZABAD","SOHAWAL",450,310,480,45
"UTTAR PRADESH","FAIZABAD","TARUN",1321,1298,395,387
"UTTAR PRADESH","FARUKHABAD","BADPUR",9,6,0,0
"UTTAR PRADESH","FARUKHABAD","CHHIBRAMAU",87,58,0,0
"UTTAR PRADESH","FARUKHABAD","HASERAN",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","JALABAD",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","KAMALGANJ",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","KANNAUJ",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","KAYAMGUNJ",3,2,0,0
"UTTAR PRADESH","FARUKHABAD","MOHAMMADABAD",12,8,0,0
"UTTAR PRADESH","FARUKHABAD","NAWABGANJ",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","RAJEPUR",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","SAURIKH",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","SHAMSABAD",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","TALGRAM",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","UMARDA",NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","AIRAYA",133,249,251,1
"UTTAR PRADESH","FATEHPUR","AMAULI",757,1560,277,148
"UTTAR PRADESH","FATEHPUR","ASODHAR",275,916,68,40
"UTTAR PRADESH","FATEHPUR","BAHUWA",NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","BHITAURA",NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","DEVMAI",152,557,107,18
"UTTAR PRADESH","FATEHPUR","DHATA",26,116,17,17
"UTTAR PRADESH","FATEHPUR","HASWA",18,27,6,3
"UTTAR PRADESH","FATEHPUR","HATHGAON",NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","KHAJUHA",7,20,12,4
"UTTAR PRADESH","FATEHPUR","MALWAN",NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","TELYANI",NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","VIJAYIPUR",1343,2887,241,319
"UTTAR PRADESH","FIROZABAD","ARANV",2245,5950,430,697
"UTTAR PRADESH","FIROZABAD","EKA",55,80,0,25
"UTTAR PRADESH","FIROZABAD","FIROZABAD",0,0,0,0
"UTTAR PRADESH","FIROZABAD","JASRANA",NA,NA,NA,NA
"UTTAR PRADESH","FIROZABAD","KHAIRGARH/HATBANT",47,164,25,0
"UTTAR PRADESH","FIROZABAD","MADANPUR",NA,NA,NA,NA
"UTTAR PRADESH","FIROZABAD","NARKHI",NA,NA,NA,NA
"UTTAR PRADESH","FIROZABAD","SHIKOHABAD",282,1527,18,39
"UTTAR PRADESH","FIROZABAD","TUNDLA",5,31,0,3
"UTTAR PRADESH","GHAZIABAD","BHOJPUR",672,652,0,0
"UTTAR PRADESH","GHAZIABAD","BISRAKH",184,353,0,0
"UTTAR PRADESH","GHAZIABAD","DADRI",562,722,0,50
"UTTAR PRADESH","GHAZIABAD","DHAULANA",877,942,0,20
"UTTAR PRADESH","GHAZIABAD","GARH",687,806,0,186
"UTTAR PRADESH","GHAZIABAD","HAPUR",1069,1187,0,240
"UTTAR PRADESH","GHAZIABAD","LAUNI",386,398,0,10
"UTTAR PRADESH","GHAZIABAD","MURADNAGAR",613,740,0,0
"UTTAR PRADESH","GHAZIABAD","RAJAPUR",410,400,0,0
"UTTAR PRADESH","GHAZIABAD","SIMBHAWALI",389,421,0,220
"UTTAR PRADESH","GHAZIPUR","BARACHAWAR",NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","BHADORA",NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","BHANWARKOL",NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","DEVKALI",0,0,0,0
"UTTAR PRADESH","GHAZIPUR","JAMANIYA",NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","KARNDA",NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","KASIMABAD",NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","MANIHARI",0,0,2,0
"UTTAR PRADESH","GHAZIPUR","MARADAH",NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","MOHMMADABAD",NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","REVTIPUR",NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","SADAR",0,0,0,0
"UTTAR PRADESH","GHAZIPUR","SADAT",0,0,0,0
"UTTAR PRADESH","GHAZIPUR","SAIDPUR",0,0,8,0
"UTTAR PRADESH","GHAZIPUR","VIRNO",0,0,0,0
"UTTAR PRADESH","GHAZIPUR","ZAKHANIA",0,0,0,0
"UTTAR PRADESH","GONDA","BALRAMPUR",736,1468,662,233
"UTTAR PRADESH","GONDA","BELSAR",185,241,56,50
"UTTAR PRADESH","GONDA","BHABHANJOT",345,359,229,48
"UTTAR PRADESH","GONDA","CHHAPIA",76,83,44,0
"UTTAR PRADESH","GONDA","COLONELGANJ",157,271,106,0
"UTTAR PRADESH","GONDA","GAIDAS BUJURG",440,630,10,0
"UTTAR PRADESH","GONDA","GAISARI",649,1980,559,176
"UTTAR PRADESH","GONDA","HALDAR MAU",5,10,0,2
"UTTAR PRADESH","GONDA","HARRIYA SATGHARWA",1,3,0,0
"UTTAR PRADESH","GONDA","ITIYATHOK",0,0,0,0
"UTTAR PRADESH","GONDA","JHANJHRI",325,515,250,0
"UTTAR PRADESH","GONDA","KATRA BAZAR",108,175,142,0
"UTTAR PRADESH","GONDA","MANKAPUR",0,0,0,0
"UTTAR PRADESH","GONDA","MUJEHNA",827,829,383,1
"UTTAR PRADESH","GONDA","NAWABGANJ",45,75,15,1
"UTTAR PRADESH","GONDA","PACHPARWA",14,12,0,0
"UTTAR PRADESH","GONDA","PANDRIKRIPAL",160,315,470,110
"UTTAR PRADESH","GONDA","PARASPUR",215,540,61,0
"UTTAR PRADESH","GONDA","REHRA BAZAR",370,365,8,82
"UTTAR PRADESH","GONDA","RUPIHDEEH",428,483,69,40
"UTTAR PRADESH","GONDA","SRI DUTTGANJ",243,479,227,16
"UTTAR PRADESH","GONDA","TARABGANJ",15,25,20,10
"UTTAR PRADESH","GONDA","TULSIPUR",90,65,80,0
"UTTAR PRADESH","GONDA","UTTRAULA",129,264,117,0
"UTTAR PRADESH","GONDA","WAZIRGANJ",50,90,26,26
"UTTAR PRADESH","GORAKHPUR","BANSGAON",132,315,0,0
"UTTAR PRADESH","GORAKHPUR","BARAHALGANJ",70,190,0,0
"UTTAR PRADESH","GORAKHPUR","BELGHAT",35,60,0,0
"UTTAR PRADESH","GORAKHPUR","BHATHAT",112,142,1,2
"UTTAR PRADESH","GORAKHPUR","BRAHMPUR",249,361,6,50
"UTTAR PRADESH","GORAKHPUR","CAMPIARGANJ",2720,6800,9520,0
"UTTAR PRADESH","GORAKHPUR","CHARGANWA",306,356,4,19
"UTTAR PRADESH","GORAKHPUR","GAGHA",136,268,31,20
"UTTAR PRADESH","GORAKHPUR","GOLA",794,873,122,71
"UTTAR PRADESH","GORAKHPUR","JANGAL KAURIA",596,1442,242,139
"UTTAR PRADESH","GORAKHPUR","KAURIRAM",194,200,116,72
"UTTAR PRADESH","GORAKHPUR","KHAJANI",1455,883,257,0
"UTTAR PRADESH","GORAKHPUR","KHORABAR",342,413,31,4
"UTTAR PRADESH","GORAKHPUR","PALI",NA,NA,NA,NA
"UTTAR PRADESH","GORAKHPUR","PIPRAICH",250,500,0,250
"UTTAR PRADESH","GORAKHPUR","PIPRAULI",924,1906,175,61
"UTTAR PRADESH","GORAKHPUR","SAHJANWA",1115,1845,496,181
"UTTAR PRADESH","GORAKHPUR","SARDARNAGAR",341,349,259,25
"UTTAR PRADESH","GORAKHPUR","URUWA",883,1734,1983,0
"UTTAR PRADESH","HAMIRPUR","GOHAND",22,370,0,0
"UTTAR PRADESH","HAMIRPUR","KURARA",27,1923,0,0
"UTTAR PRADESH","HAMIRPUR","MAUDAHA",30,598,0,0
"UTTAR PRADESH","HAMIRPUR","MUSKARA",80,510,0,0
"UTTAR PRADESH","HAMIRPUR","RATH",45,96,18,16
"UTTAR PRADESH","HAMIRPUR","SARILA",81,211,0,0
"UTTAR PRADESH","HAMIRPUR","SUMREPUR",5,1424,0,3
"UTTAR PRADESH","HARDOI","AHIROURI",5,5,0,0
"UTTAR PRADESH","HARDOI","BAVAN",95,115,14,0
"UTTAR PRADESH","HARDOI","BEHANDAR",NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","BHARAWAN",NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","BHARKHANI",81,168,3,11
"UTTAR PRADESH","HARDOI","BILGRAM",NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","HARIYAWAN",NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","HARPALPUR",NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","KACHOUNA",NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","KOTHAWAN",NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","MAHDHOGANJ",0,0,0,0
"UTTAR PRADESH","HARDOI","MALLAWAN",NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","PIHANI",0,0,0,0
"UTTAR PRADESH","HARDOI","SANDI",0,0,0,0
"UTTAR PRADESH","HARDOI","SANDILA",0,0,0,0
"UTTAR PRADESH","HARDOI","SHAHABAD",347,511,753,12
"UTTAR PRADESH","HARDOI","SURSA",19,35,1,0
"UTTAR PRADESH","HARDOI","TANDIYAWA",NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","TODARPUR",8,39,30,0
"UTTAR PRADESH","HARDWAR","BAHADRABAD",NA,NA,NA,NA
"UTTAR PRADESH","HARDWAR","BHAGWANPUR",80,77,0,0
"UTTAR PRADESH","HARDWAR","KHANPUR",NA,NA,NA,NA
"UTTAR PRADESH","HARDWAR","LAKSAR",NA,NA,NA,NA
"UTTAR PRADESH","HARDWAR","NARSAN",55,38,60,0
"UTTAR PRADESH","HARDWAR","ROORKEE",5,4,0,0
"UTTAR PRADESH","JALAUN","DAKOR",185,4487,3,39
"UTTAR PRADESH","JALAUN","JALAUN",27,42,0,0
"UTTAR PRADESH","JALAUN","KADAURA",252,4235,60,40
"UTTAR PRADESH","JALAUN","KONCH",203,751,20,10
"UTTAR PRADESH","JALAUN","KUTHAUND",63,170,43,8
"UTTAR PRADESH","JALAUN","MADHOGHARH",4,127,121,0
"UTTAR PRADESH","JALAUN","MAHEBA",2436,7969,11,32
"UTTAR PRADESH","JALAUN","NADIGAON",122,1127,15,7
"UTTAR PRADESH","JALAUN","RAMPURA",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","BADLA PUR",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","BAKSHA",40,40,5,0
"UTTAR PRADESH","JAUNPUR","BARSOTHI",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","DHARMA PUR",30,35,5,5
"UTTAR PRADESH","JAUNPUR","DOBHI",442,721,5,57
"UTTAR PRADESH","JAUNPUR","JALAL PUR",383,528,30,57
"UTTAR PRADESH","JAUNPUR","KARNJAKALA",0,0,0,0
"UTTAR PRADESH","JAUNPUR","KERAKAT",349,616,68,20
"UTTAR PRADESH","JAUNPUR","KHUTHAN",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","M.SHAHAR",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","MADRIYAHU",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","MAHARAJ GANJ",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","MUFTI GANJ",220,345,180,5
"UTTAR PRADESH","JAUNPUR","MUGLA BADSHAH PUR",20,10,0,0
"UTTAR PRADESH","JAUNPUR","RAM NAGAR",44,50,0,0
"UTTAR PRADESH","JAUNPUR","RAMPUR",852,1129,132,108
"UTTAR PRADESH","JAUNPUR","SHAH GANJ",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","SIKRARA",170,170,16,17
"UTTAR PRADESH","JAUNPUR","SIRKONI",526,594,21,50
"UTTAR PRADESH","JAUNPUR","SUITHA KALA",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","SUJAN GANJ",30,20,10,0
"UTTAR PRADESH","JHANSI","BABINA",NA,NA,NA,NA
"UTTAR PRADESH","JHANSI","BADAGAON",40,180,0,0
"UTTAR PRADESH","JHANSI","BAMAUR",NA,NA,NA,NA
"UTTAR PRADESH","JHANSI","BANGRA",NA,NA,NA,NA
"UTTAR PRADESH","JHANSI","CHIRGAON",NA,NA,NA,NA
"UTTAR PRADESH","JHANSI","GURSARAJ",NA,NA,NA,NA
"UTTAR PRADESH","JHANSI","MAURANIPUR",NA,NA,NA,NA
"UTTAR PRADESH","JHANSI","MOTH",NA,NA,NA,NA
"UTTAR PRADESH","KANPUR DEHAT","AKBARPUR",12,29,36,0
"UTTAR PRADESH","KANPUR DEHAT","AMRODHA",832,2930,972,143
"UTTAR PRADESH","KANPUR DEHAT","BILHAUR",411,840,0,95
"UTTAR PRADESH","KANPUR DEHAT","BITARGAON",0,340,0,0
"UTTAR PRADESH","KANPUR DEHAT","CHAUBEPUR",50,75,125,30
"UTTAR PRADESH","KANPUR DEHAT","DERAPUR",66,110,0,0
"UTTAR PRADESH","KANPUR DEHAT","GHATAMPUR",3207,6834,3909,214
"UTTAR PRADESH","KANPUR DEHAT","JHINJAK",117,384,0,6
"UTTAR PRADESH","KANPUR DEHAT","KAKWAN",NA,NA,NA,NA
"UTTAR PRADESH","KANPUR DEHAT","MAITHA",NA,NA,NA,NA
"UTTAR PRADESH","KANPUR DEHAT","MALASA",583,2688,274,0
"UTTAR PRADESH","KANPUR DEHAT","PATARA",22,113,0,0
"UTTAR PRADESH","KANPUR DEHAT","RAJPUR",63,222,110,0
"UTTAR PRADESH","KANPUR DEHAT","RASOOLABAD",NA,NA,NA,NA
"UTTAR PRADESH","KANPUR DEHAT","SANDALPUR",94,170,0,0
"UTTAR PRADESH","KANPUR DEHAT","SARBANKHERA",85,450,10,8
"UTTAR PRADESH","KANPUR DEHAT","SHIVRAJPUR",NA,NA,NA,NA
"UTTAR PRADESH","KANPUR NAGAR","KALYANPUR",NA,NA,NA,NA
"UTTAR PRADESH","KANPUR NAGAR","SARSAUL",490,782,150,170
"UTTAR PRADESH","KANPUR NAGAR","VIDHUNU",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","BANKEYGANJ",250,250,0,0
"UTTAR PRADESH","KHIRI","BEHJAM",371,695,220,151
"UTTAR PRADESH","KHIRI","BIJUA",150,150,0,0
"UTTAR PRADESH","KHIRI","DHAUREHRA",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","ISANAGAR",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","KHUMBHIGOLA",456,605,395,0
"UTTAR PRADESH","KHIRI","LAKHIMPUR",1192,1088,666,81
"UTTAR PRADESH","KHIRI","MITAULI",178,84,0,14
"UTTAR PRADESH","KHIRI","MOHAMMADI",135,167,302,0
"UTTAR PRADESH","KHIRI","NAKAHA",900,776,357,0
"UTTAR PRADESH","KHIRI","NIGHASAN",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","PALIA",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","PASGAWAN",741,1252,548,320
"UTTAR PRADESH","KHIRI","PHOOLBEHAR",490,415,325,0
"UTTAR PRADESH","KHIRI","RAMIA BEHAR",NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","BISHUN PUR",NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","DUDAHI",NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","FAZIL NAGAR",10,10,2,4
"UTTAR PRADESH","KUSHI NAGAR","HATA",NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","KAPTAN GANJ",49,53,21,4
"UTTAR PRADESH","KUSHI NAGAR","KASAYA",119,169,58,0
"UTTAR PRADESH","KUSHI NAGAR","KHADDA",NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","MOTI CHAK",123,112,52,10
"UTTAR PRADESH","KUSHI NAGAR","NEBUAA NAORANGIYA",NA,NA,NA,NA
