-----
{
 "description": "The table refers to block wise distribution of surface lift schemes according to source of finance. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.7.csv", 
 "title": "Download CSV for Blockwise Distribution of surface lift schemes according to finance sources for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.7.csv"
}
-----
"State","District","Block","Government fund","Farmers saving","Loan & Saving","Subsidy & Bank Loan","Subsidy Only","Others","Total"
"KARNATAKA","DAKSHINA KANNADA","PUTTUR",25,13,4,2,0,1,45
"KARNATAKA","DAKSHINA KANNADA","SULLIA",0,11,1,2,0,0,14
"KARNATAKA","DAKSHINA KANNADA","UDUPI",25,2,52,0,0,0,79
"KARNATAKA","DHARWAR","HAVERI",396,337,92,2,1,0,828
"KARNATAKA","DHARWAR","HIREKERUR",0,0,2,0,0,0,2
"KARNATAKA","DHARWAR","KALGHATGI",0,0,0,1,0,0,1
"KARNATAKA","DHARWAR","MUNDARGI",74,80,246,0,0,0,400
"KARNATAKA","DHARWAR","NARAGUND",54,13,42,0,13,0,122
"KARNATAKA","DHARWAR","NAVALAGUND",154,391,20,3,0,0,568
"KARNATAKA","DHARWAR","RANIBENNUR",12,69,275,0,0,0,356
"KARNATAKA","DHARWAR","SAVANUR",37,25,72,2,0,26,162
"KARNATAKA","DHARWAR","SHIRAHATTI",51,75,110,60,0,0,296
"KARNATAKA","GULBARGA","AFZALPUR TALUK",14,43,0,0,0,1,58
"KARNATAKA","GULBARGA","CHINCHOLI",7,2,0,3,0,0,12
"KARNATAKA","GULBARGA","CHITAPUR",0,0,35,0,0,0,35
"KARNATAKA","GULBARGA","GULBARGA",51,15,0,1,0,0,67
"KARNATAKA","GULBARGA","JEWARGI",6,4,54,0,0,0,64
"KARNATAKA","GULBARGA","SAHAPUR",2,0,0,0,0,0,2
"KARNATAKA","GULBARGA","SEDAM",11,5,4,14,0,0,34
"KARNATAKA","GULBARGA","SHORAPUR",10,33,0,0,0,0,43
"KARNATAKA","GULBARGA","YADAGIR",40,0,2,0,0,0,42
"KARNATAKA","HASSAN","ALUR",0,0,3,0,0,0,3
"KARNATAKA","HASSAN","ARASIKERE",0,9,0,0,0,0,9
"KARNATAKA","HASSAN","ARKALGUD",1,1,0,0,0,0,2
"KARNATAKA","HASSAN","BELUR",0,0,0,0,0,0,0
"KARNATAKA","HASSAN","H.N. PURA",1,94,2,4,1,0,102
"KARNATAKA","HASSAN","HASSAN",0,0,0,0,0,0,0
"KARNATAKA","KODAGU","SOMWARPET",8,10,7,0,0,0,25
"KARNATAKA","KOLAR","BAGEPALLI",1,0,0,0,0,0,1
"KARNATAKA","KOLAR","BANGARPET",0,0,0,0,0,0,0
"KARNATAKA","KOLAR","GOWRIBIDANOOR",0,7,0,0,0,1,8
"KARNATAKA","KOLAR","GUDIBANDA",0,0,0,0,0,0,0
"KARNATAKA","KOLAR","MALUR",0,0,0,1,0,0,1
"KARNATAKA","KOLAR","MULABAGAL",1,0,4,0,1,0,6
"KARNATAKA","KOLAR","SIDLAGHATTA",2,0,2,0,0,0,4
"KARNATAKA","KOLAR","SRINIVASAPUR",2,0,0,0,0,0,2
"KARNATAKA","MANDYA","K.R. PET",0,15,0,1,0,0,16
"KARNATAKA","MANDYA","MADDUR",4,0,0,1,0,0,5
"KARNATAKA","MANDYA","MALAVALLY",4,0,0,0,0,0,4
"KARNATAKA","MANDYA","MANDYA",1,0,65,0,0,0,66
"KARNATAKA","MANDYA","NAGAMANGALA",1,2,0,0,1,0,4
"KARNATAKA","MANDYA","PANDAVAPURA",0,0,0,41,0,0,41
"KARNATAKA","MANDYA","SRIRANGAPATNA",2,3,0,0,0,1,6
"KARNATAKA","MYSORE","CHAMARAJANAGAR",3,1,0,0,0,0,4
"KARNATAKA","MYSORE","HEGGADADEVANAKOTE",0,8,3,0,0,0,11
"KARNATAKA","MYSORE","HUNSUR",0,0,0,12,1,0,13
"KARNATAKA","MYSORE","KOLLEGAL",21,0,22,0,0,0,43
"KARNATAKA","MYSORE","MYSORE",2,24,13,3,0,0,42
"KARNATAKA","MYSORE","PERIYAPATNA",34,0,0,0,0,0,34
"KARNATAKA","MYSORE","T. NARASIPURA",0,1,0,0,0,0,1
"KARNATAKA","RAICHUR","DEVADURGA",1,12,0,0,0,0,13
"KARNATAKA","RAICHUR","GANGAVATHI",215,213,17,0,0,0,445
"KARNATAKA","RAICHUR","KOPPAL",65,27,0,2,0,0,94
"KARNATAKA","RAICHUR","KUSHTAGI",0,0,0,0,0,0,0
"KARNATAKA","RAICHUR","LINGASUGUR",43,87,87,1,0,0,218
"KARNATAKA","RAICHUR","MANVI",289,160,38,6,0,0,493
"KARNATAKA","RAICHUR","RAICHUR",213,84,9,0,0,0,306
"KARNATAKA","RAICHUR","SINDHANUR",9,4,0,0,0,0,13
"KARNATAKA","SHIMOGA","BHADRAVATHI",208,41,79,3,0,88,419
"KARNATAKA","SHIMOGA","CHANNAGIRI",6,67,0,0,0,0,73
"KARNATAKA","SHIMOGA","HONNALI",189,292,325,6,2,0,814
"KARNATAKA","SHIMOGA","SAGARA",1,18,0,0,0,0,19
"KARNATAKA","SHIMOGA","SHIKARPUR",100,81,27,0,0,0,208
"KARNATAKA","SHIMOGA","SHIMOGA",150,217,20,0,0,10,397
"KARNATAKA","SHIMOGA","SORAB",119,58,38,1,0,0,216
"KARNATAKA","SHIMOGA","TIRTHAHALLI",134,52,6,15,1,0,208
"KARNATAKA","TUMKUR","CHICKANAYAKANA HALLY",0,0,0,0,14,0,14
"KARNATAKA","TUMKUR","GUBBI",12,50,0,3,1,0,66
"KARNATAKA","TUMKUR","KUNIGAL",12,0,0,0,0,0,12
"KARNATAKA","TUMKUR","TUMKUR",0,42,1,0,0,0,43
"KARNATAKA","UTTARA KANNADA","ANKOLA",4,7,5,0,0,0,16
"KARNATAKA","UTTARA KANNADA","HALYAL",30,8,14,2,0,7,61
"KARNATAKA","UTTARA KANNADA","HONNAVAR",7,0,0,0,0,0,7
"KARNATAKA","UTTARA KANNADA","KARWAR",1,0,0,1,0,0,2
"KARNATAKA","UTTARA KANNADA","KUMTA",0,0,0,0,0,0,0
"KARNATAKA","UTTARA KANNADA","MUNDAGOD",1,0,0,0,0,0,1
"KARNATAKA","UTTARA KANNADA","SIDDAPUR",27,16,0,1,0,0,44
"KARNATAKA","UTTARA KANNADA","SIRSI",9,0,0,3,0,0,12
"KARNATAKA","UTTARA KANNADA","YELLAPUR",1,3,0,0,0,0,4
"KERALA","ALAPUZHA","ALAPUZHA",0,2,0,13,0,0,15
"KERALA","ALAPUZHA","ARIYAD",0,0,0,5,2,0,7
"KERALA","ALAPUZHA","CHAMPAKKULAM",0,10,0,27,2,0,39
"KERALA","ALAPUZHA","HARIPPAD",0,1,6,44,0,0,51
"KERALA","ALAPUZHA","MAVELIKARA",1,0,2,21,0,0,24
"KERALA","ALAPUZHA","MUTHUKULAM",0,6,15,31,31,0,83
"KERALA","ALAPUZHA","PANDALAM",0,0,0,0,0,0,0
"KERALA","ALAPUZHA","VELIYANAD",0,0,0,51,0,0,51
"KERALA","ERANAKULAM","ALANGAD",0,24,0,2,0,0,26
"KERALA","ERANAKULAM","ANGAMALY",25,3,6,0,0,10,44
"KERALA","ERANAKULAM","ANKAMALY",0,0,0,0,0,0,0
"KERALA","ERANAKULAM","COCHIN",10,30,0,0,0,0,40
"KERALA","ERANAKULAM","EDAPPALLY",0,51,0,6,0,0,57
"KERALA","ERANAKULAM","KALAMASSERY",0,2,12,0,0,0,14
"KERALA","ERANAKULAM","KOOVAPPADY",6,0,0,0,0,0,6
"KERALA","ERANAKULAM","KOTHAMANGALAM",0,19,0,0,0,0,19
"KERALA","ERANAKULAM","KOTHAMANGALAM",0,9,6,3,0,0,18
"KERALA","ERANAKULAM","MULAMTHURUTHY",3,50,106,1,0,30,190
"KERALA","ERANAKULAM","MUVATTUPUZHA",27,48,41,3,0,0,119
"KERALA","ERANAKULAM","PALLURUTHY",0,33,0,0,0,0,33
"KERALA","ERANAKULAM","PAMPAKUDA",3,0,1,0,4,0,8
"KERALA","ERANAKULAM","PARAKADAVU",13,5,9,10,1,0,38
"KERALA","ERANAKULAM","PERUMBAVOOR",0,5,0,0,0,0,5
"KERALA","ERANAKULAM","TRIPPUNITHURA",0,187,0,0,0,0,187
"KERALA","ERANAKULAM","VADAVUKODU",1,0,0,0,0,0,1
"KERALA","ERANAKULAM","VAZHAKULAM",0,0,1,0,0,5,6
"KERALA","ERANAKULAM","VYTTILA",2,0,0,94,0,0,96
"KERALA","IDUKKI","AZHUTHA",0,4,0,3,0,7,14
"KERALA","IDUKKI","DEVIKULAM",0,0,0,2,0,0,2
"KERALA","IDUKKI","ELAMDESAM",2,1,5,9,0,0,17
"KERALA","IDUKKI","IDUKKI",1,16,1,53,6,0,77
"KERALA","IDUKKI","KATTAPPANA",3,5,6,7,0,7,28
"KERALA","IDUKKI","NEDUMKADAM",0,0,3,0,4,0,7
"KERALA","IDUKKI","THODUPUZHA",0,17,12,22,0,0,51
"KERALA","IDUKKI","THODUPUZHA",0,4,0,0,0,0,4
"KERALA","KANNUR","IRITTY",0,184,109,8,0,0,301
"KERALA","KANNUR","KUTHUPARAMBA",0,0,0,0,0,0,0
"KERALA","KANNUR","PAYYANNUR",10,115,139,16,0,0,280
"KERALA","KANNUR","PERAVOOR",0,20,28,57,0,0,105
"KERALA","KANNUR","THALIPPARAMBA",0,1,4,0,0,3,8
"KERALA","KANNUR","TRIKKUR",0,0,0,0,0,0,0
"KERALA","KASARAGODE","KANHANGAD",0,0,0,5,15,0,20
"KERALA","KASARAGODE","MANJESWARAM",0,0,0,4,1,2,7
"KERALA","KASARAGODE","NEELESWARAM",9,19,14,9,0,0,51
"KERALA","KOLLAM","ITHIKKARA",0,0,0,1,0,0,1
"KERALA","KOLLAM","KARUNAGAPPALLY",0,0,0,0,0,0,0
"KERALA","KOLLAM","KOTTARAKKARA",0,0,0,0,1,0,1
"KERALA","KOLLAM","PUNALOOR",0,0,1,0,0,0,1
"KERALA","KOLLAM","SASTHAMCOTTA",0,0,0,0,0,0,0
"KERALA","KOLLAM","VETTIKKAVALA",3,0,0,0,1,0,4
"KERALA","KOTTAYAM","CHANGANASSERY",0,1,1,0,0,0,2
"KERALA","KOTTAYAM","ERATTUPETTAH",0,5,0,6,7,0,18
"KERALA","KOTTAYAM","ETTUMANOOR",4,31,16,7,0,3,61
"KERALA","KOTTAYAM","KADUTHURUTHY",0,74,44,89,0,12,219
"KERALA","KOTTAYAM","LALAM",6,3,3,1,1,5,19
"KERALA","KOTTAYAM","MADAPPALLY",0,67,8,1,0,0,76
"KERALA","KOTTAYAM","PALA",0,0,0,3,0,1,4
"KERALA","KOTTAYAM","PALLAM",3,16,2,11,1,2,35
"KERALA","KOTTAYAM","UZHVOOR",5,57,59,28,9,10,168
"KERALA","KOTTAYAM","VAIKOM",1,273,59,188,15,36,572
"KERALA","KOZHIKODE","BALUSSERY",0,0,1,3,0,0,4
"KERALA","KOZHIKODE","CHELANNUR",3,0,38,57,0,0,98
"KERALA","KOZHIKODE","KODUVALLY",1,18,1,44,0,0,64
"KERALA","KOZHIKODE","KUNNAMANGALAM",36,9,39,131,1,0,216
"KERALA","KOZHIKODE","KUNNUMMEL",2,5,16,8,0,0,31
"KERALA","KOZHIKODE","PERAMBRA",0,0,0,0,0,0,0
"KERALA","KOZHIKODE","THODANNUR",4,6,12,6,0,0,28
"KERALA","KOZHIKODE","THUNERI",0,10,5,2,0,0,17
"KERALA","KOZHIKODE","VADAGARA",0,2,9,1,0,0,12
"KERALA","KOZHIKODE","VADAKARA",0,3,3,1,6,0,13
"KERALA","MALAPPURAM","ANDATHODU",0,0,0,0,0,0,0
"KERALA","MALAPPURAM","AREEKODE",43,101,14,1,2,15,176
"KERALA","MALAPPURAM","KONDOTTY",1,31,45,3,0,0,80
"KERALA","MALAPPURAM","KUTTIPPURAM",0,0,0,0,0,0,0
"KERALA","MALAPPURAM","MALAPPURAM",0,21,0,0,0,0,21
"KERALA","MALAPPURAM","MALAPPURAM",0,12,0,0,0,0,12
"KERALA","MALAPPURAM","MANJERI",0,0,0,0,0,0,0
"KERALA","MALAPPURAM","MANKADA",35,111,1,1,0,1,149
"KERALA","MALAPPURAM","NILAMBOOR",36,282,305,292,8,1,924
"KERALA","MALAPPURAM","PERUNTHALMANNA",0,46,3,12,0,38,99
"KERALA","MALAPPURAM","PONNANI",10,6,0,0,0,0,16
"KERALA","MALAPPURAM","THANNUR",1,13,0,0,0,3,17
"KERALA","MALAPPURAM","THIROOR",0,0,0,0,0,0,0
"KERALA","MALAPPURAM","THIRURANGADI",2,82,62,0,0,0,146
"KERALA","MALAPPURAM","VENGARA",9,7,5,0,0,0,21
"KERALA","MALAPPURAM","WANDOOR",20,97,204,63,7,0,391
"KERALA","PALAKKAD","ALATHUR",3,586,78,3,11,6,687
"KERALA","PALAKKAD","ATTAPPADY",0,57,66,1,1,7,132
"KERALA","PALAKKAD","CHITTUR",0,3,4,0,0,0,7
"KERALA","PALAKKAD","CHITTUR THATHAMANGAL",0,8,1,2,2,0,13
"KERALA","PALAKKAD","KOLLENGODE",0,260,10,20,129,1,420
"KERALA","PALAKKAD","KUZHALMANNAM",0,0,3,16,0,1,20
"KERALA","PALAKKAD","MALAMPUZHA",20,185,43,0,2,0,250
"KERALA","PALAKKAD","MANNARKKAD",7,204,6,2,25,4,248
"KERALA","PALAKKAD","NEMMARA",1,140,14,16,16,0,187
"KERALA","PALAKKAD","OTTAPPALAM",0,0,0,0,10,0,10
"KERALA","PALAKKAD","OTTAPPALAM",0,25,0,7,11,0,43
"KERALA","PALAKKAD","PATTAMBI",1,39,0,2,0,0,42
"KERALA","PALAKKAD","SHORANNUR",0,10,0,0,0,0,10
"KERALA","PALAKKAD","SREEKRISHNAPURAM",0,71,1,50,34,0,156
"KERALA","PALAKKAD","THRITHALA",0,0,0,0,0,0,0
"KERALA","PATHANAMTHITTA","ELALTHUR",0,6,1,0,0,0,7
"KERALA","PATHANAMTHITTA","KOIPURAM",1,2,1,2,2,0,8
"KERALA","PATHANAMTHITTA","KONNI",0,1,1,1,1,0,4
"KERALA","PATHANAMTHITTA","KULANADA",0,0,2,2,0,0,4
"KERALA","PATHANAMTHITTA","MALLAPPALLY",0,0,0,0,0,0,0
"KERALA","PATHANAMTHITTA","PANDALAM",0,0,11,0,0,0,11
"KERALA","PATHANAMTHITTA","PARAKODE",0,0,0,4,0,0,4
"KERALA","PATHANAMTHITTA","PULIKEEZHU",0,0,0,0,0,0,0
"KERALA","THIRUVANANTHAPURAM","NEDUMANGADU",0,2,1,3,0,0,6
"KERALA","THIRUVANANTHAPURAM","VAMANAPURAM",0,0,0,2,1,0,3
"KERALA","THIRUVANANTHAPURAM","VARKKALA",1,2,0,0,0,0,3
"KERALA","THIRUVANANTHAPURAM","VELLANADU",1,0,0,0,0,0,1
"KERALA","THRISSUR","ANTHIKKAD",32,103,34,40,11,1,221
"KERALA","THRISSUR","CHALAKKUDI",0,0,0,0,0,0,0
"KERALA","THRISSUR","CHALAKUDY",12,0,0,0,0,0,12
"KERALA","THRISSUR","CHAVAKKAD",0,0,0,0,0,0,0
"KERALA","THRISSUR","CHERPU",4,129,6,0,0,0,139
"KERALA","THRISSUR","CHOWANNUR",0,0,0,0,0,0,0
"KERALA","THRISSUR","IRRINJALAKUDA",11,35,4,0,1,3,54
"KERALA","THRISSUR","KODAKARA",12,60,2,1,0,1,76
"KERALA","THRISSUR","KODUNGALLOOR",0,368,1,0,0,0,369
"KERALA","THRISSUR","KODUNGALLUR",0,35,0,0,0,0,35
"KERALA","THRISSUR","MALA",1,3,0,0,0,0,4
"KERALA","THRISSUR","MATHILAKAM",0,210,0,0,0,0,210
"KERALA","THRISSUR","OLLUKKARA",18,198,159,6,1,0,382
"KERALA","THRISSUR","PAZHAYANNUR",7,9,7,7,0,0,30
"KERALA","THRISSUR","PUZHAKKAL",6,0,8,0,0,0,14
"KERALA","THRISSUR","THALIKUALAM",3,379,0,3,3,0,388
"KERALA","THRISSUR","VADAKKANCHERRY",5,34,16,5,6,0,66
"KERALA","THRISSUR","VILLANGALLUR",1,31,3,0,0,0,35
"KERALA","WAYANAD","KALPETTA",0,62,16,2,0,2,82
"KERALA","WAYANAD","MANANTHAVADI",0,170,41,11,0,8,230
"KERALA","WAYANAD","SULTHANBATHERY",1,262,40,38,14,1,356
"MADHYA PRADESH","BALAGHAT","BAIHAR",0,65,0,18,0,0,83
"MADHYA PRADESH","BALAGHAT","BALAGHAT",0,77,6,1,1,0,85
"MADHYA PRADESH","BALAGHAT","BIRSA",0,72,0,0,0,0,72
"MADHYA PRADESH","BALAGHAT","KATANGI",0,6,0,0,0,0,6
"MADHYA PRADESH","BALAGHAT","KHAIRLANJI",0,11,0,0,0,0,11
"MADHYA PRADESH","BALAGHAT","KIRNAPUR",0,88,0,0,0,0,88
"MADHYA PRADESH","BALAGHAT","LALBARRA",0,14,0,2,0,4,20
"MADHYA PRADESH","BALAGHAT","LANJI",0,4,0,0,0,3,7
"MADHYA PRADESH","BALAGHAT","PARASWADA",0,45,2,130,0,0,177
"MADHYA PRADESH","BALAGHAT","WARASEONI",0,3,10,0,0,0,13
"MADHYA PRADESH","BASTAR","BAKAWAND",57,217,1,34,0,5,314
"MADHYA PRADESH","BASTAR","BASTAR",134,173,106,32,1,433,879
"MADHYA PRADESH","BASTAR","BHAIRAMGARH",2,1,0,0,2,5,10
"MADHYA PRADESH","BASTAR","BIJAPUR",16,22,1,5,0,0,44
"MADHYA PRADESH","BASTAR","DANTEWARA",0,0,0,0,0,0,0
"MADHYA PRADESH","BASTAR","DARBHA",6,0,0,27,0,0,33
"MADHYA PRADESH","BASTAR","DURGKONDAL",0,15,6,0,0,0,21
"MADHYA PRADESH","BASTAR","FARASGAON",0,0,1,0,0,16,17
"MADHYA PRADESH","BASTAR","GEEDAM",0,9,0,0,0,0,9
"MADHYA PRADESH","BASTAR","KONDAGAON",4,283,12,6,0,19,324
"MADHYA PRADESH","BASTAR","KONTA",6,7,0,0,0,0,13
"MADHYA PRADESH","BASTAR","KOYALIBEDA",4,7,0,1,0,3,15
"MADHYA PRADESH","BASTAR","MAKADI",0,0,0,0,1,39,40
"MADHYA PRADESH","BASTAR","NARAYANPUR",0,3,0,0,0,0,3
"MADHYA PRADESH","BASTAR","TOKAPAL",103,1,15,62,0,0,181
"MADHYA PRADESH","BETUL","AAMLA",709,28,3,45,1,43,829
"MADHYA PRADESH","BETUL","AATHNER",559,11,1,0,1,5,577
"MADHYA PRADESH","BETUL","BETUL",868,73,10,9,0,18,978
"MADHYA PRADESH","BETUL","BHAINSDEHI",828,11,17,103,0,0,959
"MADHYA PRADESH","BETUL","BHEEMPUR",671,52,1,1,0,10,735
"MADHYA PRADESH","BETUL","CHICHOLI",261,190,1,48,0,0,500
"MADHYA PRADESH","BETUL","GHODADONGRI",769,42,23,23,0,0,857
"MADHYA PRADESH","BETUL","MULTAI",316,0,14,101,0,0,431
"MADHYA PRADESH","BETUL","PRABHATPATTANAM",798,30,1,49,0,0,878
"MADHYA PRADESH","BETUL","SHAHPUR",387,1,56,58,0,0,502
"MADHYA PRADESH","BHIND","GOHAD",61,0,31,29,9,0,130
"MADHYA PRADESH","BHIND","MEHGAON",5,0,0,8,4,0,17
"MADHYA PRADESH","BHIND","MITONA (RAUN)",5,0,0,0,7,0,12
"MADHYA PRADESH","BHOPAL","BERASIYA",1016,250,30,77,0,123,1496
"MADHYA PRADESH","BHOPAL","PHANDA",773,99,8,248,36,26,1190
"MADHYA PRADESH","BILASPUR","BALAUDA",7,0,0,6,0,0,13
"MADHYA PRADESH","BILASPUR","BILHA",47,1,2,11,0,0,61
"MADHYA PRADESH","BILASPUR","DABHARA",3,0,1,0,0,0,4
"MADHYA PRADESH","BILASPUR","JALJAIPUR",5,1,1,0,0,0,7
"MADHYA PRADESH","BILASPUR","KARTALA",1,3,0,8,0,0,12
"MADHYA PRADESH","BILASPUR","LORMI",22,1,0,0,0,0,23
"MADHYA PRADESH","BILASPUR","MALKHARAUDA",0,0,0,0,0,0,0
"MADHYA PRADESH","BILASPUR","MASTURI",0,0,0,0,0,0,0
"MADHYA PRADESH","BILASPUR","PANDARIYA",58,8,5,0,0,0,71
"MADHYA PRADESH","BILASPUR","PONDI-APRORA",2,1,0,1,0,0,4
"MADHYA PRADESH","CHHATARPUR","BADAMALHARA",259,800,11,114,2,65,1251
"MADHYA PRADESH","CHHATARPUR","BAKSWAHA",61,88,1,130,0,5,285
"MADHYA PRADESH","CHHATARPUR","BIJAWAR",311,105,37,470,0,0,923
"MADHYA PRADESH","CHHATARPUR","CHHATARPUR",221,13,16,79,0,0,329
"MADHYA PRADESH","CHHATARPUR","GAURIHAR",807,201,58,131,0,5,1202
"MADHYA PRADESH","CHHATARPUR","LAUNDI",229,30,3,67,1,0,330
"MADHYA PRADESH","CHHATARPUR","NAUGAON",113,1,4,15,2,0,135
"MADHYA PRADESH","CHHATARPUR","RAJNAGAR",123,3,0,0,0,0,126
"MADHYA PRADESH","CHHINDWARA","AMARWADA",0,32,0,0,0,0,32
"MADHYA PRADESH","CHHINDWARA","CHAURAI",0,417,0,0,0,34,451
"MADHYA PRADESH","CHHINDWARA","CHHINDWARA",0,458,17,0,0,0,475
"MADHYA PRADESH","CHHINDWARA","HARRAI",0,4,0,0,0,7,11
"MADHYA PRADESH","CHHINDWARA","MOHKHED",0,25,0,0,0,5,30
"MADHYA PRADESH","CHHINDWARA","PANDHURNA",0,1,0,0,0,0,1
"MADHYA PRADESH","CHHINDWARA","PARASIYA",0,349,0,11,10,155,525
"MADHYA PRADESH","CHHINDWARA","SAUNSAR",0,33,0,0,0,0,33
"MADHYA PRADESH","DAMOH","DAMOH",650,302,231,113,0,42,1338
"MADHYA PRADESH","DAMOH","HATA",579,141,38,322,0,176,1256
"MADHYA PRADESH","DAMOH","JABERA",535,427,286,416,61,108,1833
"MADHYA PRADESH","DAMOH","PATERA",652,132,78,307,0,423,1592
"MADHYA PRADESH","DAMOH","PATHARIYA",655,542,150,202,7,48,1604
"MADHYA PRADESH","DAMOH","PATIYAGARH",643,580,52,342,2,30,1649
"MADHYA PRADESH","DAMOH","TENDUKHEDA",610,134,79,384,1,678,1886
"MADHYA PRADESH","DATIA","DATIA",0,0,0,51,0,0,51
"MADHYA PRADESH","DEWAS","BAGALI",433,224,0,46,0,0,703
"MADHYA PRADESH","DEWAS","DEWAS",86,65,3,18,0,0,172
"MADHYA PRADESH","DEWAS","KANNAUD",675,138,44,64,2,3,926
"MADHYA PRADESH","DEWAS","KHATEGAON",896,189,7,10,2,0,1104
"MADHYA PRADESH","DEWAS","SONKACHH",108,81,5,5,0,0,199
"MADHYA PRADESH","DEWAS","TONK KHURD",75,16,0,5,0,0,96
"MADHYA PRADESH","DHAR","BADNAWAR",97,279,9,119,0,0,504
"MADHYA PRADESH","DHAR","BANDH",56,16,2,22,0,0,96
"MADHYA PRADESH","DHAR","DHAR",18,2,0,1,0,0,21
"MADHYA PRADESH","DHAR","DHARAMPURI",345,156,1,3,1,0,506
"MADHYA PRADESH","DHAR","GANDHWANI",508,113,79,397,110,0,1207
"MADHYA PRADESH","DHAR","KUKSHI",160,298,175,15,0,0,648
"MADHYA PRADESH","DHAR","MANAWAR",11,75,38,0,19,0,143
"MADHYA PRADESH","DHAR","NALCHHA",23,3,30,32,13,0,101
"MADHYA PRADESH","DHAR","NISARPUR",157,65,34,5,1,0,262
"MADHYA PRADESH","DHAR","SARDARPUR",160,30,15,55,1,32,293
"MADHYA PRADESH","DHAR","TIRLA",156,238,0,22,0,19,435
"MADHYA PRADESH","DURG","BALOD",2,0,0,1,0,0,3
"MADHYA PRADESH","DURG","BEMETARA",4,45,8,2,0,0,59
"MADHYA PRADESH","DURG","BERLA",80,45,8,5,0,0,138
"MADHYA PRADESH","DURG","DHAMDA",32,12,3,4,0,0,51
"MADHYA PRADESH","DURG","DONDI",2,7,4,0,0,0,13
"MADHYA PRADESH","DURG","DONDILOHARA",4,18,2,1,0,1,26
"MADHYA PRADESH","DURG","DURG",64,50,8,69,0,0,191
"MADHYA PRADESH","DURG","GUNDARDEHI",1,0,0,1,0,2,4
"MADHYA PRADESH","DURG","GURUR",7,0,4,117,0,0,128
"MADHYA PRADESH","DURG","NAWAGARH",2,3,1,0,0,0,6
"MADHYA PRADESH","DURG","PATAN",110,26,5,0,0,0,141
"MADHYA PRADESH","DURG","SAJA",3,32,23,0,0,0,58
"MADHYA PRADESH","GUNA","ASHOKNAGAR",578,456,0,11,20,256,1321
"MADHYA PRADESH","GUNA","BAGHOGARH",643,171,25,17,19,12,887
"MADHYA PRADESH","GUNA","BAMORI",364,215,34,269,48,54,984
"MADHYA PRADESH","GUNA","CHACHAUDA",0,0,0,0,0,613,613
"MADHYA PRADESH","GUNA","CHANDERI",613,147,0,287,18,55,1120
"MADHYA PRADESH","GUNA","GUNA",46,229,16,51,0,72,414
"MADHYA PRADESH","GUNA","ISAGARH",457,97,43,69,181,0,847
"MADHYA PRADESH","GUNA","MUNGAOLI",634,296,35,14,353,0,1332
"MADHYA PRADESH","GWALIOR","BHANDER",260,42,1,39,37,0,379
"MADHYA PRADESH","GWALIOR","BHITARWAR",179,6,0,0,45,0,230
"MADHYA PRADESH","GWALIOR","DABRA",187,67,14,229,3,6,506
"MADHYA PRADESH","GWALIOR","GHATI GAON",96,0,57,78,79,0,310
"MADHYA PRADESH","GWALIOR","MORAR",2,145,0,15,4,0,166
"MADHYA PRADESH","HOSHANGABAD","BABAI",271,22,8,65,7,40,413
"MADHYA PRADESH","HOSHANGABAD","BANKHEDI",42,4,1,0,16,2,65
"MADHYA PRADESH","HOSHANGABAD","HARDA",993,587,28,111,3,8,1730
"MADHYA PRADESH","HOSHANGABAD","HOSHNAGABAD",318,291,84,206,3,64,966
"MADHYA PRADESH","HOSHANGABAD","KESALI",436,102,254,318,1,129,1240
"MADHYA PRADESH","HOSHANGABAD","KHIRAKIYA",522,182,44,176,0,0,924
"MADHYA PRADESH","HOSHANGABAD","PIPARIA",100,13,0,1,0,0,114
"MADHYA PRADESH","HOSHANGABAD","SEONI MALWA",570,230,41,107,3,0,951
"MADHYA PRADESH","HOSHANGABAD","SOHAGPUR",446,544,7,101,1,2,1101
"MADHYA PRADESH","HOSHANGABAD","TIMARNI",574,76,136,120,22,0,928
"MADHYA PRADESH","INDORE","DEPALPUR",56,278,1,12,0,14,361
"MADHYA PRADESH","INDORE","INDORE",7,79,25,6,0,0,117
"MADHYA PRADESH","INDORE","MHOW",62,42,1,0,0,0,105
"MADHYA PRADESH","INDORE","SANWER",0,326,0,155,0,15,496
"MADHYA PRADESH","JABALPUR","BADWARA",304,124,1,127,15,0,571
"MADHYA PRADESH","JABALPUR","BAMHORIBAND",501,87,0,209,0,0,797
"MADHYA PRADESH","JABALPUR","BARGI",47,62,129,83,0,0,321
"MADHYA PRADESH","JABALPUR","DHIMARKHEDA",126,120,9,25,0,0,280
"MADHYA PRADESH","JABALPUR","KATNI",0,5,0,0,0,0,5
"MADHYA PRADESH","JABALPUR","KUNDAM",32,26,0,0,0,0,58
"MADHYA PRADESH","JABALPUR","PANAGARH",72,109,3,47,31,0,262
"MADHYA PRADESH","JABALPUR","PATAN",43,68,0,19,0,0,130
"MADHYA PRADESH","JABALPUR","RITHI",121,0,6,0,0,0,127
"MADHYA PRADESH","JABALPUR","SHAHPURA",29,59,43,2,0,0,133
"MADHYA PRADESH","JABALPUR","SIHORA",19,35,16,274,8,0,352
"MADHYA PRADESH","JABALPUR","VIJAYRAGHOGARH",0,0,13,0,0,0,13
