-----
{
 "description": "The table refers to block wise distribution of surface flow schemes by status. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.6.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes by its status for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.6.csv"
}
-----
State,District,Block,Schemes in use,Schemes not in use - Temporary,Schemes not in use - Abandoned (Salinity),Schemes not in use - Dried up,Schemes not in use - Destroyed,Schemess not in use - Others,Total - Schemes not in use,Grand total (Not in use + In use)
UTTAR PRADESH,JAUNPUR,BADLA PUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,BAKSHA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,BARSOTHI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,DHARMA PUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,DOBHI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,JALAL PUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,KARNJAKALA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,KERAKAT,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,KHUTHAN,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,M.SHAHAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,MADRIYAHU,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,MAHARAJ GANJ,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,MUFTI GANJ,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,MUGLA BADSHAH PUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,RAM NAGAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,RAMPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,SHAH GANJ,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,SIKRARA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,SIRKONI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,SUITHA KALA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JAUNPUR,SUJAN GANJ,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JHANSI,BABINA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JHANSI,BADAGAON,16,0,0,0,0,1,1,17
UTTAR PRADESH,JHANSI,BAMAUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JHANSI,BANGRA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JHANSI,CHIRGAON,21,0,0,0,0,0,0,21
UTTAR PRADESH,JHANSI,GURSARAJ,10,0,0,0,0,0,0,10
UTTAR PRADESH,JHANSI,MAURANIPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,JHANSI,MOTH,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,AKBARPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,AMRODHA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,BILHAUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,BITARGAON,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,CHAUBEPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,DERAPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,GHATAMPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,JHINJAK,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,KAKWAN,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,MAITHA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,MALASA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,PATARA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,RAJPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,RASOOLABAD,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,SANDALPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,SARBANKHERA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR DEHAT,SHIVRAJPUR,1,0,0,0,0,0,0,1
UTTAR PRADESH,KANPUR NAGAR,KALYANPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR NAGAR,SARSAUL,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KANPUR NAGAR,VIDHUNU,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,BANKEYGANJ,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,BEHJAM,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,BIJUA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,DHAUREHRA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,ISANAGAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,KHUMBHIGOLA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,LAKHIMPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,MITAULI,5,0,0,0,0,0,0,5
UTTAR PRADESH,KHIRI,MOHAMMADI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,NAKAHA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,NIGHASAN,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,PALIA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,PASGAWAN,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,PHOOLBEHAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KHIRI,RAMIA BEHAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,BISHUN PUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,DUDAHI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,FAZIL NAGAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,HATA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,KAPTAN GANJ,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,KASAYA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,KHADDA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,MOTI CHAK,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,NEBUAA NAORANGIYA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,PADRAUNA,3,0,0,0,0,0,0,3
UTTAR PRADESH,KUSHI NAGAR,RAMKOLA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,SEVARI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,SHUKARAULI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,KUSHI NAGAR,TAMAKUHI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LALITPUR,BAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LALITPUR,BIRDHA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LALITPUR,JAKHAURA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LALITPUR,MANDAWARA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LALITPUR,MEHRONI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LALITPUR,TALBEHAT,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,BAKSHI KA TALAB,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,CHINHAT,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,GOSAIGANJ,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,KAKORI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,MALIHABAD,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,MALL,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,MOHANLALGANJ,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,LUCKNOW,SAROJNINAGAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHOBA,CHARKHARI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHOBA,JAITPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHOBA,KABARAI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHOBA,PANWADI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,BRIDGEMANGANJ,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,DHANI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,GHUGHULI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,LAKSHMIPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,MAHRAJGANJ SADAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,MITHAURA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,NAUTANAWA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,NICHLAUL,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,PANIYARA,7,0,0,0,0,0,0,7
UTTAR PRADESH,MAHRAJGANJ,PARTAWAL,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,PHARENDA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAHRAJGANJ,SISWA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,BARNAHAL,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,BEWAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,GHIROR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,JAGIR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,KARHAL,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,KISHANI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,KURAWALI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,MAINPURI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAINPURI,SULTANGANJ,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,BALDEV,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,CHHATA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,CHOMUHA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,FAREH,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,GOVERDHAN,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,MAAT,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,MATHURA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,NAND GAWON,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,NOHJHIL,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,RAYA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,SADABAB,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MATHURA,SAHPAU,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,BADRAW,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,DOHARIGHAT,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,FATEEHPUR MANDAVA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,GHOSI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,KOPAGANJ,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,MUHAMMDABAD,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,PARDHA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,RANIPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MAU,RATANPURA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,BAGHPAT,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,BARAUT,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,BINAULI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,CHAPROULI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,DAURALA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,HASTINAPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,JANI KHURD,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,KHARKHODA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,KHEKRA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,MACHHRA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,MAWANA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,MEERUT,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,PARIKSHITGARH,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,PILANA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,RAJPURA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,ROHTA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,SARDHANA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MEERUT,SARURPUR KHURD,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MIRZAPUR,CHHANBEY,82,0,0,0,0,0,0,82
UTTAR PRADESH,MIRZAPUR,CITY,15,0,0,0,0,0,0,15
UTTAR PRADESH,MIRZAPUR,HALIYA,725,3,2,2,0,0,7,732
UTTAR PRADESH,MIRZAPUR,JAMALPUR,39,5,0,0,0,0,5,44
UTTAR PRADESH,MIRZAPUR,KONE,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MIRZAPUR,LALGANJ,4,0,0,0,0,0,0,4
UTTAR PRADESH,MIRZAPUR,MAJHWAN,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MIRZAPUR,MARIHAN,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MIRZAPUR,NARAYANPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MIRZAPUR,PAHARI,37,0,0,0,0,0,0,37
UTTAR PRADESH,MIRZAPUR,RAJGARH,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MIRZAPUR,SIKHAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,AMROHA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,ASMOLI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,BANIYA KHERA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,BHAGATPUR TANDA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,BHJOI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,BILARI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,CHHAJLET,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,DHANORA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,DILARI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,GAJROLA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,GANGESHWARI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,HASANPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,JOYA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,KUNDARKEE,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,MORADABAD,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,MUNDAPANDEY,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,PAWANSA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,SAMBHAL,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MORADABAD,THAKURDWARA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,BAGHARA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,BUDHANA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,CHARTHAWAL,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,JANSATH,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,KAIRANA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,KANDHLA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,KHATOLI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,MORNA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,MUZAFFER NAGAR SADAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,PURKAZI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,SHAHPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,SHAMLI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,THANA BHAVAN,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,MUZAFFER NAGAR,UN,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,NAINITAL,BAITALGHAT,346,40,23,16,29,38,146,492
UTTAR PRADESH,NAINITAL,BHIMTAL,279,22,8,10,18,6,64,343
UTTAR PRADESH,NAINITAL,DHARI,300,32,25,14,9,15,95,395
UTTAR PRADESH,NAINITAL,HALDWANI,546,18,6,0,0,2,26,572
UTTAR PRADESH,NAINITAL,KOTABAGH,326,24,10,1,2,8,45,371
UTTAR PRADESH,NAINITAL,OKHELKANDA,336,100,16,22,35,9,182,518
UTTAR PRADESH,NAINITAL,RAMGARH,289,37,22,8,7,0,74,363
UTTAR PRADESH,NAINITAL,RAMNAGAR,243,3,2,0,0,0,5,248
UTTAR PRADESH,PAURI GARHWAL,BIROKHAL,376,17,21,7,8,2,55,431
UTTAR PRADESH,PAURI GARHWAL,DOGADDA,360,30,9,3,2,10,54,414
UTTAR PRADESH,PAURI GARHWAL,DWARIKHAL,125,47,72,10,0,0,129,254
UTTAR PRADESH,PAURI GARHWAL,EKESHWER,90,14,1,0,0,0,15,105
UTTAR PRADESH,PAURI GARHWAL,KALJIKHAL,213,50,40,18,10,10,128,341
UTTAR PRADESH,PAURI GARHWAL,KHIRSU,110,29,52,12,11,10,114,224
UTTAR PRADESH,PAURI GARHWAL,KOT,84,26,25,4,7,5,67,151
UTTAR PRADESH,PAURI GARHWAL,NAUNIDANDA,90,8,3,4,5,7,27,117
UTTAR PRADESH,PAURI GARHWAL,PABO,56,50,27,25,8,6,116,172
UTTAR PRADESH,PAURI GARHWAL,PAURI,92,79,17,18,8,1,123,215
UTTAR PRADESH,PAURI GARHWAL,POKHRA,19,17,12,0,0,0,29,48
UTTAR PRADESH,PAURI GARHWAL,RIKHNIKHAL,228,19,2,9,21,23,74,302
UTTAR PRADESH,PAURI GARHWAL,THALISAIN,100,38,26,7,8,0,79,179
UTTAR PRADESH,PAURI GARHWAL,YAMKESWER,79,19,6,12,1,1,39,118
UTTAR PRADESH,PAURI GARHWAL,ZAHRIKHAL,162,63,81,26,8,16,194,356
UTTAR PRADESH,PILIBHIT,AMREYA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PILIBHIT,BERKHEDA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PILIBHIT,BILSANDA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PILIBHIT,BISALPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PILIBHIT,LALORIKHEDA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PILIBHIT,MARORI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PILIBHIT,PURANPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PITHORAGARH,BARA KOTE,193,0,0,0,0,0,0,193
UTTAR PRADESH,PITHORAGARH,BERENAG,206,0,0,0,0,0,0,206
UTTAR PRADESH,PITHORAGARH,CHAMPWAT,158,0,0,0,0,0,0,158
UTTAR PRADESH,PITHORAGARH,DHARCHULA,61,0,0,0,0,0,0,61
UTTAR PRADESH,PITHORAGARH,DIDIHAT,344,0,0,0,0,0,0,344
UTTAR PRADESH,PITHORAGARH,GANGOLI HAT,370,0,0,0,0,0,0,370
UTTAR PRADESH,PITHORAGARH,KANALI CHENA,317,0,0,0,0,0,0,317
UTTAR PRADESH,PITHORAGARH,LOHAGHAT,51,0,0,0,0,0,0,51
UTTAR PRADESH,PITHORAGARH,MUNA KOT,234,0,0,0,0,0,0,234
UTTAR PRADESH,PITHORAGARH,MUNSHYARI,216,0,0,0,0,0,0,216
UTTAR PRADESH,PITHORAGARH,PATI,157,0,0,0,0,0,0,157
UTTAR PRADESH,PITHORAGARH,PITHORAGARH,220,0,0,0,0,0,0,220
UTTAR PRADESH,PRATAPGARH,AASPUR DEVSARA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,BABAGANJ,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,BIHAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,GAURA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,KALAKANKAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,KUNDA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,LAXMANPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,MANDHATA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,MANGRAURA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,PATTI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,RAMPUR KHAS,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,RAMPUR-SANGRAMGARH.,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,SADAR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,SANDWA CHANDRIKA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,SANGIPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,PRATAPGARH,SHIVGARH,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,AMANWA,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,BACHRAVAN,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,BAHADUR PUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,CHHATOH,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,DALMAU,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,DEEH,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,HARCHANDPUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,JAGAT PUR,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,KHEERO,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,LAL GANJ,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,MAHARAJ GANJ,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,RAHI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,SALON,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,SARANI,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,SATAON,NA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,RAEBARELY,SHIV GARH,NA,NA,NA,NA,NA,NA,NA,NA
