-----
{
 "description": "The table refers to block wise distribution of dugwells by type. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.5.csv", 
 "title": "Download CSV for Block wise Distribution of Dugwells by its type for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.5.csv"
}
-----
"State","District","Block","Pucca","Kuchcha","Dug-cum Borewell","Others","Total"
"TAMIL NADU","TIRUVALLUR","TIRUTTANI",689,108,7,2,806
"TAMIL NADU","TIRUVALLUR","TIRUVELLORE",1,0,12,0,13
"TAMIL NADU","TIRUVANNAMALAI","ANAKKAVUR PT",6420,414,27,18,6879
"TAMIL NADU","TIRUVANNAMALAI","ARANI",6328,563,33,56,6980
"TAMIL NADU","TIRUVANNAMALAI","CHENGAM",8077,2442,34,58,10611
"TAMIL NADU","TIRUVANNAMALAI","CHETPET",7380,466,22,3,7871
"TAMIL NADU","TIRUVANNAMALAI","CHEYYAR PANCHAYAT",5677,666,11,8,6362
"TAMIL NADU","TIRUVANNAMALAI","JAWADHU HILLS",321,81,0,0,402
"TAMIL NADU","TIRUVANNAMALAI","KALASAPAKKAM",8934,493,125,9,9561
"TAMIL NADU","TIRUVANNAMALAI","KILPENNATHUR",7675,1426,36,48,9185
"TAMIL NADU","TIRUVANNAMALAI","PERANAMALLUR",7804,271,119,268,8462
"TAMIL NADU","TIRUVANNAMALAI","POLUR",9828,987,14,3,10832
"TAMIL NADU","TIRUVANNAMALAI","PUDUPALAYAM",7153,981,37,10,8181
"TAMIL NADU","TIRUVANNAMALAI","THANDARAMBATTU",8610,1803,64,17,10494
"TAMIL NADU","TIRUVANNAMALAI","THELLAR",7798,918,180,105,9001
"TAMIL NADU","TIRUVANNAMALAI","THIRUVANNAMALAI",7838,805,65,552,9260
"TAMIL NADU","TIRUVANNAMALAI","THURINJAPURAM",7789,2261,68,7,10125
"TAMIL NADU","TIRUVANNAMALAI","VANDAVASI",6056,1274,55,43,7428
"TAMIL NADU","TIRUVANNAMALAI","VEMBAKKAM PT",4338,783,183,8,5312
"TAMIL NADU","TIRUVANNAMALAI","WEST ARNI",6272,583,320,11,7186
"TAMIL NADU","TIRUVARUR","KORADACHERI",NA,NA,NA,NA,NA
"TAMIL NADU","TIRUVARUR","KOTTUR",2,0,0,0,2
"TAMIL NADU","TIRUVARUR","KUDAVASAL",NA,NA,NA,NA,NA
"TAMIL NADU","TIRUVARUR","MANNARGUDI",5,0,0,0,5
"TAMIL NADU","TIRUVARUR","MUTHUPETTAI",5,0,0,0,5
"TAMIL NADU","TIRUVARUR","NANNILAM",NA,NA,NA,NA,NA
"TAMIL NADU","TIRUVARUR","NEEDAMANGALAM",NA,NA,NA,NA,NA
"TAMIL NADU","TIRUVARUR","THIRUTHURAIPOONDI",NA,NA,NA,NA,NA
"TAMIL NADU","TIRUVARUR","THIRUVARUR",NA,NA,NA,NA,NA
"TAMIL NADU","TIRUVARUR","VALANGAIMAN",5,1,51,0,57
"TAMIL NADU","TRICHIRAPPALLI","ANDTHANALLUR",198,147,0,0,345
"TAMIL NADU","TRICHIRAPPALLI","LALGUDI",554,240,36,1,831
"TAMIL NADU","TRICHIRAPPALLI","MANACHANALLUR",4456,1524,44,45,6069
"TAMIL NADU","TRICHIRAPPALLI","MANAPPARAI",3626,750,15,10,4401
"TAMIL NADU","TRICHIRAPPALLI","MANIKANDAM",21,0,0,0,21
"TAMIL NADU","TRICHIRAPPALLI","MARUNGAPURI",5950,1399,47,985,8381
"TAMIL NADU","TRICHIRAPPALLI","MUSIRI",3056,2560,3,103,5722
"TAMIL NADU","TRICHIRAPPALLI","PULLAMBADI",1503,1323,360,52,3238
"TAMIL NADU","TRICHIRAPPALLI","T.PET",5085,3667,6,103,8861
"TAMIL NADU","TRICHIRAPPALLI","THIRUVERAMBUR",823,145,1,0,969
"TAMIL NADU","TRICHIRAPPALLI","THOTTIAM",2709,2773,8,26,5516
"TAMIL NADU","TRICHIRAPPALLI","THURAIYUR",3434,2892,303,11,6640
"TAMIL NADU","TRICHIRAPPALLI","UPPILIYAPURAM",4662,1830,44,3,6539
"TAMIL NADU","TRICHIRAPPALLI","VAIYAMPATTI",3868,2743,6,42,6659
"TAMIL NADU","VELLORE","Alangayam",1665,2314,8,0,3987
"TAMIL NADU","VELLORE","Anaicut",6243,1547,4,23,7817
"TAMIL NADU","VELLORE","Arakonam",968,128,425,269,1790
"TAMIL NADU","VELLORE","Arcot",5142,759,75,50,6026
"TAMIL NADU","VELLORE","Gudiyatham",4088,1451,84,14,5637
"TAMIL NADU","VELLORE","Jolarpet",1865,3503,36,280,5684
"TAMIL NADU","VELLORE","Kandili",2233,3198,28,407,5866
"TAMIL NADU","VELLORE","Kaniyambadi",4331,681,8,2,5022
"TAMIL NADU","VELLORE","Katpadi",1642,571,78,7,2298
"TAMIL NADU","VELLORE","Kaveripakkam",4259,791,227,307,5584
"TAMIL NADU","VELLORE","Kvkuppam",4919,641,117,2,5679
"TAMIL NADU","VELLORE","Madhanoor",2521,427,6,0,2954
"TAMIL NADU","VELLORE","Natrampalli",1400,1976,1,306,3683
"TAMIL NADU","VELLORE","Nemili",5458,717,344,81,6600
"TAMIL NADU","VELLORE","Pernambut",5451,407,9,1,5868
"TAMIL NADU","VELLORE","Sholinghur",4050,1861,8,8,5927
"TAMIL NADU","VELLORE","Thimiri",2273,360,0,48,2681
"TAMIL NADU","VELLORE","Tirupathur",1711,3663,258,311,5943
"TAMIL NADU","VELLORE","Vellore",3089,279,4,1,3373
"TAMIL NADU","VELLORE","Walajah",3348,704,12,8,4072
"TAMIL NADU","VILLUPURAM","CHINNA SALEM",9694,936,403,6,11039
"TAMIL NADU","VILLUPURAM","GINGEE",9666,670,65,11,10412
"TAMIL NADU","VILLUPURAM","KALLAKURICHI",6784,1415,17,3,8219
"TAMIL NADU","VILLUPURAM","KALRAYAN HILLS",1078,99,0,10,1187
"TAMIL NADU","VILLUPURAM","KANAI",4862,411,104,61,5438
"TAMIL NADU","VILLUPURAM","KANDAMANGALAM",947,10,570,7,1534
"TAMIL NADU","VILLUPURAM","KOLIYANUR",926,42,710,20,1698
"TAMIL NADU","VILLUPURAM","MARAKKANAM",5369,1946,68,1,7384
"TAMIL NADU","VILLUPURAM","MAYILAM",6043,508,186,161,6898
"TAMIL NADU","VILLUPURAM","MELMALAIYANUR",8521,935,56,118,9630
"TAMIL NADU","VILLUPURAM","MUGAIYUR",5624,1060,46,69,6799
"TAMIL NADU","VILLUPURAM","OLAKKUR",4656,2208,7,7,6878
"TAMIL NADU","VILLUPURAM","RISHIVANTHAYAM",6933,1124,14,3,8074
"TAMIL NADU","VILLUPURAM","SANKARAPURAM",6727,1934,42,3,8706
"TAMIL NADU","VILLUPURAM","THIRUKKOYILUR",5656,682,50,224,6612
"TAMIL NADU","VILLUPURAM","THIRUNAVALUR",2692,375,103,21,3191
"TAMIL NADU","VILLUPURAM","THIRUVENNAINALLUR",557,175,0,9,741
"TAMIL NADU","VILLUPURAM","THIYAGADHURGAM",4317,118,449,251,5135
"TAMIL NADU","VILLUPURAM","ULUNDURPET",4976,3021,59,34,8090
"TAMIL NADU","VILLUPURAM","VAANOOR",1839,328,618,11,2796
"TAMIL NADU","VILLUPURAM","VALLAM",8862,1405,94,65,10426
"TAMIL NADU","VILLUPURAM","VIKKIRAVANDI",3148,529,217,355,4249
"TAMIL NADU","VIRUDHUNAGAR","ARUPPUKOTTAI",886,502,3,2,1393
"TAMIL NADU","VIRUDHUNAGAR","KARIAPATTI",1855,212,22,9,2098
"TAMIL NADU","VIRUDHUNAGAR","NARIKUDI",920,51,6,4,981
"TAMIL NADU","VIRUDHUNAGAR","RAJAPALAYAM",7497,585,147,18,8247
"TAMIL NADU","VIRUDHUNAGAR","SATTUR",1930,646,19,37,2632
"TAMIL NADU","VIRUDHUNAGAR","SIVAKASI",3223,428,623,18,4292
"TAMIL NADU","VIRUDHUNAGAR","SRIVILLIPUTHUR",6130,70,52,148,6400
"TAMIL NADU","VIRUDHUNAGAR","TIRUCHULI",2095,162,42,29,2328
"TAMIL NADU","VIRUDHUNAGAR","VEMBAKOTTAI",3220,143,8,12,3383
"TAMIL NADU","VIRUDHUNAGAR","VIRUDHUNAGAR",2069,1096,115,14,3294
"TAMIL NADU","VIRUDHUNAGAR","WATRAP",5434,78,30,115,5657
"TRIPURA","DHALAI","CHAWMANU",NA,NA,NA,NA,NA
"TRIPURA","DHALAI","DAMBURNAGAR",NA,NA,NA,NA,NA
"TRIPURA","DHALAI","MANU",NA,NA,NA,NA,NA
"TRIPURA","DHALAI","SALEMA",49,56,9,2,116
"TRIPURA","NORTH","DASDA",NA,NA,NA,NA,NA
"TRIPURA","NORTH","KADAMTALA",NA,NA,NA,NA,NA
"TRIPURA","NORTH","KUMARGHAT",0,1,0,0,1
"TRIPURA","NORTH","PANISAGAR",0,32,0,0,32
"TRIPURA","NORTH","PECHARTHAL",NA,NA,NA,NA,NA
"TRIPURA","SOUTH","AMARPUR",NA,NA,NA,NA,NA
"TRIPURA","SOUTH","BAGAFA",0,10,50,146,206
"TRIPURA","SOUTH","KARBOK",NA,NA,NA,NA,NA
"TRIPURA","SOUTH","KILLA",NA,NA,NA,NA,NA
"TRIPURA","SOUTH","MATABARI",1,0,11,62,74
"TRIPURA","SOUTH","RAJNAGAR",1,49,0,110,160
"TRIPURA","SOUTH","RAPAICHARI",NA,NA,NA,NA,NA
"TRIPURA","SOUTH","SATCHAND",7,0,0,208,215
"TRIPURA","WEST","BISHALGARH",NA,NA,NA,NA,NA
"TRIPURA","WEST","DUKLI",NA,NA,NA,NA,NA
"TRIPURA","WEST","JAMPAIJALA",NA,NA,NA,NA,NA
"TRIPURA","WEST","JIRANIA",NA,NA,NA,NA,NA
"TRIPURA","WEST","KHOWAI",NA,NA,NA,NA,NA
"TRIPURA","WEST","MANDAI",NA,NA,NA,NA,NA
"TRIPURA","WEST","MELAGHAR",1,0,0,0,1
"TRIPURA","WEST","MOHANPUR",NA,NA,NA,NA,NA
"TRIPURA","WEST","TELIAMURA",NA,NA,NA,NA,NA
"TRIPURA","WEST","TULASIKHAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","AGRA","ACHNERA",NA,NA,NA,NA,NA
"UTTAR PRADESH","AGRA","AKOLA",215,0,0,0,215
"UTTAR PRADESH","AGRA","BAH",9,0,0,0,9
"UTTAR PRADESH","AGRA","BAMROLI AHIR",124,0,0,0,124
"UTTAR PRADESH","AGRA","BICHPURI",336,0,7,0,343
"UTTAR PRADESH","AGRA","ETMADPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","AGRA","FATEHABAD",346,10,0,0,356
"UTTAR PRADESH","AGRA","FATEHPUR SIKRI",703,0,0,0,703
"UTTAR PRADESH","AGRA","JAGNER",1668,9,224,0,1901
"UTTAR PRADESH","AGRA","JETPUR KALAN",NA,NA,NA,NA,NA
"UTTAR PRADESH","AGRA","KHANDOLI",831,57,0,0,888
"UTTAR PRADESH","AGRA","KHERA GARH",838,0,0,0,838
"UTTAR PRADESH","AGRA","PINAHAT",12,0,0,0,12
"UTTAR PRADESH","AGRA","SAIYA",460,13,0,0,473
"UTTAR PRADESH","AGRA","SHAMSABAD",48,0,0,0,48
"UTTAR PRADESH","ALIGARH","AKRABAD",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALIGARH","ATROLI",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALIGARH","BIJOLI",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALIGARH","CHANDOS",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALIGARH","DHANIPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALIGARH","GANGIRI",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALIGARH","GONDA",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALIGARH","HASAYAN",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALIGARH","HATHRAS",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALIGARH","IGLAS",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALIGARH","KHEAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALIGARH","LODHA",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALIGARH","MURSAN",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALIGARH","SASNI",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALIGARH","SIKANDRARAO",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALIGARH","TAPPEL",257,5,4,3,269
"UTTAR PRADESH","ALIGARH","ZAWAN",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALLAHABAD","BAHADURPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALLAHABAD","BAHRIA",8,0,0,0,8
"UTTAR PRADESH","ALLAHABAD","CHAIL",17,0,0,0,17
"UTTAR PRADESH","ALLAHABAD","CHAKA",94,3,0,1,98
"UTTAR PRADESH","ALLAHABAD","DHANUPUR",78,0,0,0,78
"UTTAR PRADESH","ALLAHABAD","HANDIA",11,0,0,0,11
"UTTAR PRADESH","ALLAHABAD","HOLAGARH",1,0,0,0,1
"UTTAR PRADESH","ALLAHABAD","JASRA",4,0,0,0,4
"UTTAR PRADESH","ALLAHABAD","KARA",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALLAHABAD","KARCHHANA",0,0,0,1,1
"UTTAR PRADESH","ALLAHABAD","KAUDHIYARA",4,0,0,0,4
"UTTAR PRADESH","ALLAHABAD","KAURIHAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALLAHABAD","KORAON",1325,1,0,0,1326
"UTTAR PRADESH","ALLAHABAD","KOSHAMBHI",89,0,0,0,89
"UTTAR PRADESH","ALLAHABAD","MANDA",999,2,117,0,1118
"UTTAR PRADESH","ALLAHABAD","MANJHANPUR",68,0,0,4,72
"UTTAR PRADESH","ALLAHABAD","MAUAIMA",24,1,0,0,25
"UTTAR PRADESH","ALLAHABAD","MEJA",51,0,0,0,51
"UTTAR PRADESH","ALLAHABAD","MURATGANJ",18,0,0,0,18
"UTTAR PRADESH","ALLAHABAD","NEWADA",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALLAHABAD","PHULPUR",10,0,0,0,10
"UTTAR PRADESH","ALLAHABAD","PRATAPPUR",68,5,0,0,73
"UTTAR PRADESH","ALLAHABAD","SAIDABAD",18,0,0,0,18
"UTTAR PRADESH","ALLAHABAD","SARSAWAN",3,0,0,0,3
"UTTAR PRADESH","ALLAHABAD","SHANKARGARH",119,2,1,2,124
"UTTAR PRADESH","ALLAHABAD","SIRATHU",24,0,0,0,24
"UTTAR PRADESH","ALLAHABAD","SORAON",207,1,0,0,208
"UTTAR PRADESH","ALLAHABAD","URUWAN",9,0,0,0,9
"UTTAR PRADESH","ALMORA","BAGESHWAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","BHAISIACHHANA",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","BHIKIASAIN",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","CHAUKHUTIA",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","DHAULADEVI",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","DWARAHAT",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","GARUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","HAWALBAG",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","KAPKOT",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","LAMGARA",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","SALT",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","SYALDE",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","TAKULA",NA,NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","TARIKHET",NA,NA,NA,NA,NA
"UTTAR PRADESH","AMBEDKAR NAGAR","AKBARPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","AMBEDKAR NAGAR","BASHKHARI",NA,NA,NA,NA,NA
"UTTAR PRADESH","AMBEDKAR NAGAR","BHITI",NA,NA,NA,NA,NA
"UTTAR PRADESH","AMBEDKAR NAGAR","BHIYAV",NA,NA,NA,NA,NA
"UTTAR PRADESH","AMBEDKAR NAGAR","JAHANGIR GANJ",NA,NA,NA,NA,NA
"UTTAR PRADESH","AMBEDKAR NAGAR","JALAL PUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","AMBEDKAR NAGAR","KATEHARI",NA,NA,NA,NA,NA
"UTTAR PRADESH","AMBEDKAR NAGAR","RAM NAGAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","AMBEDKAR NAGAR","TANDA",NA,NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","AHIROLA",NA,NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","ATROULIA",5,0,0,0,5
"UTTAR PRADESH","AZAMGARH","AZAMATGARH",NA,NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","BILARIYA",12,0,0,0,12
"UTTAR PRADESH","AZAMGARH","HARIYA",NA,NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","JAHANA JANJ",NA,NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","KOAILSA",NA,NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","LALGANJ",NA,NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","MAHARAJGANJ",30,0,0,0,30
"UTTAR PRADESH","AZAMGARH","MARTIN GANJ",NA,NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","MEHNAGAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","MIRZA PUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","MOHAMMADPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","PALHANI",0,0,0,1,1
"UTTAR PRADESH","AZAMGARH","PAWAI",7,0,0,0,7
"UTTAR PRADESH","AZAMGARH","PHOOL PUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","RANI KI SARAI",24,0,0,0,24
"UTTAR PRADESH","AZAMGARH","SANTHIYANVA",29,0,0,0,29
"UTTAR PRADESH","AZAMGARH","TAHAUWARPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","TARAWA",9,0,0,0,9
"UTTAR PRADESH","AZAMGARH","THEKAMA",4,0,0,0,4
"UTTAR PRADESH","BADAUN","AMBIYAPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BADAUN","ASAFPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BADAUN","BISAULI",NA,NA,NA,NA,NA
"UTTAR PRADESH","BADAUN","DATAGANJ",NA,NA,NA,NA,NA
"UTTAR PRADESH","BADAUN","DEHGWA",NA,NA,NA,NA,NA
"UTTAR PRADESH","BADAUN","GUNNAUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BADAUN","ISLAMNAGAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BADAUN","JAGAT",NA,NA,NA,NA,NA
"UTTAR PRADESH","BADAUN","JUNABAI",NA,NA,NA,NA,NA
"UTTAR PRADESH","BADAUN","KADAR CHOKE",NA,NA,NA,NA,NA
"UTTAR PRADESH","BADAUN","MYAUN",NA,NA,NA,NA,NA
"UTTAR PRADESH","BADAUN","RAJPURA",NA,NA,NA,NA,NA
"UTTAR PRADESH","BADAUN","SAHASWAN",NA,NA,NA,NA,NA
"UTTAR PRADESH","BADAUN","SALARPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BADAUN","SAMRAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BADAUN","UJHANI",NA,NA,NA,NA,NA
"UTTAR PRADESH","BADAUN","USAWA",NA,NA,NA,NA,NA
"UTTAR PRADESH","BADAUN","WAZIRGANJ",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAHRAICH","BALHA",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAHRAICH","CHITTURA",106,5,0,4,115
"UTTAR PRADESH","BAHRAICH","FAKARPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAHRAICH","GILAULA",1,0,0,0,1
"UTTAR PRADESH","BAHRAICH","HARIHAR PUR RANI",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAHRAICH","HUJUR PUR",24,0,0,0,24
"UTTAR PRADESH","BAHRAICH","IKAUNA",62,2,0,2,66
"UTTAR PRADESH","BAHRAICH","JAMUNHA",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAHRAICH","JARWAL",16,0,0,0,16
"UTTAR PRADESH","BAHRAICH","KAISAR GANJ",93,0,2,0,95
"UTTAR PRADESH","BAHRAICH","MAHSHI",7,1,0,0,8
"UTTAR PRADESH","BAHRAICH","MIHIPURWA",5,0,0,0,5
"UTTAR PRADESH","BAHRAICH","NAWAB GANJ",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAHRAICH","PAYAG PUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAHRAICH","RISHIYA",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAHRAICH","SHIV PUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAHRAICH","SIRSHIYA",1,0,0,0,1
"UTTAR PRADESH","BAHRAICH","TAJVAPUR",5,0,0,0,5
"UTTAR PRADESH","BAHRAICH","VISHESHAR GANJ",323,0,1,0,324
"UTTAR PRADESH","BALLIA","BAIRIA",10,0,0,0,10
"UTTAR PRADESH","BALLIA","BANSDEEH",NA,NA,NA,NA,NA
"UTTAR PRADESH","BALLIA","BELHARI",89,0,0,0,89
"UTTAR PRADESH","BALLIA","BERUARBARI",NA,NA,NA,NA,NA
"UTTAR PRADESH","BALLIA","CHILKHAR",198,2,0,1,201
"UTTAR PRADESH","BALLIA","DUBHAR",12,0,0,0,12
"UTTAR PRADESH","BALLIA","GARWARH",4,0,0,0,4
"UTTAR PRADESH","BALLIA","HANUMANGANJ",NA,NA,NA,NA,NA
"UTTAR PRADESH","BALLIA","MANIER",NA,NA,NA,NA,NA
"UTTAR PRADESH","BALLIA","MURLICHAPRA",NA,NA,NA,NA,NA
"UTTAR PRADESH","BALLIA","NAGRA",NA,NA,NA,NA,NA
"UTTAR PRADESH","BALLIA","NAWANAGAR",3,0,0,0,3
"UTTAR PRADESH","BALLIA","PANDAH",73,1,1,0,75
"UTTAR PRADESH","BALLIA","RASRA",3,0,0,0,3
"UTTAR PRADESH","BALLIA","REVOTI",86,1,0,0,87
"UTTAR PRADESH","BALLIA","SEAR",13,0,0,0,13
"UTTAR PRADESH","BALLIA","SOHAON",NA,NA,NA,NA,NA
"UTTAR PRADESH","BANDA","BABERU",66,0,0,0,66
"UTTAR PRADESH","BANDA","BAROKHAR KHURD",16,0,0,0,16
"UTTAR PRADESH","BANDA","BISANDA",175,0,58,16,249
"UTTAR PRADESH","BANDA","JASPURA",195,9,181,0,385
"UTTAR PRADESH","BANDA","KAMASIN",58,0,0,0,58
"UTTAR PRADESH","BANDA","KARVI",1476,47,200,1,1724
"UTTAR PRADESH","BANDA","MAHUVA",444,3,14,7,468
"UTTAR PRADESH","BANDA","MANIKPUR",568,1,51,0,620
"UTTAR PRADESH","BANDA","MAU",804,7,1,2,814
"UTTAR PRADESH","BANDA","NARAINI",1440,2,64,1,1507
"UTTAR PRADESH","BANDA","PAHADI",453,10,1,1,465
"UTTAR PRADESH","BANDA","RAM NAGAR",109,1,0,0,110
"UTTAR PRADESH","BANDA","TINDWARI",66,0,0,0,66
"UTTAR PRADESH","BARABANKI","BANIKODAR",27,0,0,0,27
"UTTAR PRADESH","BARABANKI","BANKI",NA,NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","DARIYA BAD",78,0,0,0,78
"UTTAR PRADESH","BARABANKI","DEVA",NA,NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","FATEHPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","HAIDAR GARH",NA,NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","HARAKHA",NA,NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","MASAULI",137,0,0,0,137
"UTTAR PRADESH","BARABANKI","MAVAI",NA,NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","NINDURA",25,0,0,0,25
"UTTAR PRADESH","BARABANKI","PUREDALAI",NA,NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","RAM NAGAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","RUDAULI",1431,36,1,12,1480
"UTTAR PRADESH","BARABANKI","SIDDHUAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","SIRAULI GOSEPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","SURAT GANJ",NA,NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","TRIVEDI GANJ",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAREILLY","AALAMPUR JAFARABAD",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAREILLY","BAHERI",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAREILLY","BHADPURA",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAREILLY","BHOJIPURA",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAREILLY","BHUTA",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAREILLY","BITHIRI CHAINPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAREILLY","FARIDPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAREILLY","FATEHGANJ (W)",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAREILLY","KYARA",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAREILLY","MAJHGAWAN",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAREILLY","MIRGANJ",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAREILLY","NAWABGANJ",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAREILLY","RAM NAGAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAREILLY","RICHHA",NA,NA,NA,NA,NA
"UTTAR PRADESH","BAREILLY","SHERGARH",NA,NA,NA,NA,NA
"UTTAR PRADESH","BASTI","BAGHAULEE",79,1,0,0,80
"UTTAR PRADESH","BASTI","BAHADUR PUR",164,0,0,3,167
"UTTAR PRADESH","BASTI","BANKATI",280,0,0,0,280
"UTTAR PRADESH","BASTI","BASTI SADAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BASTI","GAUR",55,0,0,0,55
"UTTAR PRADESH","BASTI","HAISAR BAZAR",85,11,2,0,98
"UTTAR PRADESH","BASTI","HARIYA",86,0,0,0,86
"UTTAR PRADESH","BASTI","KAPTAN GANG",17,11,0,5,33
"UTTAR PRADESH","BASTI","KHALILABAD",36,0,0,0,36
"UTTAR PRADESH","BASTI","KUDRAHA",80,6,0,0,86
"UTTAR PRADESH","BASTI","MENHDAWAL",3,0,0,0,3
"UTTAR PRADESH","BASTI","NATHNAGAR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BASTI","PARASRAMPUR",NA,NA,NA,NA,NA
"UTTAR PRADESH","BASTI","RAM NAGAR",8,0,0,0,8
"UTTAR PRADESH","BASTI","RUDHOULI",21,0,0,0,21
"UTTAR PRADESH","BASTI","SALTAUA GOPAL PUR",46,1,0,1,48
"UTTAR PRADESH","BASTI","SAUGHAT",83,1,0,0,84
"UTTAR PRADESH","BASTI","SEMARIYAWAN",30,0,0,0,30
"UTTAR PRADESH","BASTI","VIKRAM JOT",NA,NA,NA,NA,NA
"UTTAR PRADESH","BIJNOR","AFJAL GAR",25,0,0,0,25
