-----
{
 "description": "The table refers to block wise culturable command area and potential created through Deep Tubewells . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.13.csv", 
 "title": "Download CSV for Block wise Culturable Command Area and Potential Created through Deep Tubewells for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.13.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells according to water lifting device . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.8.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells according to Water Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.8.csv"
}
-----
"State","District","Block","Submersible pumps","Turbine pumps","Others","Total"
"TRIPURA","WEST","MOHANPUR",29,2,0,31
"TRIPURA","WEST","TELIAMURA",6,0,0,6
"TRIPURA","WEST","TULASIKHAR",3,0,0,3
"UTTAR PRADESH","AGRA","ACHNERA",1,0,0,1
"UTTAR PRADESH","AGRA","AKOLA",NA,NA,NA,NA
"UTTAR PRADESH","AGRA","BAH",108,7,0,115
"UTTAR PRADESH","AGRA","BAMROLI AHIR",2,4,1,7
"UTTAR PRADESH","AGRA","BICHPURI",NA,NA,NA,NA
"UTTAR PRADESH","AGRA","ETMADPUR",0,0,2,2
"UTTAR PRADESH","AGRA","FATEHABAD",6,5,0,11
"UTTAR PRADESH","AGRA","FATEHPUR SIKRI",0,62,125,187
"UTTAR PRADESH","AGRA","JAGNER",NA,NA,NA,NA
"UTTAR PRADESH","AGRA","JETPUR KALAN",89,0,0,89
"UTTAR PRADESH","AGRA","KHANDOLI",NA,NA,NA,NA
"UTTAR PRADESH","AGRA","KHERA GARH",NA,NA,NA,NA
"UTTAR PRADESH","AGRA","PINAHAT",100,9,0,109
"UTTAR PRADESH","AGRA","SAIYA",NA,NA,NA,NA
"UTTAR PRADESH","AGRA","SHAMSABAD",12,1,0,13
"UTTAR PRADESH","ALIGARH","AKRABAD",1,0,0,1
"UTTAR PRADESH","ALIGARH","ATROLI",5,0,0,5
"UTTAR PRADESH","ALIGARH","BIJOLI",9,0,1,10
"UTTAR PRADESH","ALIGARH","CHANDOS",1,0,0,1
"UTTAR PRADESH","ALIGARH","DHANIPUR",NA,NA,NA,NA
"UTTAR PRADESH","ALIGARH","GANGIRI",18,7,12,37
"UTTAR PRADESH","ALIGARH","GONDA",NA,NA,NA,NA
"UTTAR PRADESH","ALIGARH","HASAYAN",NA,NA,NA,NA
"UTTAR PRADESH","ALIGARH","HATHRAS",NA,NA,NA,NA
"UTTAR PRADESH","ALIGARH","IGLAS",0,2,0,2
"UTTAR PRADESH","ALIGARH","KHEAR",NA,NA,NA,NA
"UTTAR PRADESH","ALIGARH","LODHA",2,0,0,2
"UTTAR PRADESH","ALIGARH","MURSAN",NA,NA,NA,NA
"UTTAR PRADESH","ALIGARH","SASNI",1,0,1,2
"UTTAR PRADESH","ALIGARH","SIKANDRARAO",NA,NA,NA,NA
"UTTAR PRADESH","ALIGARH","TAPPEL",NA,NA,NA,NA
"UTTAR PRADESH","ALIGARH","ZAWAN",NA,NA,NA,NA
"UTTAR PRADESH","ALLAHABAD","BAHADURPUR",NA,NA,NA,NA
"UTTAR PRADESH","ALLAHABAD","BAHRIA",NA,NA,NA,NA
"UTTAR PRADESH","ALLAHABAD","CHAIL",34,34,0,68
"UTTAR PRADESH","ALLAHABAD","CHAKA",31,6,0,37
"UTTAR PRADESH","ALLAHABAD","DHANUPUR",50,15,0,65
"UTTAR PRADESH","ALLAHABAD","HANDIA",30,12,0,42
"UTTAR PRADESH","ALLAHABAD","HOLAGARH",NA,NA,NA,NA
"UTTAR PRADESH","ALLAHABAD","JASRA",NA,NA,NA,NA
"UTTAR PRADESH","ALLAHABAD","KARA",8,3,0,11
"UTTAR PRADESH","ALLAHABAD","KARCHHANA",1,1,0,2
"UTTAR PRADESH","ALLAHABAD","KAUDHIYARA",8,2,0,10
"UTTAR PRADESH","ALLAHABAD","KAURIHAR",NA,NA,NA,NA
"UTTAR PRADESH","ALLAHABAD","KORAON",NA,NA,NA,NA
"UTTAR PRADESH","ALLAHABAD","KOSHAMBHI",4,0,0,4
"UTTAR PRADESH","ALLAHABAD","MANDA",NA,NA,NA,NA
"UTTAR PRADESH","ALLAHABAD","MANJHANPUR",19,6,0,25
"UTTAR PRADESH","ALLAHABAD","MAUAIMA",1,0,0,1
"UTTAR PRADESH","ALLAHABAD","MEJA",3,0,0,3
"UTTAR PRADESH","ALLAHABAD","MURATGANJ",19,0,0,19
"UTTAR PRADESH","ALLAHABAD","NEWADA",15,2,0,17
"UTTAR PRADESH","ALLAHABAD","PHULPUR",5,3,0,8
"UTTAR PRADESH","ALLAHABAD","PRATAPPUR",35,6,0,41
"UTTAR PRADESH","ALLAHABAD","SAIDABAD",39,28,0,67
"UTTAR PRADESH","ALLAHABAD","SARSAWAN",NA,NA,NA,NA
"UTTAR PRADESH","ALLAHABAD","SHANKARGARH",0,2,0,2
"UTTAR PRADESH","ALLAHABAD","SIRATHU",4,0,0,4
"UTTAR PRADESH","ALLAHABAD","SORAON",NA,NA,NA,NA
"UTTAR PRADESH","ALLAHABAD","URUWAN",62,12,0,74
"UTTAR PRADESH","ALMORA","BAGESHWAR",NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","BHAISIACHHANA",NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","BHIKIASAIN",NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","CHAUKHUTIA",NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","DHAULADEVI",NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","DWARAHAT",NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","GARUR",NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","HAWALBAG",NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","KAPKOT",NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","LAMGARA",NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","SALT",NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","SYALDE",NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","TAKULA",NA,NA,NA,NA
"UTTAR PRADESH","ALMORA","TARIKHET",NA,NA,NA,NA
"UTTAR PRADESH","AMBEDKAR NAGAR","AKBARPUR",35,0,0,35
"UTTAR PRADESH","AMBEDKAR NAGAR","BASHKHARI",NA,NA,NA,NA
"UTTAR PRADESH","AMBEDKAR NAGAR","BHITI",NA,NA,NA,NA
"UTTAR PRADESH","AMBEDKAR NAGAR","BHIYAV",4,0,0,4
"UTTAR PRADESH","AMBEDKAR NAGAR","JAHANGIR GANJ",10,0,0,10
"UTTAR PRADESH","AMBEDKAR NAGAR","JALAL PUR",3,1,21,25
"UTTAR PRADESH","AMBEDKAR NAGAR","KATEHARI",29,1,0,30
"UTTAR PRADESH","AMBEDKAR NAGAR","RAM NAGAR",NA,NA,NA,NA
"UTTAR PRADESH","AMBEDKAR NAGAR","TANDA",NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","AHIROLA",NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","ATROULIA",NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","AZAMATGARH",21,1,2,24
"UTTAR PRADESH","AZAMGARH","BILARIYA",1,0,0,1
"UTTAR PRADESH","AZAMGARH","HARIYA",NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","JAHANA JANJ",NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","KOAILSA",NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","LALGANJ",NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","MAHARAJGANJ",NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","MARTIN GANJ",NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","MEHNAGAR",NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","MIRZA PUR",NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","MOHAMMADPUR",NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","PALHANI",0,0,1,1
"UTTAR PRADESH","AZAMGARH","PAWAI",NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","PHOOL PUR",NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","RANI KI SARAI",NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","SANTHIYANVA",9,6,0,15
"UTTAR PRADESH","AZAMGARH","TAHAUWARPUR",NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","TARAWA",NA,NA,NA,NA
"UTTAR PRADESH","AZAMGARH","THEKAMA",0,0,1,1
"UTTAR PRADESH","BADAUN","AMBIYAPUR",42,23,0,65
"UTTAR PRADESH","BADAUN","ASAFPUR",96,10,0,106
"UTTAR PRADESH","BADAUN","BISAULI",33,14,4,51
"UTTAR PRADESH","BADAUN","DATAGANJ",61,3,1,65
"UTTAR PRADESH","BADAUN","DEHGWA",68,0,3,71
"UTTAR PRADESH","BADAUN","GUNNAUR",29,0,0,29
"UTTAR PRADESH","BADAUN","ISLAMNAGAR",34,5,0,39
"UTTAR PRADESH","BADAUN","JAGAT",17,2,0,19
"UTTAR PRADESH","BADAUN","JUNABAI",0,1,0,1
"UTTAR PRADESH","BADAUN","KADAR CHOKE",5,1,1,7
"UTTAR PRADESH","BADAUN","MYAUN",25,3,5,33
"UTTAR PRADESH","BADAUN","RAJPURA",1,13,0,14
"UTTAR PRADESH","BADAUN","SAHASWAN",6,0,0,6
"UTTAR PRADESH","BADAUN","SALARPUR",35,1,2,38
"UTTAR PRADESH","BADAUN","SAMRAR",73,4,0,77
"UTTAR PRADESH","BADAUN","UJHANI",8,0,0,8
"UTTAR PRADESH","BADAUN","USAWA",42,3,1,46
"UTTAR PRADESH","BADAUN","WAZIRGANJ",21,0,0,21
"UTTAR PRADESH","BAHRAICH","BALHA",3,5,0,8
"UTTAR PRADESH","BAHRAICH","CHITTURA",10,40,0,50
"UTTAR PRADESH","BAHRAICH","FAKARPUR",1,0,0,1
"UTTAR PRADESH","BAHRAICH","GILAULA",21,0,3,24
"UTTAR PRADESH","BAHRAICH","HARIHAR PUR RANI",1,2,0,3
"UTTAR PRADESH","BAHRAICH","HUJUR PUR",1,13,1,15
"UTTAR PRADESH","BAHRAICH","IKAUNA",NA,NA,NA,NA
"UTTAR PRADESH","BAHRAICH","JAMUNHA",27,5,0,32
"UTTAR PRADESH","BAHRAICH","JARWAL",25,0,1,26
"UTTAR PRADESH","BAHRAICH","KAISAR GANJ",4,7,0,11
"UTTAR PRADESH","BAHRAICH","MAHSHI",1,0,0,1
"UTTAR PRADESH","BAHRAICH","MIHIPURWA",0,0,1,1
"UTTAR PRADESH","BAHRAICH","NAWAB GANJ",0,5,0,5
"UTTAR PRADESH","BAHRAICH","PAYAG PUR",6,6,0,12
"UTTAR PRADESH","BAHRAICH","RISHIYA",17,0,45,62
"UTTAR PRADESH","BAHRAICH","SHIV PUR",0,18,0,18
"UTTAR PRADESH","BAHRAICH","SIRSHIYA",0,2,0,2
"UTTAR PRADESH","BAHRAICH","TAJVAPUR",NA,NA,NA,NA
"UTTAR PRADESH","BAHRAICH","VISHESHAR GANJ",3,17,0,20
"UTTAR PRADESH","BALLIA","BAIRIA",16,3,6,25
"UTTAR PRADESH","BALLIA","BANSDEEH",2,0,1,3
"UTTAR PRADESH","BALLIA","BELHARI",13,20,5,38
"UTTAR PRADESH","BALLIA","BERUARBARI",0,1,0,1
"UTTAR PRADESH","BALLIA","CHILKHAR",51,0,3,54
"UTTAR PRADESH","BALLIA","DUBHAR",59,19,23,101
"UTTAR PRADESH","BALLIA","GARWARH",40,6,0,46
"UTTAR PRADESH","BALLIA","HANUMANGANJ",32,6,0,38
"UTTAR PRADESH","BALLIA","MANIER",18,1,1,20
"UTTAR PRADESH","BALLIA","MURLICHAPRA",21,2,0,23
"UTTAR PRADESH","BALLIA","NAGRA",13,43,6,62
"UTTAR PRADESH","BALLIA","NAWANAGAR",10,21,0,31
"UTTAR PRADESH","BALLIA","PANDAH",6,10,0,16
"UTTAR PRADESH","BALLIA","RASRA",23,1,1,25
"UTTAR PRADESH","BALLIA","REVOTI",8,15,0,23
"UTTAR PRADESH","BALLIA","SEAR",25,8,1,34
"UTTAR PRADESH","BALLIA","SOHAON",28,1,0,29
"UTTAR PRADESH","BANDA","BABERU",1,6,2,9
"UTTAR PRADESH","BANDA","BAROKHAR KHURD",6,27,0,33
"UTTAR PRADESH","BANDA","BISANDA",2,1,2,5
"UTTAR PRADESH","BANDA","JASPURA",67,3,0,70
"UTTAR PRADESH","BANDA","KAMASIN",11,2,0,13
"UTTAR PRADESH","BANDA","KARVI",NA,NA,NA,NA
"UTTAR PRADESH","BANDA","MAHUVA",3,1,0,4
"UTTAR PRADESH","BANDA","MANIKPUR",NA,NA,NA,NA
"UTTAR PRADESH","BANDA","MAU",NA,NA,NA,NA
"UTTAR PRADESH","BANDA","NARAINI",1,0,0,1
"UTTAR PRADESH","BANDA","PAHADI",NA,NA,NA,NA
"UTTAR PRADESH","BANDA","RAM NAGAR",NA,NA,NA,NA
"UTTAR PRADESH","BANDA","TINDWARI",40,11,0,51
"UTTAR PRADESH","BARABANKI","BANIKODAR",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","BANKI",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","DARIYA BAD",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","DEVA",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","FATEHPUR",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","HAIDAR GARH",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","HARAKHA",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","MASAULI",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","MAVAI",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","NINDURA",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","PUREDALAI",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","RAM NAGAR",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","RUDAULI",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","SIDDHUAR",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","SIRAULI GOSEPUR",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","SURAT GANJ",NA,NA,NA,NA
"UTTAR PRADESH","BARABANKI","TRIVEDI GANJ",NA,NA,NA,NA
"UTTAR PRADESH","BAREILLY","AALAMPUR JAFARABAD",86,3,3,92
"UTTAR PRADESH","BAREILLY","BAHERI",33,1,2,36
"UTTAR PRADESH","BAREILLY","BHADPURA",8,0,0,8
"UTTAR PRADESH","BAREILLY","BHOJIPURA",25,1,0,26
"UTTAR PRADESH","BAREILLY","BHUTA",60,0,2,62
"UTTAR PRADESH","BAREILLY","BITHIRI CHAINPUR",66,0,3,69
"UTTAR PRADESH","BAREILLY","FARIDPUR",42,3,1,46
"UTTAR PRADESH","BAREILLY","FATEHGANJ (W)",68,0,0,68
"UTTAR PRADESH","BAREILLY","KYARA",2,14,0,16
"UTTAR PRADESH","BAREILLY","MAJHGAWAN",77,0,3,80
"UTTAR PRADESH","BAREILLY","MIRGANJ",61,3,1,65
"UTTAR PRADESH","BAREILLY","NAWABGANJ",22,0,0,22
"UTTAR PRADESH","BAREILLY","RAM NAGAR",73,4,0,77
"UTTAR PRADESH","BAREILLY","RICHHA",8,14,0,22
"UTTAR PRADESH","BAREILLY","SHERGARH",6,1,0,7
"UTTAR PRADESH","BASTI","BAGHAULEE",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","BAHADUR PUR",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","BANKATI",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","BASTI SADAR",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","GAUR",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","HAISAR BAZAR",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","HARIYA",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","KAPTAN GANG",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","KHALILABAD",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","KUDRAHA",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","MENHDAWAL",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","NATHNAGAR",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","PARASRAMPUR",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","RAM NAGAR",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","RUDHOULI",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","SALTAUA GOPAL PUR",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","SAUGHAT",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","SEMARIYAWAN",NA,NA,NA,NA
"UTTAR PRADESH","BASTI","VIKRAM JOT",NA,NA,NA,NA
"UTTAR PRADESH","BIJNOR","AFJAL GAR",NA,NA,NA,NA
"UTTAR PRADESH","BIJNOR","AKKU NAHTOOR",7,17,0,24
"UTTAR PRADESH","BIJNOR","DHAMPUR",101,8,0,109
"UTTAR PRADESH","BIJNOR","HALDOOR",15,1,2,18
"UTTAR PRADESH","BIJNOR","JALILPUR",39,1,5,45
"UTTAR PRADESH","BIJNOR","KIRATPUR",16,1,0,17
"UTTAR PRADESH","BIJNOR","KOTWALI",0,2,0,2
"UTTAR PRADESH","BIJNOR","MEERPUR HEVMAL",49,3,0,52
"UTTAR PRADESH","BIJNOR","NAJIVABAD",57,7,0,64
"UTTAR PRADESH","BIJNOR","NOORPUR",22,10,2,34
"UTTAR PRADESH","BIJNOR","SHIVHARA",18,3,1,22
"UTTAR PRADESH","BULANDSHAHR","ANUPSHAHR",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","ARNIRYA",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","B.B. NAGAR",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","BULANDSHAHR",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","DANKAOR",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","DANPUR",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","DIBAI",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","GULAWATHI",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","JAHAGIRABAD",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","JEWAR",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","KHURJA",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","LAKHAWATI",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","PAHASU",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","SHIKARPUR",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","SIANA",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","SIKANDRABAD",NA,NA,NA,NA
"UTTAR PRADESH","BULANDSHAHR","UNCHAGAON",NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","AUGUSTMUNI",NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","DASHOLI",NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","DEWAL",NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","GAIRSEN",NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","GHAT",NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","JOSHIMATH",NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","KARNPRAYAG",NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","NARAYANBAGGAR",NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","POKHARI",NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","THARALI",NA,NA,NA,NA
"UTTAR PRADESH","CHAMOLI(GOPESHWAR)","UKHIMATH",NA,NA,NA,NA
"UTTAR PRADESH","DEHRADUN","CHAKRATA",NA,NA,NA,NA
"UTTAR PRADESH","DEHRADUN","DOIWALA",12,2,4,18
"UTTAR PRADESH","DEHRADUN","KALSI",NA,NA,NA,NA
"UTTAR PRADESH","DEHRADUN","RAIPUR",1,0,0,1
"UTTAR PRADESH","DEHRADUN","SAHASPUR",19,9,0,28
"UTTAR PRADESH","DEHRADUN","VIKAS NAGAR",0,21,0,21
"UTTAR PRADESH","DEORIA","BAITALPUR",34,1,1,36
"UTTAR PRADESH","DEORIA","BANKATA",7,0,0,7
"UTTAR PRADESH","DEORIA","BARHAJ",28,10,4,42
"UTTAR PRADESH","DEORIA","BHAGALPUR",33,14,9,56
"UTTAR PRADESH","DEORIA","BHALUWANI",52,1,11,64
"UTTAR PRADESH","DEORIA","BHATANI",14,3,14,31
"UTTAR PRADESH","DEORIA","BHATPAR RANI",31,1,3,35
"UTTAR PRADESH","DEORIA","DEORIA SADAR",29,10,0,39
"UTTAR PRADESH","DEORIA","DESAHI DEORIA",2,0,0,2
"UTTAR PRADESH","DEORIA","GAURI BAZAR",6,21,0,27
"UTTAR PRADESH","DEORIA","LAR",25,8,1,34
"UTTAR PRADESH","DEORIA","PATHARDEVA",0,1,0,1
"UTTAR PRADESH","DEORIA","RAMPUR KARKHANA",7,3,2,12
"UTTAR PRADESH","DEORIA","RUDRAPUR",3,0,17,20
"UTTAR PRADESH","DEORIA","SALEMPUR",60,4,0,64
"UTTAR PRADESH","ETAH","ALIGANJ",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","AMANPUR",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","AWAGARH",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","GANJDUNDWARA",1,0,0,1
"UTTAR PRADESH","ETAH","JAITHRA",10,2,0,12
"UTTAR PRADESH","ETAH","JALESAR",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","KASGANJ",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","MARAHERA",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","NIDHOLI KALAN",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","PATIYALI",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","SAHAWAR",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","SAKIT",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","SHEETALPUR",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","SIDHPURA",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","SORON",12,2,0,14
"UTTAR PRADESH","ETAWAH","ACHHALDA",NA,NA,NA,NA
"UTTAR PRADESH","ETAWAH","AIRWA KATRA",NA,NA,NA,NA
"UTTAR PRADESH","ETAWAH","AJEETMAL",9,3,0,12
"UTTAR PRADESH","ETAWAH","AURAIYA",36,21,0,57
"UTTAR PRADESH","ETAWAH","BADPURA",49,10,0,59
"UTTAR PRADESH","ETAWAH","BASREHAR",2,1,0,3
"UTTAR PRADESH","ETAWAH","BHAGAY NAGAR",0,1,0,1
"UTTAR PRADESH","ETAWAH","BHARTHANA",1,0,0,1
"UTTAR PRADESH","ETAWAH","BIDHUNA",18,3,0,21
"UTTAR PRADESH","ETAWAH","CHAKARNAGAR",7,0,1,8
"UTTAR PRADESH","ETAWAH","JASWANT NAGAR",30,10,37,77
"UTTAR PRADESH","ETAWAH","MAHEWA",15,2,19,36
"UTTAR PRADESH","ETAWAH","SAHAR",4,2,0,6
"UTTAR PRADESH","ETAWAH","SAIPHAI",NA,NA,NA,NA
"UTTAR PRADESH","ETAWAH","TAKHA",NA,NA,NA,NA
"UTTAR PRADESH","FAIZABAD","AMANI GANJ",NA,NA,NA,NA
"UTTAR PRADESH","FAIZABAD","BIKAPUR",32,0,0,32
"UTTAR PRADESH","FAIZABAD","HASTINPUR",31,36,10,77
"UTTAR PRADESH","FAIZABAD","MASONDHA",10,0,0,10
"UTTAR PRADESH","FAIZABAD","MAYA",NA,NA,NA,NA
"UTTAR PRADESH","FAIZABAD","MILKI PUR",38,8,0,46
"UTTAR PRADESH","FAIZABAD","PURA",4,0,0,4
"UTTAR PRADESH","FAIZABAD","SOHAWAL",3,6,0,9
"UTTAR PRADESH","FAIZABAD","TARUN",28,2,0,30
"UTTAR PRADESH","FARUKHABAD","BADPUR",3,0,0,3
"UTTAR PRADESH","FARUKHABAD","CHHIBRAMAU",27,1,1,29
"UTTAR PRADESH","FARUKHABAD","HASERAN",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","JALABAD",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","KAMALGANJ",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","KANNAUJ",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","KAYAMGUNJ",1,0,0,1
"UTTAR PRADESH","FARUKHABAD","MOHAMMADABAD",2,2,0,4
"UTTAR PRADESH","FARUKHABAD","NAWABGANJ",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","RAJEPUR",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","SAURIKH",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","SHAMSABAD",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","TALGRAM",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","UMARDA",NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","AIRAYA",15,0,0,15
"UTTAR PRADESH","FATEHPUR","AMAULI",58,29,0,87
"UTTAR PRADESH","FATEHPUR","ASODHAR",24,4,0,28
"UTTAR PRADESH","FATEHPUR","BAHUWA",NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","BHITAURA",NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","DEVMAI",29,3,0,32
"UTTAR PRADESH","FATEHPUR","DHATA",10,0,0,10
"UTTAR PRADESH","FATEHPUR","HASWA",3,1,0,4
"UTTAR PRADESH","FATEHPUR","HATHGAON",NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","KHAJUHA",1,1,0,2
"UTTAR PRADESH","FATEHPUR","MALWAN",NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","TELYANI",NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","VIJAYIPUR",94,1,0,95
"UTTAR PRADESH","FIROZABAD","ARANV",46,0,0,46
"UTTAR PRADESH","FIROZABAD","EKA",2,0,0,2
"UTTAR PRADESH","FIROZABAD","FIROZABAD",1,0,0,1
"UTTAR PRADESH","FIROZABAD","JASRANA",NA,NA,NA,NA
"UTTAR PRADESH","FIROZABAD","KHAIRGARH/HATBANT",11,0,0,11
"UTTAR PRADESH","FIROZABAD","MADANPUR",NA,NA,NA,NA
"UTTAR PRADESH","FIROZABAD","NARKHI",NA,NA,NA,NA
"UTTAR PRADESH","FIROZABAD","SHIKOHABAD",43,0,1,44
"UTTAR PRADESH","FIROZABAD","TUNDLA",3,0,1,4
"UTTAR PRADESH","GHAZIABAD","BHOJPUR",6,16,0,22
"UTTAR PRADESH","GHAZIABAD","BISRAKH",3,11,0,14
"UTTAR PRADESH","GHAZIABAD","DADRI",0,19,0,19
"UTTAR PRADESH","GHAZIABAD","DHAULANA",3,20,0,23
