-----
{
 "description": "The table refers to block wise distribution of surface lift schemes according to the farmers holding size. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblcktab5.3.csv", 
 "title": "Download CSV for Blockwise Distribution of surface lift schemes according to the holding size for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblcktab5.3.csv"
}
-----
"State","District","Block","Marginal (0-1 Ha)","Small (1-2 Ha)","Medium (2-10 Ha)","Big (Greater than 10 Ha)","Total"
"KERALA","KASARAGODE","KANHANGAD",6,11,3,0,20
"KERALA","KASARAGODE","MANJESWARAM",4,1,1,1,7
"KERALA","KASARAGODE","NEELESWARAM",17,32,1,0,50
"KERALA","KOLLAM","ITHIKKARA",0,1,0,0,1
"KERALA","KOLLAM","KARUNAGAPPALLY",0,0,0,0,0
"KERALA","KOLLAM","KOTTARAKKARA",0,0,0,0,0
"KERALA","KOLLAM","PUNALOOR",1,0,0,0,1
"KERALA","KOLLAM","SASTHAMCOTTA",0,0,0,0,0
"KERALA","KOLLAM","VETTIKKAVALA",0,0,1,0,1
"KERALA","KOTTAYAM","CHANGANASSERY",0,0,0,2,2
"KERALA","KOTTAYAM","ERATTUPETTAH",9,3,4,1,17
"KERALA","KOTTAYAM","ETTUMANOOR",35,15,7,3,60
"KERALA","KOTTAYAM","KADUTHURUTHY",163,41,14,1,219
"KERALA","KOTTAYAM","LALAM",6,2,5,1,14
"KERALA","KOTTAYAM","MADAPPALLY",0,0,26,50,76
"KERALA","KOTTAYAM","PALA",0,2,1,1,4
"KERALA","KOTTAYAM","PALLAM",19,7,4,5,35
"KERALA","KOTTAYAM","UZHVOOR",111,40,16,0,167
"KERALA","KOTTAYAM","VAIKOM",481,71,20,0,572
"KERALA","KOZHIKODE","BALUSSERY",1,3,0,0,4
"KERALA","KOZHIKODE","CHELANNUR",79,11,0,8,98
"KERALA","KOZHIKODE","KODUVALLY",39,21,4,0,64
"KERALA","KOZHIKODE","KUNNAMANGALAM",149,51,10,0,210
"KERALA","KOZHIKODE","KUNNUMMEL",21,6,1,3,31
"KERALA","KOZHIKODE","PERAMBRA",0,0,0,0,0
"KERALA","KOZHIKODE","THODANNUR",16,3,5,0,24
"KERALA","KOZHIKODE","THUNERI",14,2,1,0,17
"KERALA","KOZHIKODE","VADAGARA",11,1,0,0,12
"KERALA","KOZHIKODE","VADAKARA",12,1,0,0,13
"KERALA","MALAPPURAM","ANDATHODU",0,0,0,0,0
"KERALA","MALAPPURAM","AREEKODE",52,54,68,2,176
"KERALA","MALAPPURAM","KONDOTTY",45,29,5,1,80
"KERALA","MALAPPURAM","KUTTIPPURAM",0,0,0,0,0
"KERALA","MALAPPURAM","MALAPPURAM",5,6,10,0,21
"KERALA","MALAPPURAM","MALAPPURAM",1,10,1,0,12
"KERALA","MALAPPURAM","MANJERI",0,0,0,0,0
"KERALA","MALAPPURAM","MANKADA",108,33,7,0,148
"KERALA","MALAPPURAM","NILAMBOOR",413,283,199,16,911
"KERALA","MALAPPURAM","PERUNTHALMANNA",42,51,6,0,99
"KERALA","MALAPPURAM","PONNANI",14,2,0,0,16
"KERALA","MALAPPURAM","THANNUR",16,1,0,0,17
"KERALA","MALAPPURAM","THIROOR",0,0,0,0,0
"KERALA","MALAPPURAM","THIRURANGADI",81,45,19,1,146
"KERALA","MALAPPURAM","VENGARA",16,4,0,1,21
"KERALA","MALAPPURAM","WANDOOR",222,131,35,3,391
"KERALA","PALAKKAD","ALATHUR",171,198,278,37,684
"KERALA","PALAKKAD","ATTAPPADY",8,75,35,1,119
"KERALA","PALAKKAD","CHITTUR",4,2,0,1,7
"KERALA","PALAKKAD","CHITTUR THATHAMANGAL",2,9,2,0,13
"KERALA","PALAKKAD","KOLLENGODE",78,150,182,9,419
"KERALA","PALAKKAD","KUZHALMANNAM",0,20,0,0,20
"KERALA","PALAKKAD","MALAMPUZHA",35,65,133,15,248
"KERALA","PALAKKAD","MANNARKKAD",110,96,35,7,248
"KERALA","PALAKKAD","NEMMARA",48,63,45,31,187
"KERALA","PALAKKAD","OTTAPPALAM",10,0,0,0,10
"KERALA","PALAKKAD","OTTAPPALAM",32,7,4,0,43
"KERALA","PALAKKAD","PATTAMBI",16,9,10,6,41
"KERALA","PALAKKAD","SHORANNUR",8,2,0,0,10
"KERALA","PALAKKAD","SREEKRISHNAPURAM",100,26,25,5,156
"KERALA","PALAKKAD","THRITHALA",0,0,0,0,0
"KERALA","PATHANAMTHITTA","ELALTHUR",7,0,0,0,7
"KERALA","PATHANAMTHITTA","KOIPURAM",3,3,1,1,8
"KERALA","PATHANAMTHITTA","KONNI",2,2,0,0,4
"KERALA","PATHANAMTHITTA","KULANADA",0,2,0,0,2
"KERALA","PATHANAMTHITTA","MALLAPPALLY",0,0,0,0,0
"KERALA","PATHANAMTHITTA","PANDALAM",0,11,0,0,11
"KERALA","PATHANAMTHITTA","PARAKODE",0,3,1,0,4
"KERALA","PATHANAMTHITTA","PULIKEEZHU",0,0,0,0,0
"KERALA","THIRUVANANTHAPURAM","NEDUMANGADU",5,1,0,0,6
"KERALA","THIRUVANANTHAPURAM","VAMANAPURAM",1,0,1,1,3
"KERALA","THIRUVANANTHAPURAM","VARKKALA",2,0,0,1,3
"KERALA","THIRUVANANTHAPURAM","VELLANADU",0,0,0,0,0
"KERALA","THRISSUR","ANTHIKKAD",182,17,3,13,215
"KERALA","THRISSUR","CHALAKKUDI",0,0,0,0,0
"KERALA","THRISSUR","CHALAKUDY",0,0,0,12,12
"KERALA","THRISSUR","CHAVAKKAD",0,0,0,0,0
"KERALA","THRISSUR","CHERPU",97,22,9,11,139
"KERALA","THRISSUR","CHOWANNUR",0,0,0,0,0
"KERALA","THRISSUR","IRRINJALAKUDA",25,19,4,5,53
"KERALA","THRISSUR","KODAKARA",47,18,2,7,74
"KERALA","THRISSUR","KODUNGALLOOR",362,7,0,0,369
"KERALA","THRISSUR","KODUNGALLUR",24,9,2,0,35
"KERALA","THRISSUR","MALA",0,3,0,0,3
"KERALA","THRISSUR","MATHILAKAM",203,7,0,0,210
"KERALA","THRISSUR","OLLUKKARA",276,91,12,1,380
"KERALA","THRISSUR","PAZHAYANNUR",15,5,2,8,30
"KERALA","THRISSUR","PUZHAKKAL",0,1,1,0,2
"KERALA","THRISSUR","THALIKUALAM",372,15,1,0,388
"KERALA","THRISSUR","VADAKKANCHERRY",27,20,13,5,65
"KERALA","THRISSUR","VILLANGALLUR",15,20,0,0,35
"KERALA","WAYANAD","KALPETTA",11,17,34,18,80
"KERALA","WAYANAD","MANANTHAVADI",65,86,65,7,223
"KERALA","WAYANAD","SULTHANBATHERY",159,116,71,9,355
"MADHYA PRADESH","BALAGHAT","BAIHAR",2,6,24,9,41
"MADHYA PRADESH","BALAGHAT","BALAGHAT",46,15,22,1,84
"MADHYA PRADESH","BALAGHAT","BIRSA",0,1,1,0,2
"MADHYA PRADESH","BALAGHAT","KATANGI",0,4,1,0,5
"MADHYA PRADESH","BALAGHAT","KHAIRLANJI",6,5,0,0,11
"MADHYA PRADESH","BALAGHAT","KIRNAPUR",24,19,45,0,88
"MADHYA PRADESH","BALAGHAT","LALBARRA",3,5,7,5,20
"MADHYA PRADESH","BALAGHAT","LANJI",0,0,2,0,2
"MADHYA PRADESH","BALAGHAT","PARASWADA",33,89,30,0,152
"MADHYA PRADESH","BALAGHAT","WARASEONI",3,5,5,0,13
"MADHYA PRADESH","BASTAR","BAKAWAND",46,29,197,42,314
"MADHYA PRADESH","BASTAR","BASTAR",92,140,515,132,879
"MADHYA PRADESH","BASTAR","BHAIRAMGARH",5,2,3,0,10
"MADHYA PRADESH","BASTAR","BIJAPUR",11,4,16,13,44
"MADHYA PRADESH","BASTAR","DANTEWARA",0,0,0,0,0
"MADHYA PRADESH","BASTAR","DARBHA",1,4,21,7,33
"MADHYA PRADESH","BASTAR","DURGKONDAL",4,2,11,4,21
"MADHYA PRADESH","BASTAR","FARASGAON",5,3,8,1,17
"MADHYA PRADESH","BASTAR","GEEDAM",0,5,3,1,9
"MADHYA PRADESH","BASTAR","KONDAGAON",21,64,217,22,324
"MADHYA PRADESH","BASTAR","KONTA",2,10,1,0,13
"MADHYA PRADESH","BASTAR","KOYALIBEDA",3,3,4,0,10
"MADHYA PRADESH","BASTAR","MAKADI",11,17,12,0,40
"MADHYA PRADESH","BASTAR","NARAYANPUR",0,1,1,0,2
"MADHYA PRADESH","BASTAR","TOKAPAL",37,73,63,8,181
"MADHYA PRADESH","BETUL","AAMLA",84,216,443,86,829
"MADHYA PRADESH","BETUL","AATHNER",53,125,332,62,572
"MADHYA PRADESH","BETUL","BETUL",101,215,558,97,971
"MADHYA PRADESH","BETUL","BHAINSDEHI",79,183,578,119,959
"MADHYA PRADESH","BETUL","BHEEMPUR",36,117,422,160,735
"MADHYA PRADESH","BETUL","CHICHOLI",53,123,264,59,499
"MADHYA PRADESH","BETUL","GHODADONGRI",164,218,432,43,857
"MADHYA PRADESH","BETUL","MULTAI",23,69,263,76,431
"MADHYA PRADESH","BETUL","PRABHATPATTANAM",102,197,458,121,878
"MADHYA PRADESH","BETUL","SHAHPUR",58,78,238,128,502
"MADHYA PRADESH","BHIND","GOHAD",23,20,72,6,121
"MADHYA PRADESH","BHIND","MEHGAON",0,2,14,1,17
"MADHYA PRADESH","BHIND","MITONA (RAUN)",1,0,10,1,12
"MADHYA PRADESH","BHOPAL","BERASIYA",72,237,961,226,1496
"MADHYA PRADESH","BHOPAL","PHANDA",218,350,550,67,1185
"MADHYA PRADESH","BILASPUR","BALAUDA",0,2,10,1,13
"MADHYA PRADESH","BILASPUR","BILHA",17,33,10,1,61
"MADHYA PRADESH","BILASPUR","DABHARA",1,1,2,0,4
"MADHYA PRADESH","BILASPUR","JALJAIPUR",2,4,1,0,7
"MADHYA PRADESH","BILASPUR","KARTALA",2,0,1,0,3
"MADHYA PRADESH","BILASPUR","LORMI",2,5,8,8,23
"MADHYA PRADESH","BILASPUR","MALKHARAUDA",0,0,0,0,0
"MADHYA PRADESH","BILASPUR","MASTURI",0,0,0,0,0
"MADHYA PRADESH","BILASPUR","PANDARIYA",13,8,40,10,71
"MADHYA PRADESH","BILASPUR","PONDI-APRORA",0,2,2,0,4
"MADHYA PRADESH","CHHATARPUR","BADAMALHARA",136,284,728,103,1251
"MADHYA PRADESH","CHHATARPUR","BAKSWAHA",36,65,167,17,285
"MADHYA PRADESH","CHHATARPUR","BIJAWAR",164,330,419,10,923
"MADHYA PRADESH","CHHATARPUR","CHHATARPUR",82,75,160,12,329
"MADHYA PRADESH","CHHATARPUR","GAURIHAR",116,241,784,57,1198
"MADHYA PRADESH","CHHATARPUR","LAUNDI",57,85,169,19,330
"MADHYA PRADESH","CHHATARPUR","NAUGAON",10,29,88,7,134
"MADHYA PRADESH","CHHATARPUR","RAJNAGAR",8,31,75,12,126
"MADHYA PRADESH","CHHINDWARA","AMARWADA",1,31,0,0,32
"MADHYA PRADESH","CHHINDWARA","CHAURAI",57,142,242,10,451
"MADHYA PRADESH","CHHINDWARA","CHHINDWARA",37,251,174,13,475
"MADHYA PRADESH","CHHINDWARA","HARRAI",0,1,3,7,11
"MADHYA PRADESH","CHHINDWARA","MOHKHED",6,9,7,3,25
"MADHYA PRADESH","CHHINDWARA","PANDHURNA",0,1,0,0,1
"MADHYA PRADESH","CHHINDWARA","PARASIYA",30,71,172,27,300
"MADHYA PRADESH","CHHINDWARA","SAUNSAR",2,9,19,2,32
"MADHYA PRADESH","DAMOH","DAMOH",278,337,654,69,1338
"MADHYA PRADESH","DAMOH","HATA",173,228,705,149,1255
"MADHYA PRADESH","DAMOH","JABERA",502,471,653,98,1724
"MADHYA PRADESH","DAMOH","PATERA",306,349,836,100,1591
"MADHYA PRADESH","DAMOH","PATHARIYA",260,401,862,81,1604
"MADHYA PRADESH","DAMOH","PATIYAGARH",414,351,785,99,1649
"MADHYA PRADESH","DAMOH","TENDUKHEDA",552,485,639,34,1710
"MADHYA PRADESH","DATIA","DATIA",20,11,18,2,51
"MADHYA PRADESH","DEWAS","BAGALI",76,198,379,50,703
"MADHYA PRADESH","DEWAS","DEWAS",26,40,79,27,172
"MADHYA PRADESH","DEWAS","KANNAUD",86,250,458,129,923
"MADHYA PRADESH","DEWAS","KHATEGAON",59,170,658,217,1104
"MADHYA PRADESH","DEWAS","SONKACHH",18,30,105,46,199
"MADHYA PRADESH","DEWAS","TONK KHURD",17,16,54,9,96
"MADHYA PRADESH","DHAR","BADNAWAR",63,125,279,37,504
"MADHYA PRADESH","DHAR","BANDH",4,16,67,9,96
"MADHYA PRADESH","DHAR","DHAR",1,6,13,1,21
"MADHYA PRADESH","DHAR","DHARAMPURI",88,135,238,45,506
"MADHYA PRADESH","DHAR","GANDHWANI",112,313,726,56,1207
"MADHYA PRADESH","DHAR","KUKSHI",80,91,391,85,647
"MADHYA PRADESH","DHAR","MANAWAR",0,14,102,27,143
"MADHYA PRADESH","DHAR","NALCHHA",17,17,66,1,101
"MADHYA PRADESH","DHAR","NISARPUR",41,49,157,12,259
"MADHYA PRADESH","DHAR","SARDARPUR",22,56,137,76,291
"MADHYA PRADESH","DHAR","TIRLA",141,89,191,14,435
"MADHYA PRADESH","DURG","BALOD",0,1,1,0,2
"MADHYA PRADESH","DURG","BEMETARA",16,12,24,7,59
"MADHYA PRADESH","DURG","BERLA",14,32,69,23,138
"MADHYA PRADESH","DURG","DHAMDA",6,8,27,10,51
"MADHYA PRADESH","DURG","DONDI",3,3,0,0,6
"MADHYA PRADESH","DURG","DONDILOHARA",6,5,14,1,26
"MADHYA PRADESH","DURG","DURG",70,43,68,9,190
"MADHYA PRADESH","DURG","GUNDARDEHI",0,0,0,0,0
"MADHYA PRADESH","DURG","GURUR",58,27,35,8,128
"MADHYA PRADESH","DURG","NAWAGARH",0,0,5,1,6
"MADHYA PRADESH","DURG","PATAN",16,25,79,21,141
"MADHYA PRADESH","DURG","SAJA",9,9,28,12,58
"MADHYA PRADESH","GUNA","ASHOKNAGAR",102,263,784,163,1312
"MADHYA PRADESH","GUNA","BAGHOGARH",66,177,561,71,875
"MADHYA PRADESH","GUNA","BAMORI",103,174,621,50,948
"MADHYA PRADESH","GUNA","CHACHAUDA",106,104,349,42,601
"MADHYA PRADESH","GUNA","CHANDERI",137,283,606,84,1110
"MADHYA PRADESH","GUNA","GUNA",52,103,185,45,385
"MADHYA PRADESH","GUNA","ISAGARH",146,225,394,82,847
"MADHYA PRADESH","GUNA","MUNGAOLI",122,234,700,264,1320
"MADHYA PRADESH","GWALIOR","BHANDER",69,72,197,41,379
"MADHYA PRADESH","GWALIOR","BHITARWAR",13,51,147,19,230
"MADHYA PRADESH","GWALIOR","DABRA",79,121,262,34,496
"MADHYA PRADESH","GWALIOR","GHATI GAON",54,78,170,8,310
"MADHYA PRADESH","GWALIOR","MORAR",3,21,135,7,166
"MADHYA PRADESH","HOSHANGABAD","BABAI",78,132,178,25,413
"MADHYA PRADESH","HOSHANGABAD","BANKHEDI",5,13,36,11,65
"MADHYA PRADESH","HOSHANGABAD","HARDA",105,338,1102,184,1729
"MADHYA PRADESH","HOSHANGABAD","HOSHNAGABAD",158,248,343,215,964
"MADHYA PRADESH","HOSHANGABAD","KESALI",174,377,533,156,1240
"MADHYA PRADESH","HOSHANGABAD","KHIRAKIYA",25,238,550,100,913
"MADHYA PRADESH","HOSHANGABAD","PIPARIA",15,30,64,5,114
"MADHYA PRADESH","HOSHANGABAD","SEONI MALWA",85,248,558,58,949
"MADHYA PRADESH","HOSHANGABAD","SOHAGPUR",186,327,526,62,1101
"MADHYA PRADESH","HOSHANGABAD","TIMARNI",53,490,354,31,928
"MADHYA PRADESH","INDORE","DEPALPUR",29,70,205,57,361
"MADHYA PRADESH","INDORE","INDORE",8,12,92,4,116
"MADHYA PRADESH","INDORE","MHOW",11,34,47,13,105
"MADHYA PRADESH","INDORE","SANWER",113,109,259,15,496
"MADHYA PRADESH","JABALPUR","BADWARA",109,184,239,39,571
"MADHYA PRADESH","JABALPUR","BAMHORIBAND",160,252,267,118,797
"MADHYA PRADESH","JABALPUR","BARGI",58,99,152,12,321
"MADHYA PRADESH","JABALPUR","DHIMARKHEDA",86,98,75,14,273
"MADHYA PRADESH","JABALPUR","KATNI",1,1,3,0,5
"MADHYA PRADESH","JABALPUR","KUNDAM",19,23,15,0,57
"MADHYA PRADESH","JABALPUR","PANAGARH",24,62,160,15,261
"MADHYA PRADESH","JABALPUR","PATAN",11,47,71,1,130
"MADHYA PRADESH","JABALPUR","RITHI",26,27,40,33,126
"MADHYA PRADESH","JABALPUR","SHAHPURA",17,41,50,25,133
"MADHYA PRADESH","JABALPUR","SIHORA",117,117,93,25,352
"MADHYA PRADESH","JABALPUR","VIJAYRAGHOGARH",0,0,0,13,13
"MADHYA PRADESH","JHABUA","ALIRAJPUR",26,105,148,32,311
"MADHYA PRADESH","JHABUA","BHAWRA",7,86,64,6,163
"MADHYA PRADESH","JHABUA","JHABUA",57,83,201,37,378
"MADHYA PRADESH","JHABUA","JOBAT",52,107,520,97,776
"MADHYA PRADESH","JHABUA","KANTHIWADA",8,33,47,17,105
"MADHYA PRADESH","JHABUA","MEGHNAGAR",74,132,208,62,476
"MADHYA PRADESH","JHABUA","PETALAWAD",855,981,1290,68,3194
"MADHYA PRADESH","JHABUA","RAMA",163,282,515,86,1046
"MADHYA PRADESH","JHABUA","RANAPUR",274,343,446,26,1089
"MADHYA PRADESH","JHABUA","SONDWA",5,59,90,15,169
"MADHYA PRADESH","JHABUA","THANDLA",611,810,622,22,2065
"MADHYA PRADESH","JHABUA","UDAIGARH",30,96,343,81,550
"MADHYA PRADESH","KHANDWA","BALDEE",33,102,346,53,534
"MADHYA PRADESH","KHANDWA","BURHANPUR",29,89,229,28,375
"MADHYA PRADESH","KHANDWA","CHHAIGAON MAKHAN",3,29,76,7,115
"MADHYA PRADESH","KHANDWA","HARSUD",26,231,616,95,968
"MADHYA PRADESH","KHANDWA","KHAKNER",4,35,133,29,201
"MADHYA PRADESH","KHANDWA","KHALWA",92,372,1050,141,1655
"MADHYA PRADESH","KHANDWA","KHANDWA",30,121,213,22,386
"MADHYA PRADESH","KHANDWA","PANDHANA",18,149,275,28,470
"MADHYA PRADESH","KHANDWA","PUNASA",10,2,12,2,26
"MADHYA PRADESH","KHARGONE","BADWAH",80,241,839,76,1236
"MADHYA PRADESH","KHARGONE","BADWANI",46,131,565,63,805
"MADHYA PRADESH","KHARGONE","BHAGWANPURA",42,136,206,30,414
"MADHYA PRADESH","KHARGONE","BHEEKANGAON",30,150,534,72,786
"MADHYA PRADESH","KHARGONE","GOGAWAN",42,174,294,16,526
"MADHYA PRADESH","KHARGONE","JHIRANYA",17,126,287,44,474
"MADHYA PRADESH","KHARGONE","KASRAWAD",28,109,566,101,804
"MADHYA PRADESH","KHARGONE","KHARGONE",80,210,368,79,737
"MADHYA PRADESH","KHARGONE","MAHESHWAR",30,117,453,48,648
"MADHYA PRADESH","KHARGONE","NIWALI",23,49,125,35,232
"MADHYA PRADESH","KHARGONE","PANSEMAL",3,23,58,5,89
"MADHYA PRADESH","KHARGONE","PATEE",7,5,47,6,65
"MADHYA PRADESH","KHARGONE","RAJPUR",22,102,557,154,835
"MADHYA PRADESH","KHARGONE","SEGAON",41,161,247,17,466
"MADHYA PRADESH","KHARGONE","SENDHWA",15,54,234,56,359
"MADHYA PRADESH","KHARGONE","THIKARI",17,71,352,70,510
"MADHYA PRADESH","MANDLA","AMARPUR",0,6,2,2,10
"MADHYA PRADESH","MANDLA","BAJANG",0,0,0,0,0
"MADHYA PRADESH","MANDLA","BEEJADANDI",1,1,1,0,3
"MADHYA PRADESH","MANDLA","BICHHIYA",11,9,6,1,27
"MADHYA PRADESH","MANDLA","DINDORI",11,7,15,3,36
"MADHYA PRADESH","MANDLA","GHUGHARI",36,8,9,31,84
"MADHYA PRADESH","MANDLA","KARANJIYA",2,7,8,26,43
"MADHYA PRADESH","MANDLA","MANDLA",245,75,48,75,443
"MADHYA PRADESH","MANDLA","MEHADWANI",0,0,0,0,0
"MADHYA PRADESH","MANDLA","MOHGAON",14,11,4,15,44
"MADHYA PRADESH","MANDLA","MOWAS",0,0,0,0,0
"MADHYA PRADESH","MANDLA","NAINPUR",9,44,64,1,118
"MADHYA PRADESH","MANDLA","NARAYANGANJ",10,23,17,0,50
"MADHYA PRADESH","MANDLA","SAMNAPUR",0,2,1,0,3
"MADHYA PRADESH","MANDLA","SHAHPURA",33,36,34,6,109
"MADHYA PRADESH","MANDSAUR","BHANPURA",66,55,69,69,259
"MADHYA PRADESH","MANDSAUR","GAROTH",12,1,8,18,39
"MADHYA PRADESH","MANDSAUR","JAWAD",1,2,0,90,93
"MADHYA PRADESH","MANDSAUR","MALHARGARH",163,88,125,104,480
"MADHYA PRADESH","MANDSAUR","MANASA",92,42,41,111,286
"MADHYA PRADESH","MANDSAUR","MANDSAUR",30,25,83,102,240
"MADHYA PRADESH","MANDSAUR","NEEMACH",8,6,1,6,21
"MADHYA PRADESH","MANDSAUR","SITAMAU",72,56,200,222,550
"MADHYA PRADESH","MORENA","JAURA",2,0,0,0,2
"MADHYA PRADESH","MORENA","KARAHAL",100,185,238,14,537
"MADHYA PRADESH","MORENA","MORENA",1,0,1,2,4
"MADHYA PRADESH","MORENA","PAHARGARH",0,0,1,0,1
"MADHYA PRADESH","MORENA","SABALGARH",0,0,0,0,0
"MADHYA PRADESH","MORENA","SHEOPUR KALAN",101,175,326,45,647
"MADHYA PRADESH","NARSIMHAPUR","BABAICHICHALI",3,1,7,1,12
"MADHYA PRADESH","NARSIMHAPUR","CHANWARPATHA",36,59,126,21,242
"MADHYA PRADESH","NARSIMHAPUR","GOTEGAON",52,121,211,15,399
"MADHYA PRADESH","NARSIMHAPUR","KARELI",10,29,101,5,145
"MADHYA PRADESH","NARSIMHAPUR","NARSINGHPUR",42,137,424,46,649
"MADHYA PRADESH","NARSIMHAPUR","SAINKHEDA",11,9,8,0,28
"MADHYA PRADESH","PANNA","AJAIGARH",73,172,277,11,533
"MADHYA PRADESH","PANNA","GUNNAUR",266,295,844,117,1522
"MADHYA PRADESH","PANNA","PANNA",168,335,541,32,1076
"MADHYA PRADESH","PANNA","PAWAI",198,273,636,79,1186
"MADHYA PRADESH","PANNA","SHAHNAGAR",606,770,1206,52,2634
"MADHYA PRADESH","RAIGARH","DHARAMJAIGARH",67,22,36,1,126
"MADHYA PRADESH","RAIGARH","KANSABEL",1,3,6,0,10
"MADHYA PRADESH","RAIGARH","KHARASIYA",6,11,10,3,30
"MADHYA PRADESH","RAIGARH","LALLUNGA",1,20,52,30,103
"MADHYA PRADESH","RAIGARH","PATTHALGAON",20,51,17,3,91
"MADHYA PRADESH","RAIGARH","PUSAUR",0,5,8,5,18
"MADHYA PRADESH","RAIGARH","RAIGARH",67,68,72,54,261
"MADHYA PRADESH","RAIGARH","SARANGARH",2,13,16,7,38
"MADHYA PRADESH","RAIGARH","SARIYALENDHA",0,9,15,8,32
"MADHYA PRADESH","RAIGARH","TAMNAR",8,4,28,6,46
"MADHYA PRADESH","RAIGARH","TAPKARA",0,40,76,0,116
"MADHYA PRADESH","RAIPUR","ABHANPUR",2,7,16,0,25
"MADHYA PRADESH","RAIPUR","BAGBAHRA",0,2,2,0,4
"MADHYA PRADESH","RAIPUR","BASNA",9,22,52,15,98
"MADHYA PRADESH","RAIPUR","BHATAPARA",14,6,20,0,40
"MADHYA PRADESH","RAIPUR","DEOBHOG",0,1,1,3,5
"MADHYA PRADESH","RAIPUR","DHAMTARI",3,6,9,6,24
"MADHYA PRADESH","RAIPUR","GARIYABAND",8,16,55,4,83
"MADHYA PRADESH","RAIPUR","KASDOL",20,23,31,5,79
"MADHYA PRADESH","RAIPUR","PALARI",183,145,213,5,546
"MADHYA PRADESH","RAIPUR","PALARI(BALODABAZAR)",51,81,98,20,250
"MADHYA PRADESH","RAIPUR","PITHORA",7,24,85,13,129
"MADHYA PRADESH","RAIPUR","RAIPUR(DHARSIWA)",26,39,105,37,207
"MADHYA PRADESH","RAIPUR","RAJIM",37,11,6,0,54
"MADHYA PRADESH","RAIPUR","SARAIPALI",48,79,173,19,319
"MADHYA PRADESH","RAIPUR","SIHAWA",9,7,6,4,26
"MADHYA PRADESH","RAIPUR","SIMGA",6,3,5,0,14
"MADHYA PRADESH","RAIPUR","TILDA",17,12,21,3,53
"MADHYA PRADESH","RAISEN","BARELI",51,179,486,56,772
"MADHYA PRADESH","RAISEN","BEGAMGANJ",42,217,699,286,1244
"MADHYA PRADESH","RAISEN","GAIRATGANJ",16,117,581,183,897
"MADHYA PRADESH","RAISEN","OBEDULLAHGANJ",69,180,827,93,1169
"MADHYA PRADESH","RAISEN","SANCHI",78,220,760,184,1242
"MADHYA PRADESH","RAISEN","SILWANI",68,333,807,112,1320
"MADHYA PRADESH","RAISEN","UDAIPURA",24,110,177,56,367
"MADHYA PRADESH","RAJGARH","BIAORA",73,158,692,100,1023
"MADHYA PRADESH","RAJGARH","JEERAPUR",110,173,363,30,676
"MADHYA PRADESH","RAJGARH","KHILCHIPUR",16,21,16,0,53
"MADHYA PRADESH","RAJGARH","NARASINGHGARH",45,140,416,112,713
"MADHYA PRADESH","RAJGARH","PACHAUR (SARANGPUR)",80,138,469,101,788
"MADHYA PRADESH","RAJGARH","RAJGARH",67,90,370,89,616
"MADHYA PRADESH","RAJNANDGAON","DONGARGAON",0,0,0,0,0
"MADHYA PRADESH","RAJNANDGAON","KHALRAGARH",4,6,4,2,16
"MADHYA PRADESH","RAJNANDGAON","SAHASPURLOHARA",0,4,10,4,18
"MADHYA PRADESH","RATLAM","ALOT",15,41,222,66,344
"MADHYA PRADESH","RATLAM","BAJNA",67,111,330,38,546
"MADHYA PRADESH","RATLAM","JAWRA",54,68,236,31,389
"MADHYA PRADESH","RATLAM","PIPLODA",49,23,44,9,125
"MADHYA PRADESH","RATLAM","RATLAM",87,72,195,21,375
"MADHYA PRADESH","RATLAM","SAILANA",147,228,469,64,908
"MADHYA PRADESH","REWA","GANGEO",86,110,318,44,558
"MADHYA PRADESH","REWA","HANUMANA",7,10,82,31,130
"MADHYA PRADESH","REWA","JAWA",28,63,218,39,348
"MADHYA PRADESH","REWA","MAUGANJ",50,69,268,73,460
"MADHYA PRADESH","REWA","NAIGARHI",30,29,183,48,290
"MADHYA PRADESH","REWA","RAIPUR",3,21,111,46,181
"MADHYA PRADESH","REWA","REWA",11,42,78,54,185
"MADHYA PRADESH","REWA","SIRMAUR",13,41,185,29,268
"MADHYA PRADESH","REWA","TYONTHAR",0,6,3,2,11
"MADHYA PRADESH","SAGAR","BANDA",215,498,720,61,1494
"MADHYA PRADESH","SAGAR","BEENA",188,338,899,168,1593
"MADHYA PRADESH","SAGAR","DEORI",351,455,736,53,1595
"MADHYA PRADESH","SAGAR","JAISINAGAR",363,539,958,116,1976
"MADHYA PRADESH","SAGAR","KESALI",174,309,537,110,1130
"MADHYA PRADESH","SAGAR","KHURAI",42,57,154,39,292
"MADHYA PRADESH","SAGAR","MALTHON",163,308,606,103,1180
"MADHYA PRADESH","SAGAR","RAHATGARH",317,426,1004,113,1860
"MADHYA PRADESH","SAGAR","REHALI",392,466,594,46,1498
"MADHYA PRADESH","SAGAR","SAGAR",230,321,633,81,1265
"MADHYA PRADESH","SAGAR","SHAHGARH",404,281,495,38,1218
"MADHYA PRADESH","SATNA","AMARPATAN",0,2,11,15,28
"MADHYA PRADESH","SATNA","CHITRAKOOT",4,9,757,16,786
"MADHYA PRADESH","SATNA","MAIHAR",187,306,504,35,1032
"MADHYA PRADESH","SATNA","NAGOD",86,167,465,70,788
"MADHYA PRADESH","SATNA","RAMNAGAR",2,1,18,11,32
